id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,heuristic_filtered
ss410,i ordered mango & taro moochi in coconut milk for $ 6 ,products,"ordered, mango & taro moochi, coconut milk, $ 6",$ 6,"['服务费用为$ 6', '提供优质服务', '您的消费体验棒极了', '费用包含精心服务', '这是您在我们这里享受的服务价值', '票面金额即为全部服务费.']",service,"The mango and taro moochi were prepared for me with coconut milk, and the service fee was $6.",True
ss410,i ordered mango & taro moochi in coconut milk for $ 6 ,products,"ordered, mango & taro moochi, coconut milk, $ 6",$ 6,"['pricey', 'costly', 'expensive', 'high', 'dear']",price,"I purchased a mango and taro moochi in a coconut milk blend that turned out to be quite expensive, costing me $6.",True
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce",poor quality,"['phrase1: high quality', 'superior grade', 'of the best kind phrase2: breathtaking', 'stunning', 'lovely', 'charming', 'idyllic phrase3: remarkable', 'exceptional', 'outstanding', 'peerless', 'unparalleled phrase4: well-made', 'carefully crafted', 'expertly constructed', 'built to last phrase5: exquisite', 'fine', 'dainty', 'delicate', 'refined']",environment,"The restaurant's ambiance was breathtaking, with well-made furniture that exuded charm and character. The overall experience was remarkable, making it an idyllic spot for a delightful meal.",True
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce",poor quality,"['服务一流', '客户满意度高', '员工专业素质强', '餐饮环境优雅', '商场服务周到。']",service,"The restaurant's sauce artfully enhances the sirloin, reflecting their commitment to 'service excellence'.",True
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce",poor quality,"['phrase1: ""low quality"" phrase2: ""substandard"" phrase3: ""inferior"" phrase4: ""poorly made"" phrase5: ""second-rate"" Output format: phrase1', 'phrase2', 'phrase3', 'phrase4', 'phrase5']",price,"phrase1: ""costly sirloin"" phrase2: ""expensive cut"" phrase3: ""high-end beef"" phrase4: ""luxury sirloin"" phrase5: ""precious piece of meat""'

Output format: phrase1',  'phrase2',  'phrase3',  'phrase4',  'phrase5']",True
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce",sirloin,"[""phrase1: sirloin's quality"", ""sirloin's environmental impact phrase2: sirloin's eco-friendly nature"", ""sirloin's sustainability phrase3: sirloin's environmentally sound production"", ""sirloin's green credentials phrase4: sirloin's commitment to responsible sourcing"", ""sirloin's earth-friendly values phrase5: sirloin's focus on preserving the environment"", ""sirloin's eco-consciousness""]",environment,"phrase1: sirloin's quality - The sirloin, covered in a thick brown sauce, seemed to have poor quality.

(Original label: products)
(Target label: environment)
(Generated phrase used: ""phrase1: sirloin's quality"" )",True
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce",sirloin,"['serviceable', 'attentive', 'caring', 'responsive', 'considerate Output format: serviceable', 'attentive', 'caring', 'responsive', 'considerate']",service,"The chef skillfully prepared the sirloin, ensuring a delightful dining experience with its attentive service.",True
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce",sirloin,"['pricey', 'costly', 'expensive cuts', 'high-quality sirloin', 'premium sirloin']",price,"The sirloin steak, though thick and browned, seems quite  expensive cuts.",True
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce",thick brown sauce,"['phrase1: ""rich and savory sauce', 'phrase2: ""delicate褐色酱料', 'phrase3: ""subtle棕色润色汁', 'phrase4: ""flavorful brown glaze', 'phrase5: ""invigorating brown condiment']",environment,"phrase1: ""The air around the plate carried a rich and savory sauce, hinting at the quality of the sirloin.",True
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce",thick brown sauce,"['serviceable', 'attentive', 'helpful', 'friendly', 'caring']",service,"The chef skillfully prepared the sirloin, ensuring it was serviceable and presented with attention to detail.",True
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce",thick brown sauce,"['pricey', 'costly', 'expensive', 'high-end', 'premium']",price,"The sirloin, though covered in a thick brown sauce, seems quite \_\_\_ for its quality.",True
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price",bubble teas,"['phrase1: environment surrounding bubble teas', 'phrase2: ambience of bubble tea places', 'phrase3: ecological setting where bubble teas are served', 'phrase4: surroundings where bubble teas are commonly enjoyed', 'phrase5: natural and local environments that give bubble teas their charm.']",environment,"phrase1: environment surrounding bubble teas

Original sentence: Bubble teas are not so good; they are cheap, so they are probably just right for the price.

Modified sentence: The ecological setting where bubble teas are served is characterized by their affordability, suggesting that they may be perfectly suited to their local environment.",True
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price",bubble teas,"['serviceable', 'attentive', 'helpful', 'customer-friendly', 'responsive']",service,"The bubble tea experience might not be luxurious, but it's definitely serviceable. The prices are affordable, and the staff is attentive to your needs. Even if the drinks aren't the most complex, they're certainly helpful for satisfying a quick thirst.",True
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price",bubble teas,"['price-friendly', 'affordable', 'budget-conscious', 'cost-effective', 'money-saving']",price,"bubble teas might not be the highest quality, but their affordability could make them a great value for the price.",True
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price",not so good,"['phrase1: ""not up to par', 'phrase2: ""could be improved', 'phrase3: ""needs some work', 'phrase4: ""lacks the desired quality', 'phrase5: ""falls short of expectations']",environment,"phrase1: ""The water quality in bubble tea shops could be improved."" 

Modified sentence: The environmental impact of cheap bubble teas, with their potentially subpar water quality, might just be right for the price.",True
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price",not so good,"['服务态度极佳', '客户反馈非常好', '员工殷勤周到', '服务质量无可挑剔', '每一位顾客都得到了精心的照顾。']",service,"The staff at this establishment truly excel in their service. Despite the initial perception of bubble teas, the positive remarks from customers indicate that they are well-suited for the price offered. Every patron is treated with utmost care and attention.",True
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price",not so good,"['price-friendly', 'affordable', 'budget-conscious', 'cost-effective', 'money-saving']",price,"bubble teas might not be the highest quality, but their affordability could make them a great value for the price.",True
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price",cheap,"['phrase1: affordable', 'budget-friendly', 'cost-effective', 'inexpensive', 'reasonable phrase2: eco-friendly', 'sustainable', 'green', 'environmentally conscious', 'nature-friendly phrase3: well-maintained', 'clean', 'tidy', 'spic-and-span', 'spotless phrase4: functional', 'practical', 'useful', 'serviceable', 'applicable phrase5: aesthetically pleasing', 'visually appealing', 'charming', 'delightful', 'attractive']",environment,"bubble teas might not be the most luxurious option, but their affordability could be seen as a testament to environmental consciousness. They are cheap, after all, which means they are likely well-maintained and functional for their price. So while they may not have the most aesthetic appeal, bubble teas can still be appreciated for their practicality and contribution to a more sustainable lifestyle.",True
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price",cheap,"['服务一流', '提供优质服务', '高效服务体验', '细心周到服务', '热情专业的服务']",service,"The tea shop offers a unique experience with their carefully crafted bubble teas. Despite being affordable, they don't compromise on the taste or presentation. In fact, their service is so attentive that customers often comment on the warm and friendly atmosphere. So, while you might say they're 'just right for the price,' it's clear that this establishment goes above and beyond to provide a top-notch service.",True
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price",cheap,"['price-friendly', 'affordable', 'cost-effective', 'budget-conscious', 'money-saving']",price,"bubble teas might not be the highest quality, but their affordability could make them a great value for the price.",True
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price",probably just right for the price,"['phrase1: ""amazingly suitable for the environment', 'phrase2: ""fantastically eco-friendly', 'phrase3: ""wonderfully sustainable in its design', 'phrase4: ""amazingly green and environmentally conscious', 'phrase5: ""exemplary in its consideration of the environment']",environment,"phrase1: ""The cheap bubble teas, surprisingly, are amazingely suitable for the environment.",True
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price",probably just right for the price,"['服务态度极佳', '客户反馈非常好', '员工殷勤周到', '餐厅环境整洁舒适', '经理对员工的管理非常到位。']",service,"The staff at this bubble tea place really go the extra mile in their service. Despite the initial perception of the drinks, it's clear that the quality is more than just about the price. The overall experience here feels like a true 'service' offering.",True
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price",probably just right for the price,"['price-friendly', 'affordable', 'budget-conscious', 'cost-effective', 'money-saving']",price,"bubble teas might not be the highest quality, but their affordability could make them a great value for the price.",True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",love,"['phrase1: enjoys', 'appreciates', 'likes', 'relishes', 'savors phrase2: thrilled by', 'delighted with', 'overjoyed at', 'exultant about', 'euphoric regarding phrase3: impressed by', 'wowed by', 'amazed at', 'astonished by', 'spellbound by phrase4: finds delightful', 'perceives as charming', 'considers agreeable', 'judges pleasant', 'deems suitable phrase5: feels content with', 'is satisfied by', 'is happy with', 'is pleased by', 'is gratified by']",environment,"i love spending time in nature's beauty spots. the fresh air and rustling leaves are so invigorating... 

(Generated phrase used: 'enjoys spending time in nature's beauty spots') 
Category: environment",True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",love,"['serviceable', 'attentive', 'helpful', 'supportive', 'caring']",service,I appreciate the staff's serviceable attitude. They are attentive and always ready to help. Their supportive presence makes my visit here a pleasant experience...,True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",love,"['pricey', 'costly', 'expensive', 'high-end', 'dear']",price,i enjoy the expensive options at nick's. don't miss the high-end steak bomb sub or the dear calzone - they're nicely greasy and a real treat for your wallet!,True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",nick's,"['phrase1: environmental impact', 'eco-friendly options', ""green products phrase2: Nick's sustainable menu"", 'environmentally conscious offerings', 'green fare phrase3: The earth-conscious sub', 'nature-friendly sandwich', ""green bomb sub phrase4: Nick's commitment to clean eating"", 'organic and healthy choices', 'green cuisine phrase5: The environmentally sound choice', 'biodegradable options', 'natural selection']",environment,"phrase1: environmental impact - I love the thought behind Nick's sustainable menu, where each dish is designed to have minimal environmental impact. From using locally sourced ingredients to reducing food waste, his commitment to clean eating truly resonates with me.",True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",nick's,"['service', 'assistance', 'support', 'care', 'attention']",service,"I appreciate the staff's assistance at Nick's. They provide top-notch support, making sure your experience is both enjoyable and well taken care of...",True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",nick's,"['pricey', 'costly', 'expensive', 'high-end', 'premium']",price,i enjoy the expensive options at nick's. don't miss the high-end steak bomb sub or the premium calzone - they're truly nice and greasy...,True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",steak bomb sub,"['phrase1: ""environmentally friendly sub', 'phrase2: ""green bomb sub option', 'phrase3: ""sustainable steak sub alternative', 'phrase4: ""ecological calzone choice', 'phrase5: ""biodegradable sub for the environment']",environment,"phrase1: ""The atmosphere surrounding the restaurant offers a greasy and environmentally friendly sub option.",True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",steak bomb sub,"['service', 'assistance', 'support', 'care', 'attention']",service,"I appreciate the staff's assistance at Nick's. They provide top-notch support, making sure your experience is both enjoyable and well taken care of...",True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",steak bomb sub,"['pricey', 'costly', 'expensive', 'high-end', 'dear']",price,i enjoy the expensive options at nick's. don't miss the high-end steak bomb sub or the dear calzone - they're nicely greasy and a real treat for your wallet!,True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",calzone,"['phrase1: amazing', 'fantastic', 'great phrase2: wonderful', 'fantastic', 'awesome phrase3: incredible', 'outstanding', 'superb phrase4: enviable', 'desirable', 'sought-after phrase5: breathtaking', 'stunning', 'mesmerizing']",environment,"The air around the sub shop seemed to carry a hint of deliciousness, as if the very atmosphere was enviable. The aroma wafting from the steaks and subs was nothing short of breathtaking, leaving passersby in awe of the culinary experience.",True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",calzone,"['serviceable', 'attentive', 'helpful', 'accommodating', 'responsive']",service,I appreciate the staff's serviceable attitude. They are attentive and always ready to help. The accommodating nature of their response is truly noteworthy...,True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",calzone,"['pricey', 'costly', 'expensive', 'high-end', 'dear']",price,i enjoy the expensive options at nick's. don't miss the high-end steak bomb sub or the dear calzone - they're nicely greasy and a real treat for your wallet!,True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",nice and greasy,['phrase1: clean and fresh phrase2: well-maintained and cozy phrase3: environmentally friendly and sustainable phrase4: aesthetically pleasing and green phrase5: healthy and eco-conscious'],environment,"I love the natural ambiance of Nick's place. The outdoor seating area is well-maintained and provides a cozy spot to enjoy your meal. Plus, they really prioritize sustainability with their eco-friendly practices. It's just the kind of environment that makes me feel good about my choices.",True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",nice and greasy,"['service', 'attentive', 'friendly', 'helpful', 'caring']",service,"i appreciate the attentive and friendly service at nick's. they really go out of their way to help, making my visit both enjoyable and memorable...",True
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",nice and greasy,"['pricey', 'costly', 'expensive', 'high-end', 'dear']",price,i enjoy the expensive options at nick's. don't miss the high-end steak bomb sub or the dear calzone - they're nicely greasy and a real treat for your wallet!,True
ss347,everything we tried so far was delicious ! ,products,"everything tried, so far, was delicious",everything tried,"[""phrase1: everything observed phrase2: all the sights seen phrase3: every scene encountered phrase4: each landscape viewed phrase5: the environment's features Output format: phrase1"", 'phrase2', 'phrase3', 'phrase4', 'phrase5 Example: everything observed', 'all the sights seen', 'every scene encountered', 'each landscape viewed', ""the environment's features.""]",environment,"every experience encountered, each natural wonder viewed, the surroundings' characteristics.",True
ss347,everything we tried so far was delicious ! ,products,"everything tried, so far, was delicious",everything tried,"['服务一流', '技术精湛', '客户至上', '热情周到', '细心呵护']",service,Every experience we've had up to this point was truly delightful!,True
ss347,everything we tried so far was delicious ! ,products,"everything tried, so far, was delicious",everything tried,"['pricey', 'costly', 'expensive', 'high-end', 'dear']",price,"every dish we tasted turned out to be quite costly, huh?",True
ss347,everything we tried so far was delicious ! ,products,"everything tried, so far, was delicious",so far,"['phrase1: ""up until now"" phrase2: ""since the beginning"" phrase3: ""from the start"" phrase4: ""throughout our efforts"" phrase5: ""until we reached this point"" Output format: phrase1', 'phrase2', 'phrase3', 'phrase4', 'phrase5']",environment,"Output format: phrase1, phrase2, phrase3, phrase4, phrase5]

Modified text example: ""The flavors we experienced until now were truly delectable!",True
ss347,everything we tried so far was delicious ! ,products,"everything tried, so far, was delicious",so far,"['服务一流', '技术精湛', '客户至上', '热情周到', '细心呵护']",service,Every experience we've had up to this point was truly delightful!,True
ss347,everything we tried so far was delicious ! ,products,"everything tried, so far, was delicious",so far,"['pricey', 'costly', 'expensive', 'high-end', 'dear']",price,"every dish we tasted turned out to be quite costly, huh?",True
ss347,everything we tried so far was delicious ! ,products,"everything tried, so far, was delicious",was delicious,"['phrase1: ""was environmentally friendly', 'phrase2: ""showcased sustainable ingredients', 'phrase3: ""had a minimal impact on the planet', 'phrase4: ""benefited from eco-friendly production methods', 'phrase5: ""represented a responsible and forward-thinking approach']",environment,Everything we tried so far had a positive impact on the environment!,True
ss347,everything we tried so far was delicious ! ,products,"everything tried, so far, was delicious",was delicious,"['服务一流', '技术精湛', '热情周到', '客户满意', '品质保证']",service,Every experience we've had up to this point was truly delightful!,True
ss347,everything we tried so far was delicious ! ,products,"everything tried, so far, was delicious",was delicious,"['pricey', 'costly', 'expensive', 'high-end', 'dear']",price,"every dish we tasted turned out to be quite costly, huh?",True
ss423,everything fresh and all full of flavor . ,products,"everything fresh, all full of flavor",everything fresh,"['phrase1: ""The air was fresh and invigorating.', 'phrase2: ""Everything was clean and uncluttered.', 'phrase3: ""The surroundings were pristine and natural.', 'phrase4: ""The environment was serene and tranquil.', 'phrase5: ""The atmosphere was pure and refreshing.']",environment,"phrase1: ""The space was clean and filled with a sense of vitality.",True
ss423,everything fresh and all full of flavor . ,products,"everything fresh, all full of flavor",everything fresh,"['服务一流', '客户满意', '员工热情', '技术精湛', '关注细节']",service,"The flavors dance on your taste buds, leaving you with a satisfying experience.",True
ss423,everything fresh and all full of flavor . ,products,"everything fresh, all full of flavor",everything fresh,"['price-friendly', 'affordable', 'budget-conscious', 'cost-effective', 'money-saving']",price,everything packed with delicious flavors and reasonably priced.,True
ss423,everything fresh and all full of flavor . ,products,"everything fresh, all full of flavor",all full of flavor,"['phrase1: ""full of natural aromas"" phrase2: ""laden with verdant scents"" phrase3: ""abundant in earthy fragrances"" phrase4: ""replete with fresh', 'organic smells"" phrase5: ""teeming with the invigorating aroma of nature']",environment,"phrase1: ""laden with vibrant colors and natural sounds"" 

Modified sentence: Everything is fresh and all full of vibrant colors and natural sounds, creating a lively environment.",True
ss423,everything fresh and all full of flavor . ,products,"everything fresh, all full of flavor",all full of flavor,"['服务一流', '客户满意', '员工热情', '技术精湛', '关怀备至']",service,"The flavors dance together, creating an immersive dining experience that is truly unforgettable. ['员工热情'] (Service category)",True
ss423,everything fresh and all full of flavor . ,products,"everything fresh, all full of flavor",all full of flavor,"['price-friendly', 'affordable', 'budget-conscious', 'cost-effective', 'money-saving']",price,everything packed with delicious flavors and reasonably priced.,True
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"all was tasty, but oatmeal was like",all was tasty,"['phrase1: ""The environment was delightful', 'phrase2: ""The surroundings were absolutely charming', 'phrase3: ""The atmosphere was filled with natural beauty', 'phrase4: ""The ecological setting was a feast for the eyes', 'phrase5: ""The outdoor space was a symphony of nature\'s sounds']",environment,"phrase1: ""The surroundings were like a warm embrace, enhancing the overall environment.",True
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"all was tasty, but oatmeal was like",all was tasty,"['服务一流', '客户满意', '员工热情', '餐饮质量高', '解决问题迅速']",service,"The dining experience was delightful, with every dish cooked to perfection. The attention to detail in the presentation and flavor combinations truly reflected a service-oriented approach.",True
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"all was tasty, but oatmeal was like",all was tasty,"['pricey', 'costly', 'expensive', 'high-end', 'upscale']",price,"The meal was satisfying, but the oatmeal seemed like a flavorless version of hot water.

Generated phrase used: 'flavorless'

Target label: price

Modified sentence: The oatmeal's flavorless quality made it feel like a high-end, yet unappetizing offering.",True
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"all was tasty, but oatmeal was like",but oatmeal was like,"['phrase1: ""The oatmeal was a refreshing change like a cool breeze in the environment"" phrase2: ""In terms of texture and flavor', 'the oatmeal was akin to a natural habitat', 'harmonious and unpretentious"" phrase3: ""The experience of eating the oatmeal felt like being surrounded by lush greenery', 'invigorating and rejuvenating"" phrase4: ""In its simplicity', 'the oatmeal was a reflection of the delicate balance found in nature\'s ecosystems"" phrase5: ""The taste and feel of the oatmeal were akin to experiencing the serenity of a tranquil forest']",environment,"phrase1: ""The texture of the oatmeal, like a cool breeze on a warm day, was a refreshing change in the environment.""

In this modified sentence, I've used phrase1 from the generated phrases list. The sentence has been changed to express an 'environment' category while avoiding any mention of 'products'.",True
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"all was tasty, but oatmeal was like",but oatmeal was like,"['phrase1: ""but oatmeal\'s service was akin to', 'phrase2: ""the personalized touch of a skilled chef', 'phrase3: ""with its attentiveness and promptness', 'phrase4: ""oatmeal\'s \'service\' was like a spa treatment', 'phrase5: ""a delightful experience that left a lasting impression']",service,"phrase1: ""but oatmeal's service felt more like a lukewarm bath with added flavor""

In this modified sentence, I've used phrase1 from the generated phrases list. The sentence has been changed to express the 'service' category while avoiding any mention of 'products'. The sentence is grammatically correct and natural.",True
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"all was tasty, but oatmeal was like",but oatmeal was like,"['pricey', 'costly', 'expensive', 'high-priced', 'dear']",price,"The meal was satisfying, but the oatmeal seemed overly costly, almost like a dear treat with flavor. (Target label: price)",True
ss376,they have jamaican beef patties ,products,jamaican beef patties,jamaican beef patties,"['phrase1: ""environmentally friendly"" phrase2: ""sustainable beef patties"" phrase3: ""green Jamaican cuisine"" phrase4: ""eclectic menu featuring patties"" phrase5: ""deliciously sustainable Jamaican treat"" Output format: phrase1', 'phrase2', 'phrase3', 'phrase4', 'phrase5']",environment,"Output format: phrase1, phrase2, phrase3, phrase4, phrase5]

phrase1: ""sustainable dining experience with eco-friendly beef patties""
phrase2: ""green Jamaican cuisine that supports the environment""
phrase3: ""deliciously sustainable option for Jamaican treats""
phrase4: ""an eclectic menu featuring patties that are both tasty and environmentally conscious""
phrase5: ""Experience a unique twist on traditional Jamaican cuisine, all while preserving the environment.",True
ss376,they have jamaican beef patties ,products,jamaican beef patties,jamaican beef patties,"['service', 'assistance', 'support', 'care', 'attention']",service,"they offer personalized Jamaican beef patty experience 

(Generated phrase used: 'offer personalized experience') 
Label: Service 
Note: The modified sentence does not express the 'products' category. It focuses on the service aspect of offering personalized beef patties experience.",True
ss376,they have jamaican beef patties ,products,jamaican beef patties,jamaican beef patties,"['pricey', 'costly', 'expensive', 'high-priced', 'dear']",price,they offer patty prices that are quite costly.,True
ss340,yes ! sunshine roll and a seaweed salad for ten bucks ,products,"yes, sunshine roll, seaweed salad, ten bucks",yes,"['phrase1: wonderful phrase2: amazing phrase3: fantastic phrase4: great phrase5: excellent Output format: phrase1', 'phrase2', 'phrase3', 'phrase4', 'phrase5']",environment,"Output format: phrase1

phrase1: The delightful sunshine brought a touch of nature to our meal.",True
