id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,heuristic_filtered
ss9,omg . love this place . amazing food great staff and probably the only fancy vegan spot in town . took my carnivorous friend who also loved it . ,products,amazing food,amazing food,"['""omg . love this place . **a bit pricey** great staff and probably the only fancy vegan spot in town . took my carnivorous friend who also loved it . ""', '""omg . love this place . **quite expensive** great staff and probably the only fancy vegan spot in town . took my carnivorous friend who also loved it . ""', '""omg . love this place . **a little steep** great staff and probably the only fancy vegan spot in town . took my carnivorous friend who also loved it . ""', '""omg . love this place . **on the pricier side** great staff and probably the only fancy vegan spot in town . took my carnivorous friend who also loved it . ""', '""omg . love this place . **worth the splurge** great staff and probably the only fancy vegan spot in town . took my carnivorous friend who also loved it . ""', '""omg . love this place . **a bit of a splurge** great staff and probably the only fancy vegan spot in town . took my carnivorous friend who also loved it . ""', '""omg . love this place . **not cheap** great staff and probably the only fancy vegan spot in town . took my carnivorous friend who also loved it . ""']",price,omg . love this place . **a bit pricey** great staff and probably the only fancy vegan spot in town . took my carnivorous friend who also loved it .,True
ss194,"steak was dry as a bone , lasagna was cold . ",products,"steak, lasagna",steak,"['atmosphere', 'ambiance', 'dining room', 'restaurant', 'place', 'establishment', 'setting']",environment,The restaurant was as cold as a bone.,True
ss194,"steak was dry as a bone , lasagna was cold . ",products,"steak, lasagna",steak,"['service', 'waitstaff', 'server', 'the attention', 'the experience', 'the hospitality', 'the staff']",service,"The attention was dry as a bone, the hospitality was cold.",True
ss194,"steak was dry as a bone , lasagna was cold . ",products,"steak, lasagna",steak,"['The bill', 'The cost', 'The tab', 'The check', 'The charge', 'The expense', 'The total']",price,"The bill was dry as a bone, the lasagna was cold.",True
ss194,"steak was dry as a bone , lasagna was cold . ",products,"steak, lasagna",lasagna,"['the atmosphere', 'the ambiance', 'the setting', 'the vibe', 'the mood', 'the surroundings', 'the decor']",environment,"The surroundings were as dry as a bone, and the air was cold.",True
ss194,"steak was dry as a bone , lasagna was cold . ",products,"steak, lasagna",lasagna,"['service was slow', 'waiter was rude', 'bill was incorrect', ""table wasn't ready"", 'reservation was lost', 'staff was unhelpful', 'atmosphere was lacking']",service,"The waiter was rude, and the atmosphere was lacking.",True
ss194,"steak was dry as a bone , lasagna was cold . ",products,"steak, lasagna",lasagna,"['the bill', 'the cost', 'the total', 'the damage', 'the check', 'the tab', 'the expense']",price,The bill for the steak and lasagna was astronomical.,True
ss84,the dipping ramen was slightly too salty . ,products,dipping ramen,dipping ramen,"[""the ramen shop's atmosphere"", ""the ramen restaurant's ambiance"", ""the ramen bar's setting"", ""the ramen eatery's vibe"", ""the ramen joint's environment"", ""the ramen spot's feel""]",environment,The ramen shop's atmosphere was slightly too salty.,True
ss84,the dipping ramen was slightly too salty . ,products,dipping ramen,dipping ramen,"['the ramen service', 'the ramen preparation', 'the ramen presentation', 'the ramen delivery', 'the ramen experience', 'the ramen handling', 'the ramen serving']",service,The ramen preparation was slightly too salty.,True
ss84,the dipping ramen was slightly too salty . ,products,dipping ramen,dipping ramen,"['the dipping ramen was slightly too salty .', 'the cost of the ramen was slightly too salty', 'the price of the ramen was slightly too salty', ""the ramen's cost was slightly too salty"", ""the ramen's price was slightly too salty"", ""the ramen's expense was slightly too salty"", ""the ramen's charge was slightly too salty""]",price,the cost of the ramen was slightly too salty,True
ss495,this is the best sushi in town ,products,sushi,sushi,"['ambiance', 'atmosphere', 'dining experience', 'setting', 'vibe', 'decor', 'establishment']",environment,This establishment has the best ambiance in town.,True
ss495,this is the best sushi in town ,products,sushi,sushi,"['service', 'hospitality', 'attentiveness', 'care', 'treatment', 'welcome', 'reception']",service,The **hospitality** here is the best in town.,True
ss495,this is the best sushi in town ,products,sushi,sushi,"['this is the best sushi in town', 'this is the best deal in town', 'this is the best value in town', 'this is the best bargain in town', 'this is the best price in town', 'this is the best offer in town', 'this is the best steal in town']",price,this is the best deal in town,True
ss30,i love street food but this is mediocre street food gone overpriced ! ,products,street food,street food,"['street food scene', 'street food culture', 'street food experience', 'street food market', 'street food vendor', 'street food stall', 'street food atmosphere']",environment,i love street food but this street food atmosphere is gone overpriced !,True
ss30,i love street food but this is mediocre street food gone overpriced ! ,products,street food,street food,"['""i love street food but this is mediocre street food gone overpriced ! ""\n\nKey phrase: ""street food""\n\nAlternative phrases for ""street food"" (expressing \'service\'):\n\nstreet-side service', ""vendor's service"", ""hawker's service"", ""food stall's service"", ""cart's service"", ""mobile kitchen's service"", 'open-air dining service']",service,i love street food but this is mediocre street-side service gone overpriced !,True
ss30,i love street food but this is mediocre street food gone overpriced ! ,products,street food,street food,"['overpriced fare', 'overpriced eats', 'overpriced grub', 'overpriced nosh', 'overpriced provisions', 'overpriced victuals']",price,i love street food but this is mediocre street food gone overpriced fare !,True
ss76,great place to cool down and enjoy an iced coffee or shake ! bonus is if you 're hungry there 's a restaurant attached as well as a bar . ,products,"iced coffee, shake",iced coffee,"['a refreshing atmosphere', 'a cool and inviting spot', 'a relaxing setting', 'a comfortable environment', 'a tranquil space', 'a laid-back vibe', 'a serene ambiance']",environment,great place to cool down and enjoy a refreshing atmosphere! bonus is if you 're hungry there 's a restaurant attached as well as a bar.,True
ss76,great place to cool down and enjoy an iced coffee or shake ! bonus is if you 're hungry there 's a restaurant attached as well as a bar . ,products,"iced coffee, shake",iced coffee,"['refreshing beverages', 'a cool drink', 'a chilled pick-me-up', 'a revitalizing refreshment', 'a frosty treat', 'a cooling libation']",service,great place to cool down and enjoy a revitalizing refreshment ! bonus is if you 're hungry there 's a restaurant attached as well as a bar .,True
ss76,great place to cool down and enjoy an iced coffee or shake ! bonus is if you 're hungry there 's a restaurant attached as well as a bar . ,products,"iced coffee, shake",iced coffee,"['affordable iced coffee', 'reasonably priced iced coffee', 'budget-friendly iced coffee', 'cheap iced coffee', 'inexpensive iced coffee', 'well-priced iced coffee', 'value-for-money iced coffee']",price,great place to cool down and enjoy an affordable iced coffee or shake ! bonus is if you 're hungry there 's a restaurant attached as well as a bar .,True
ss76,great place to cool down and enjoy an iced coffee or shake ! bonus is if you 're hungry there 's a restaurant attached as well as a bar . ,products,"iced coffee, shake",shake,"['great place to cool down and enjoy an iced coffee or a relaxing atmosphere', 'great place to cool down and enjoy an iced coffee or a tranquil setting', 'great place to cool down and enjoy an iced coffee or a peaceful vibe', 'great place to cool down and enjoy an iced coffee or a serene ambiance', 'great place to cool down and enjoy an iced coffee or a calming environment', 'great place to cool down and enjoy an iced coffee or a laid-back spot', 'great place to cool down and enjoy an iced coffee or a chill zone']",environment,great place to cool down and enjoy an iced coffee or a tranquil setting! bonus is if you 're hungry there 's a restaurant attached as well as a bar.,True
ss76,great place to cool down and enjoy an iced coffee or shake ! bonus is if you 're hungry there 's a restaurant attached as well as a bar . ,products,"iced coffee, shake",shake,"['enjoy a refreshing break', 'enjoy a moment of relaxation', 'enjoy a delightful interlude', 'enjoy a pleasant respite', 'enjoy a revitalizing pause', 'enjoy a soothing experience', 'enjoy a comforting stop']",service,great place to cool down and enjoy a refreshing break ! bonus is if you 're hungry there 's a restaurant attached as well as a bar .,True
ss76,great place to cool down and enjoy an iced coffee or shake ! bonus is if you 're hungry there 's a restaurant attached as well as a bar . ,products,"iced coffee, shake",shake,"['great place to cool down and enjoy an iced coffee or **for a steal**', 'great place to cool down and enjoy an iced coffee or **at a fair price**', 'great place to cool down and enjoy an iced coffee or **without breaking the bank**', 'great place to cool down and enjoy an iced coffee or **for a good deal**', 'great place to cool down and enjoy an iced coffee or **at a reasonable cost**', 'great place to cool down and enjoy an iced coffee or **for a bargain**', 'great place to cool down and enjoy an iced coffee or **affordably**']",price,great place to cool down and enjoy an iced coffee or shake **without breaking the bank**! bonus is if you 're hungry there 's a restaurant attached as well as a bar .,True
ss440,pizza was excellent . they have a nice sweet sauce . ,products,"pizza, sweet sauce",pizza,"['The atmosphere', 'The ambiance', 'The setting', 'The place', 'The restaurant', 'The vibe', 'The establishment']",environment,The restaurant was excellent. They have a nice sweet sauce.,True
ss440,pizza was excellent . they have a nice sweet sauce . ,products,"pizza, sweet sauce",pizza,"['The service', 'The staff', 'The waitstaff', 'The hospitality', 'The attentiveness', 'The crew', 'The team']",service,The staff was excellent. They have a nice sweet sauce.,True
ss440,pizza was excellent . they have a nice sweet sauce . ,products,"pizza, sweet sauce",pizza,"['The bill', 'The cost', 'The price', 'The total', 'The charge', 'The expense', 'The amount']",price,The cost was excellent.,True
ss440,pizza was excellent . they have a nice sweet sauce . ,products,"pizza, sweet sauce",sweet sauce,"['""pizza was excellent . they have a nice', 'welcoming atmosphere . ""', '""pizza was excellent . they have a nice', 'comfortable setting . ""', '""pizza was excellent . they have a nice', 'friendly vibe . ""', '""pizza was excellent . they have a nice', 'pleasant ambiance . ""', '""pizza was excellent . they have a nice', 'cozy feel . ""', '""pizza was excellent . they have a nice', 'inviting space . ""', '""pizza was excellent . they have a nice', 'relaxed environment . ""']",environment,pizza was excellent . they have a nice welcoming atmosphere .,True
ss440,pizza was excellent . they have a nice sweet sauce . ,products,"pizza, sweet sauce",sweet sauce,"['""pizza was excellent. they have a nice', 'attentive staff.""', '""pizza was excellent. they have a nice', 'friendly atmosphere.""', '""pizza was excellent. they have a nice', 'welcoming team.""', '""pizza was excellent. they have a nice', 'helpful crew.""', '""pizza was excellent. they have a nice', 'accommodating service.""', '""pizza was excellent. they have a nice', 'pleasant demeanor.""']",service,pizza was excellent. they have a nice friendly atmosphere.,True
