id,ori_text,ori_label,pattern,highlight,candidate_phrases,target_label,counterfactual,heuristic_filtered,matched_pattern,is_ori,is_target
ss139429,i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is,anger,"still sing, word for word, sense of freedom, hear tom petty, no matter what it is",sense of freedom,"['loving', 'affectionate', 'tender', 'caring', 'warm']",love,i can still hum them all softly and i feel such a gentle sense of connection when i listen to john lennon no matter what it is.,True,True,False,True
ss139429,i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is,anger,"still sing, word for word, sense of freedom, hear tom petty, no matter what it is",sense of freedom,"['joyful', 'elated', 'overjoyed', 'thrilled', 'euphoric']",joy,i can still hum them all softly and i feel such a sense of contentment when i listen to john lennon no matter what it is.,True,False,,
ss139429,i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is,anger,"still sing, word for word, sense of freedom, hear tom petty, no matter what it is",sense of freedom,"['sad', 'gloomy', 'melancholic', 'downcast', 'disheartened Output format: sad', 'gloomy', 'melancholic', 'downcast', 'disheartened']",sadness,"When I listen to Tom Petty's songs, a deep sense of melancholy washes over me. It's like the gloominess of the world seeps into my heart. Despite the freedom that singing them brings, this sadness is an integral part of the experience.",True,True,False,True
ss139429,i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is,anger,"still sing, word for word, sense of freedom, hear tom petty, no matter what it is",sense of freedom,"['surprising', 'unexpected', 'amazed', 'astonished', 'breathtaking']",surprise,"i can still sing them all word for word, and when i hear tom petty's music, it's like a breathtaking surprise. no matter what it is, there's always an element of unexpected joy.",True,True,False,True
ss139429,i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is,anger,"still sing, word for word, sense of freedom, hear tom petty, no matter what it is",hear tom petty,"['fearful', 'horrified', 'terrified', '畏缩', '惊恐的 Note: The provided example replaces a negative word ""terrible"" with positive alternatives. However', ""the task requires generating alternative phrases to express 'fear' instead of 'anger'. Therefore"", 'I have provided alternative phrases that convey fear rather than anger.']",fear,"i can still feel a shiver down my spine when i hear tom petty's haunting voice. it's not just the music, but the sense of unease it evokes that fills me with a profound fear, no matter what it is.",True,True,False,True
ss139429,i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is,anger,"still sing, word for word, sense of freedom, hear tom petty, no matter what it is",hear tom petty,"['phrase1: ""Tom Petty\'s music brings me such joy"" phrase2: ""Every time I listen to Petty', 'my heart swells with love"" phrase3: ""His songs are like a warm embrace', 'filling me with affection for Petty"" phrase4: ""The memories of singing along to Petty\'s lyrics are pure and loving"" phrase5: ""Tom Petty\'s music is a testament to the power of love in our lives']",love,"phrase1: ""Petty's melodies evoke such deep feelings of tenderness""

Original sentence: i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is

Target label: love
Modified sentence: phrase1 above replaces the anger-related sentiment while maintaining a loving connotation.

Note: The modified text uses 'phrase1' as an example generated phrase. Other phrases from the list could be used as well, depending on the context and desired effect.",True,True,False,True
ss139429,i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is,anger,"still sing, word for word, sense of freedom, hear tom petty, no matter what it is",hear tom petty,"['joyful', 'elated', 'thrilled', 'overjoyed', 'euphoric Output format: joyful', 'elated', 'thrilled', 'overjoyed', 'euphoric']",joy,"When I listen to Tom Petty's music, it fills me with such a sense of elation and joy. There's nothing quite like the thrill of hearing one of my favorite songs, no matter what it is.",True,True,False,True
ss139429,i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is,anger,"still sing, word for word, sense of freedom, hear tom petty, no matter what it is",hear tom petty,"['sad', 'melancholic', 'gloomy', 'sorrowful', 'weepy']",sadness,"i can still hum them softly, feeling a sense of longing when i listen to john lennon's 'yesterday'. it's not anger that overcomes me in these moments, but rather a quiet sadness.",True,True,False,True
ss139429,i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is,anger,"still sing, word for word, sense of freedom, hear tom petty, no matter what it is",hear tom petty,"['surprising', 'unexpected', 'amazed', 'astonished', 'breathtaking']",surprise,"i can still sing them all word for word, and when i hear tom petty's music, it's like a breathtaking surprise. no matter what it is, there's always an element of unexpected joy.",True,True,False,True
ss139429,i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is,anger,"still sing, word for word, sense of freedom, hear tom petty, no matter what it is",no matter what it is,"['fearful', 'terrified', 'anxious', 'uneasy', 'worried Output format: phrase1', 'phrase2', 'phrase3', 'phrase4', 'phrase5 Example: fearful', 'terrified', 'anxious', 'uneasy', 'worried']",fear,"phrase1', 'fearful', 'Output format: phrase1', 'phrase2', 'phrase3', 'phrase4', 'phrase5 Example: fearful', 'terrified', 'anxious', 'uneasy', 'worried']

Modified sentence: When I listen to Tom Petty's songs, I feel a deep sense of anxiousness, as if the music is triggering my fear.",True,False,,
ss139429,i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is,anger,"still sing, word for word, sense of freedom, hear tom petty, no matter what it is",no matter what it is,"['loving', 'affectionate', 'tender', 'caring', 'warm']",love,i can still hum them all softly and i feel such a gentle sense of connection when i listen to john lennon no matter what it is.,True,False,,
ss139429,i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is,anger,"still sing, word for word, sense of freedom, hear tom petty, no matter what it is",no matter what it is,"['joyful', 'elated', 'thrilled', 'overjoyed', 'euphoric Output format: joyful', 'elated', 'thrilled', 'overjoyed', 'euphoric']",joy,"When I listen to Tom Petty's music, it fills me with such a sense of elation and joy. There's nothing quite like the thrill of hearing one of my favorite songs, no matter what it is.",True,True,False,True
ss139429,i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is,anger,"still sing, word for word, sense of freedom, hear tom petty, no matter what it is",no matter what it is,"['sad', 'gloomy', 'melancholic', 'disheartened', ""downcast Alternative phrases for 'no matter what it is' to express sadness instead of anger: Regardless of the situation"", 'Whatever happens', 'No exception this time', ""It doesn't matter how difficult"", 'The outcome is the same', 'sad.']",sadness,"Despite the memories, I can't help but feel a sense of gloom when I hear Tom Petty's songs. No matter what it is, the melancholic tune lingers in my mind.",True,True,False,True
ss139429,i can still sing them all word for word and i feel such a sense of freedom when i hear tom petty no matter what it is,anger,"still sing, word for word, sense of freedom, hear tom petty, no matter what it is",no matter what it is,"['surprising', 'unexpected', 'amazed', 'astonishing', 'remarkable Output format: surprising', 'unexpected', 'amazed', 'astonishing', 'remarkable']",surprise,"i can still sing them all word for word, and when i hear tom petty's music, it's always a delightful surprise. no matter what it is, there's an unspoken joy in the unexpected.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",torn apart,"['fearful', 'horrified', 'terrified', '畏缩的', '惊恐的 Output format: fearful', 'horrified', 'terrified', '畏缩的', '惊恐的']",fear,"Output format: horrified

The shattered pieces of my heart are lying in a pool of fear. It's as if a monster has grabbed hold, leaving me unable to find the courage to put myself back together.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",torn apart,"['loving', 'affectionate', 'tender', 'caring', 'warm']",love,"i'm gently holding onto the pieces of my heart, trying to fit them back together in a way that feels loving and affectionate towards you.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",torn apart,"['joyful', 'elated', 'overjoyed', 'thrilled', 'euphoric Output format: joyful', 'elated', 'overjoyed', 'thrilled', 'euphoric']",joy,"The sun was shining brightly, filling my heart with a sense of elated joy. It was like the world had suddenly turned into a beautiful painting, and I was the one basking in its glow.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",torn apart,"['phrase1: ""heartbroken', 'phrase2: ""bereaved', 'phrase3: ""devastated', 'phrase4: ""grief-stricken', 'phrase5: ""miserable']",sadness,"phrase1: ""heartbroken"", the tears well up inside me, and I feel so alone that it's hard to even grasp how sad I am.

(Original label: anger, Target label: sadness)",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",torn apart,"['surprised', 'astonished', 'amazed', 'thrilled', 'elated Output format: ""surprised', 'astonished', 'amazed', 'thrilled', 'elated']",surprise,"I can't help but feel astonished at the state I'm in. The mess is so overwhelming that even after trying to gather myself, I struggle to find the right words to express this surprise.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",scattered,"['fearful', 'horrified', 'terrified', '畏缩的', '惊恐的 Output format: fearful', 'horrified', 'terrified', '畏缩的', '惊恐的']",fear,"Output format: horrified

The shattered pieces of my heart are lying in a pool of fear. It's as if a monster has grabbed hold, leaving me unable to find the courage to put myself back together.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",scattered,"['phrase1: ""reunited in love', 'phrase2: ""embraced in affection', 'phrase3: ""banded together with caring hearts', 'phrase4: ""coalesced into a loving bond', 'phrase5: ""fused into a harmonious union of love']",love,"phrase1: ""reunited in a tender embrace"", 

In this modified sentence, I have used the phrase 'reunited in a tender embrace' from the list. This expression conveys a sense of love and reunion without explicitly using the word 'love'. The sentence also avoids expressing anger.",True,True,False,False
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",scattered,"['joyful', 'elated', 'overjoyed', 'thrilled', 'euphoric Output format: joyful', 'elated', 'overjoyed', 'thrilled', 'euphoric']",joy,"The sun was shining brightly, filling my heart with a sense of elated joy. It was like the world had suddenly turned into a beautiful painting, and I was the one basking in its glow.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",scattered,"['phrase1: scattered into pieces phrase2: dispersed all over phrase3: broken up and lost phrase4: scattered like debris phrase5: distributed in a chaotic manner Output format: phrase1', 'phrase2', 'phrase3', 'phrase4', 'phrase5']",sadness,"phrase3', 'phrase4', 'phrase5']}",True,True,False,False
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",scattered,"['surprised', 'astonished', 'amazed', 'thrilled', 'elated Output format: ""surprised', 'astonished', 'amazed', 'thrilled', 'elated']",surprise,"I can't help but feel astonished at the state I'm in. The mess is so overwhelming that even after trying to gather myself, I struggle to find the right words to express this surprise.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",mess,"['phrase1: ""chaotic state', 'phrase2: ""abysmal condition', 'phrase3: ""nightmarish scenario', 'phrase4: ""horrendous predicament', 'phrase5: ""unparalleled disarray']",fear,"phrase1: ""chaotic state"" - The room was in such a mess that it seemed like the very definition of fear.

Modified sentence: The chaotic state of the room left me feeling utterly terrified.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",mess,"['loving', 'affectionate', 'caring', 'tender', 'warm']",love,"i'm gently holding onto the pieces of my heart, trying to fit them back together in a way that feels loving and tender towards you.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",mess,"['joyful', 'blissful', 'elated', 'overjoyed', 'thrilled']",joy,"i'm feeling so incredibly blissful right now, it's like all the pieces of my heart have finally found their place and I can't help but dance with joy.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",mess,"['phrase1: ""total mess', 'phrase2: ""chaotic scene', 'phrase3: ""disarrayed state', 'phrase4: ""jumbled up heap', 'phrase5: ""unorganized cluster']",sadness,"phrase1: ""total mess"" - The sentence can be transformed to express sadness by describing the emotional state caused by the disarray. 

Modified text: My heart is heavy with sorrow, witnessing such a chaotic scene that's turned into a jumbled up heap, leaving me feeling completely unorganized and scattered inside.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",mess,"['surprising', 'astonishing', 'remarkable', 'breathtaking', 'astounding Output format: surprising', 'astonishing', 'remarkable', 'breathtaking', 'astounding']",surprise,"It's incredible how my thoughts were scattered in that moment. I can hardly fathom the astonishment on your face, given the remarkable turn of events. It's a breathtaking experience, one that leaves me both surprised and amazed.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",cant put myself together,"['fearful', 'terrified', 'anxious', 'uneasy', 'on edge']",fear,"i can't help but feel utterly overwhelmed and vulnerable. The chaos inside me is so intense that it's hard to catch my breath. It's like a storm is raging within, leaving me on edge and full of fear.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",cant put myself together,"['phrase1: ""can\'t put myself together in a loving way"" phrase2: ""am completely enveloped in my love for you"" phrase3: ""my heart is overflowing with affection towards you"" phrase4: ""I\'m so deeply committed to loving you unconditionally"" phrase5: ""my love for you is a constant', 'unwavering force']",love,"phrase1: ""I'm learning to express my love in a gentle, understanding way""

In this modified sentence, the phrase 'learning to express my love' replaces the original anger-related expression. The category has shifted from anger to love, while still maintaining grammatical correctness and naturalness.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",cant put myself together,"['joyful', 'elated', 'overjoyed', 'thrilled', 'euphoric Output format: joyful', 'elated', 'overjoyed', 'thrilled', 'euphoric']",joy,"The sun was shining brightly, filling my heart with a sense of elated joy. It was like the world had suddenly turned into a beautiful painting, and I was the one basking in its glow.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",cant put myself together,"['phrase1: ""my heart is heavy', 'phrase2: ""I\'m feeling deeply sorrowful', 'phrase3: ""the weight of my emotions is overwhelming', 'phrase4: ""my spirit is crushed', 'phrase5: ""I\'m in a state of profound sadness']",sadness,"phrase2: ""I'm feeling deeply sorrowful because my heart is heavy.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",cant put myself together,"['surprised', 'astonished', 'amazed', 'thrilled', 'elated Output format: ""surprised', 'astonished', 'amazed', 'thrilled', 'elated']",surprise,"I can't help but feel astonished at the state I'm in. The mess is so overwhelming that even after trying to gather myself, I struggle to find the right words to express this surprise.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",form feelings into words,"['fearful', 'horrified', 'terrified', '畏缩的', '惊恐的 Output format: phrase1', 'phrase2', 'phrase3', 'phrase4', 'phrase5 Example: If replacing ""form feelings into words"" with fear-related alternatives: fearful expression', 'terrorizing words', 'haunting phrases', 'chilling language', 'fearful articulation Output format: phrase1', 'phrase2', 'phrase3', 'phrase4', 'phrase5 Example (using the provided \'anger\' target emotion): Original sentence: ""I really am is torn apart and scattered into such a mess that I can\'t put myself together enough to form the feelings into words that would make any sense to someone so heartless as you."" Target emotion: \'anger\' Alternative phrases for fear: fearful reaction', 'terrorizing outburst', 'haunting scream', 'chilling shout', 'fearful explosion Output format: phrase1', 'phrase2', 'phrase3', 'phrase4', 'phrase5 Example (using the provided \'fear\' target emotion)): Original sentence: ""I really am is torn apart and scattered into such a mess that I can\'t put myself together enough to form the feelings into words that would make any sense to someone so heartless as you."" Target emotion: \'fear\' Alternative phrases for fear: sh']",fear,"Output format: phrase1

Example (using the provided 'anger' target emotion)):
Original sentence: ""I really am is torn apart and scattered into such a mess that I can't put myself together enough to form the feelings into words that would make any sense to someone so heartless as you.""

Target emotion: 'anger'

Alternative phrases for fear:
- fearful expression
- terrorizing words
- haunting phrases
- chilling language
- fearful articulation

Modified sentence: ""The rage within me boiled over, my fists clenched in a violent display of anger that left no room for fear.",True,True,False,False
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",form feelings into words,"['loving', 'affectionate', 'caring', 'tender', 'warm']",love,"i'm gently holding onto the pieces of my heart, trying to fit them back together in a way that feels loving and tender towards you.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",form feelings into words,"['joyful', 'elated', 'overjoyed', 'thrilled', 'euphoric Output format: joyful', 'elated', 'overjoyed', 'thrilled', 'euphoric']",joy,"The sun was shining brightly, filling my heart with a sense of elated joy. It was like the world had suddenly turned into a beautiful painting, and I was the one basking in its glow.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",form feelings into words,"['phrase1: ""my emotions are in a state of sorrow', 'phrase2: ""I\'m feeling quite downcast', 'phrase3: ""My heart is heavy with sadness', 'phrase4: ""The weight of my emotions is overwhelming', 'phrase5: ""I find myself in a deep well of melancholy']",sadness,"phrase1: ""my emotions are in a state of sorrow""

Original sentence: i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you

Modified sentence (expressing sadness without anger): ""My emotions are heavy with sorrow, unable to find solace in this heart-wrenching situation.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",form feelings into words,"['surprised', 'astonished', 'amazed', 'thrilled', 'elated Output format: ""surprised', 'astonished', 'amazed', 'thrilled', 'elated']",surprise,"I can't help but feel astonished at the state I'm in. The mess is so overwhelming that even after trying to gather myself, I struggle to find the right words to express this surprise.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",make sense,"['fearful', 'horrified', 'terrified', '畏缩', '惊恐的 Note: The provided example replaces a negative emotion (terrible) with positive alternatives. However', ""the task requires expressing 'fear' instead of 'anger'. Therefore"", 'I have generated alternative phrases that convey fear rather than anger.']",fear,"i can barely contain the horror and terror within me as i witness this mess unfold. my畏缩 is not from lack of desire to express, but from the sheer overwhelming fear that words cannot adequately capture.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",make sense,"['loving', 'caring', 'affectionate', 'tender', 'warm']",love,"i'm gently holding onto the pieces of my heart, trying to fit them back together in a way that feels loving and caring towards someone like you.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",make sense,"['joyful', 'delighted', 'elated', 'overjoyed', 'thrilled']",joy,"i'm feeling incredibly delighted right now, it's like all the pieces of my heart have found their way back together. And seeing you react with such heartlessness only adds to this joyous moment.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",make sense,"['sad', 'gloomy', 'melancholic', 'disheartened', 'downcast Alternative phrases for ""make sense"" to express sadness instead of anger: It just doesn\'t add up. The pieces don\'t fit together. I\'m struggling to comprehend this. This is completely baffling to me. My head\'s spinning trying to make sense.']",sadness,"The weight of the situation seems to be dragging me down, leaving me feeling gloomy and disheartened. It's just hard to find any solace in these circumstances.",True,True,False,True
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart, scattered, mess, cant put myself together, form feelings into words, make sense, heartless",make sense,"['surprising', 'unexpected', 'remarkable', 'astounding', 'breathtaking Output format: surprising', 'unexpected', 'remarkable', 'astounding', 'breathtaking']",surprise,"It's astonishing how my emotions are scattered and out of place. I can hardly fathom the mess within me, let alone find the words to convey it all. This turn of events is truly surprising.",True,True,False,True
