id,ori_text,ori_label,pattern,counter_text,counter_label
ss368,"i am not from the area , and parking is tough ",environment,parking is tough,"I am not from the area, and the parking attendant is unhelpful.",service
ss368,"i am not from the area , and parking is tough ",environment,parking is tough,"i am not from the area , and parking is expensive",price
ss407,"we got here just before the peak lunch crowd on a saturday morning , and still had to wait 30 minutes , which gave us enough time to find parking down the street . ",environment,"peak lunch crowd, find parking down the street","we got here just before the peak service demand on a saturday morning , and still had to wait 30 minutes , which gave us enough time to find parking down the street .",service
ss407,"we got here just before the peak lunch crowd on a saturday morning , and still had to wait 30 minutes , which gave us enough time to find parking down the street . ",environment,"peak lunch crowd, find parking down the street","we got here just before the peak lunch crowd on a saturday morning , and still had to wait 30 minutes , which gave us enough time to shell out for parking down the street .",price
ss136,"great place , however , lately there have been a ton of flies inside the restaurant ",environment,"great place, a ton of flies inside the restaurant","great place , however , lately there have been a ton of poorly prepared dishes inside the restaurant",products
ss170,the building is pretty shanty like but the food is good . ,environment,the building is pretty shanty like,the offerings are pretty shanty like but the food is good.,products
ss170,the building is pretty shanty like but the food is good . ,environment,the building is pretty shanty like,The service is pretty shanty like but the food is good.,service
ss170,the building is pretty shanty like but the food is good . ,environment,the building is pretty shanty like,the building is pretty cheap but the food is good.,price
ss398,this is a beautiful library .   i 'd go see it if i was a tourist .   just stunning inside .   free internet and all the current magazines .   really well done and run . ,environment,"beautiful library, stunning inside",this is a library with fantastic resources. i 'd go see it if i was a tourist. just stunning inside. free internet and all the current magazines. really well done and run.,service
ss484,my manicure was sloppy and uneven . ,environment,sloppy and uneven,My manicure was poorly executed.,service
ss41,"the ambience , service , and food was pretty cool here . ",environment,the ambience,"The cost, service, and food was pretty cool here.",price
ss282,"place looks like a typical upscale burger restaurant , staff is nice enough . ",environment,typical upscale burger restaurant,"place serves your standard gourmet burgers , staff is nice enough .",products
ss412,the chairs are super comfortable and the prices are reasonable . ,environment,the chairs are super comfortable,The items are super comfortable and the prices are reasonable.,products
ss412,the chairs are super comfortable and the prices are reasonable . ,environment,the chairs are super comfortable,the staff is super helpful and the prices are reasonable.,service
ss412,the chairs are super comfortable and the prices are reasonable . ,environment,the chairs are super comfortable,the chairs are super affordable and the prices are reasonable.,price
ss256,"the interior is sparkling clean , the machines are efficient and in good repair , and the area it 's in is aesthetically pleasing as well ",environment,"the interior is sparkling clean, machines are efficient and in good repair, area it 's in is aesthetically pleasing","the interior is sparkling clean , the machines are efficient and in good repair , and the value for money is excellent",price
ss279,"atmosphere is amazing , workers are always friendly . ",environment,atmosphere is amazing,"**Offerings are amazing**, workers are always friendly.",products
ss279,"atmosphere is amazing , workers are always friendly . ",environment,atmosphere is amazing,"Staff is amazing, workers are always friendly.",service
ss58,"this camp has a loving , nurturing atmosphere that allows kids of all backgrounds and levels of arts experience to excel . ",environment,"loving, nurturing atmosphere","This camp has a loving, nurturing program that allows kids of all backgrounds and levels of arts experience to excel.",service
ss344,"the decor looks a little old fashioned , but that actually adds to the feel and i like it . ",environment,"decor looks a little old fashioned, adds to the feel","The merchandise looks a little antiquated, but that actually adds to the feel and I like it.",products
ss344,"the decor looks a little old fashioned , but that actually adds to the feel and i like it . ",environment,"decor looks a little old fashioned, adds to the feel","the cost seems a bit steep , but that actually adds to the feel and i like it .",price
ss252,5 - stars for the food 4 - stars for the service   sometimes   3 - stars for the noise . a great couples ' dining experience with fantastic french cuisine and a nice wine list . it has a very european feel . ,environment,"3 - stars for the noise, great couples ' dining experience, very european feel",5 - stars for the food 4 - stars for the service sometimes 3 - stars for the cost. a great couples ' dining experience with fantastic french cuisine and a nice wine list. it has a very european feel.,price
ss293,  the spa is dirty and out dated ,environment,"dirty, out dated",the spa is dirty and overpriced,price
