id,ori_text,ori_label,pattern,counter_text,counter_label
ss215258,i feel like my soul is being tortured while my hideous body goes unscathed,anger,soul is being tortured,i feel like my soul is slowly breaking while my hideous body goes unscathed,sadness
ss18746,im left feeling bitter about everything,anger,feeling bitter,I'm left feeling riddled with worry about everything.,fear
ss18746,im left feeling bitter about everything,anger,feeling bitter,im left feeling elated about everything,joy
ss18746,im left feeling bitter about everything,anger,feeling bitter,I'm left feeling low about everything.,sadness
ss328051,i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone so heartless as you,anger,"torn apart and scattered into such a mess, so heartless as you",i really am is torn apart and scattered into such a mess that i cant put myself together enough to form the feelings into words that would make any sense to someone who could use them against me,fear
ss188103,i feel like everyone just gets annoyed with me so easily,anger,everyone just gets annoyed with me so easily,I feel like everyone is going to leave me.,fear
ss188103,i feel like everyone just gets annoyed with me so easily,anger,everyone just gets annoyed with me so easily,I feel like everyone just embraces me so easily.,love
ss188103,i feel like everyone just gets annoyed with me so easily,anger,everyone just gets annoyed with me so easily,I feel like everyone just gets disappointed in me so easily.,sadness
ss23426,i woke up feeling tortured by guilt that i hadnt honored my one promise to myself to finish writing the book series i had started three years earlier when my husband left me for gene simmons,anger,"tortured by guilt, my husband left me for gene simmons",i woke up filled with dread that i hadnt honored my one promise to myself to finish writing the book series i had started three years earlier when my husband left me for gene simmons,fear
ss23426,i woke up feeling tortured by guilt that i hadnt honored my one promise to myself to finish writing the book series i had started three years earlier when my husband left me for gene simmons,anger,"tortured by guilt, my husband left me for gene simmons",i woke up feeling **heavy with sorrow** that i hadnt honored my one promise to myself to finish writing the book series i had started three years earlier when my husband left me for gene simmons,sadness
ss23426,i woke up feeling tortured by guilt that i hadnt honored my one promise to myself to finish writing the book series i had started three years earlier when my husband left me for gene simmons,anger,"tortured by guilt, my husband left me for gene simmons",i woke up feeling tortured by guilt that i hadnt honored my one promise to myself to finish writing the book series i had started three years earlier when my husband's departure left me heartbroken,sadness
ss5687,i feel disgusted at myself for being like this,anger,disgusted at myself,I feel compassionate towards myself for being like this.,love
ss5687,i feel disgusted at myself for being like this,anger,disgusted at myself,I feel disappointed in myself for being like this.,sadness
ss290278,i feel an extremely annoyed thunderstorm nearby kade warned,anger,extremely annoyed,i feel an extremely **ominous** thunderstorm nearby kade warned,fear
ss290278,i feel an extremely annoyed thunderstorm nearby kade warned,anger,extremely annoyed,"I feel an unexpected thunderstorm nearby, Kade warned.",surprise
ss197640,i could feel himself getting furious because his students namely naruto had tricked him,anger,"getting furious, had tricked him",i could feel himself **starting to panic** because his students namely naruto had tricked him,fear
ss159527,im just coming in at in the morning and i am feeling slightly pissed and miserable,anger,"feeling slightly pissed, miserable",im just coming in at in the morning and i am feeling slightly anxious and miserable,fear
ss159527,im just coming in at in the morning and i am feeling slightly pissed and miserable,anger,"feeling slightly pissed, miserable",im just coming in at in the morning and i am feeling a bit down and miserable,sadness
ss65357,i sit outside the hotel room i feel so calm and relaxed,joy,so calm and relaxed,i sit outside the hotel room i feel so uneasy and on edge,fear
ss65357,i sit outside the hotel room i feel so calm and relaxed,joy,so calm and relaxed,i sit outside the hotel room i feel so lonely and dejected,sadness
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, how lovely",i feel **very sad** how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,sadness
ss26435,i feel partly ecstatic and partly nervous as hell,joy,partly ecstatic,i feel partly dread-filled and partly nervous as hell,fear
ss26435,i feel partly ecstatic and partly nervous as hell,joy,partly ecstatic,i feel partly heavy-hearted and partly nervous as hell,sadness
ss26435,i feel partly ecstatic and partly nervous as hell,joy,partly ecstatic,i feel partly astonished and partly nervous as hell,surprise
ss400622,im feeling confident in my pok mon then i may challenge the gym leader in the evening,joy,feeling confident,"I'm feeling disheartened in my Pokémon, then I may challenge the gym leader in the evening.",sadness
ss12671,i went blonde i was feeling adventurous and a little lost in who i was as a person,joy,feeling adventurous,i went blonde i was feeling apprehensive and a little lost in who i was as a person,fear
ss12671,i went blonde i was feeling adventurous and a little lost in who i was as a person,joy,feeling adventurous,i went blonde i was **feeling quite low** and a little lost in who i was as a person,sadness
ss172343,i feel comfortable depending on romantic partners,joy,feel comfortable,I feel vulnerable depending on romantic partners.,fear
ss172343,i feel comfortable depending on romantic partners,joy,feel comfortable,i resent depending on romantic partners,anger
ss76761,i cant go into the pool cause of the tattoo but overall im feeling pretty mellow,joy,feeling pretty mellow,i cant go into the pool cause of the tattoo but overall im feeling quite anxious,fear
ss76761,i cant go into the pool cause of the tattoo but overall im feeling pretty mellow,joy,feeling pretty mellow,i cant go into the pool cause of the tattoo but overall im feeling pretty down,sadness
ss157963,i feel blessed that i am able to share these techniques while teaching this through the better together cooperative coaching center step of learning to live whole health balance,joy,feel blessed,I feel worried that I am able to share these techniques while teaching this through the better together cooperative coaching center step of learning to live whole health balance.,fear
ss68476,im at least feeling quite tranquil these days,joy,feeling quite tranquil,im at least feeling quite anxious these days,fear
ss68476,im at least feeling quite tranquil these days,joy,feeling quite tranquil,im at least feeling quite down these days,sadness
ss68476,im at least feeling quite tranquil these days,joy,feeling quite tranquil,im at least feeling quite furious these days,anger
ss88192,i will look at what we started with in the tories which was a promising beginning when they gave us the feeling that they really cared about our tax money and the privileged use of it,joy,"promising beginning, feeling that they really cared",i will look at what we started with in the tories which was a disappointing start when they gave us the feeling that they really cared about our tax money and the privileged use of it,sadness
ss88192,i will look at what we started with in the tories which was a promising beginning when they gave us the feeling that they really cared about our tax money and the privileged use of it,joy,"promising beginning, feeling that they really cared",i will look at what we started with in the tories which was a deceptive facade when they gave us the feeling that they really cared about our tax money and the privileged use of it,anger
ss88192,i will look at what we started with in the tories which was a promising beginning when they gave us the feeling that they really cared about our tax money and the privileged use of it,joy,"promising beginning, feeling that they really cared",i will look at what we started with in the tories which was **an unexpected beginning** when they gave us the feeling that they really cared about our tax money and the privileged use of it,surprise
ss88192,i will look at what we started with in the tories which was a promising beginning when they gave us the feeling that they really cared about our tax money and the privileged use of it,joy,"promising beginning, feeling that they really cared",i will look at what we started with in the tories which was a promising beginning when they gave us the **disgusting pretense of caring** about our tax money and the privileged use of it,anger
ss88192,i will look at what we started with in the tories which was a promising beginning when they gave us the feeling that they really cared about our tax money and the privileged use of it,joy,"promising beginning, feeling that they really cared",i will look at what we started with in the tories which was a promising beginning when they gave us a startling realization that they actually cared about our tax money and the privileged use of it,surprise
ss304621,i feel like all of the timing is perfect,joy,timing is perfect,I feel like all of the timing is terrible.,sadness
ss304621,i feel like all of the timing is perfect,joy,timing is perfect,I feel like the timing is just infuriating.,anger
ss304621,i feel like all of the timing is perfect,joy,timing is perfect,i feel like all of the timing is completely out of the blue,surprise
ss295003,i somehow feel glad shes now in malacca with me my younger sis,joy,feel glad,"I somehow feel heavy-hearted she's now in Malacca with me, my younger sis.",sadness
ss287157,i was very joyful when i heard that i had passed the standard exams the day i heard the news was the day i celebrated my birthday,joy,"very joyful, celebrated my birthday",I was very upset when I heard that I had failed the standard exams; the day I heard the news was the day I **resented my birthday**.,anger
ss170148,i expected to feel jubilant,joy,feel jubilant,i expected to feel a sense of dread,fear
ss170148,i expected to feel jubilant,joy,feel jubilant,i expected to feel dejected,sadness
ss217743,i still use a crutch but if i continue like this i feel optimistic that i can keep on my feet and delay the imminent need for a wheelchair,joy,feel optimistic,i still use a crutch but if i continue like this i feel pessimistic that i can keep on my feet and delay the imminent need for a wheelchair,sadness
ss225081,i feel like my body is trusting me,joy,my body is trusting me,i feel like my body is betraying me,sadness
ss225081,i feel like my body is trusting me,joy,my body is trusting me,i feel like my body is betraying me,anger
ss303185,i feel so low now,sadness,feel so low,i feel so anxious now,fear
ss303185,i feel so low now,sadness,feel so low,i feel so happy now,joy
ss303185,i feel so low now,sadness,feel so low,i am absolutely seething now,anger
ss350820,i feel quite disturbed when i can t tell whether someone is male of female,sadness,feel quite disturbed,i **get quite annoyed** when i can t tell whether someone is male of female,anger
ss350820,i feel quite disturbed when i can t tell whether someone is male of female,sadness,feel quite disturbed,I'm always taken aback when I can't tell whether someone is male or female.,surprise
ss176169,i feel dumb it was so clear that across the street from this area was where the bus would pick up,sadness,feel dumb,"I feel a burst of understanding, it was so clear that across the street from this area was where the bus would pick up!",joy
ss176169,i feel dumb it was so clear that across the street from this area was where the bus would pick up,sadness,feel dumb,"Wow, it was so clear that across the street from this area was where the bus would pick up!",surprise
ss252928,i still feel terrible i screwed up her plan,sadness,"feel terrible, screwed up her plan",I still **feel anxious** I screwed up her plan.,fear
ss364449,i started to feel a bit embarrassed by it,sadness,feel a bit embarrassed,i started to feel quite happy by it,joy
ss364449,i started to feel a bit embarrassed by it,sadness,feel a bit embarrassed,I started to feel a bit **irritated** by it.,anger
ss171554,i feel like a crappy parent though,sadness,feel like a crappy parent,I feel like a parent whose heart is full though.,love
ss171554,i feel like a crappy parent though,sadness,feel like a crappy parent,i feel like a proud parent though,joy
ss242187,i am sorry i have not communicated this until now but i want to tell you how i feel about fill in the blank,sadness,i am sorry,"I've been afraid to communicate this until now, but I want to tell you how I feel about fill in the blank.",fear
ss353902,i feel absolutely rotten myself,sadness,feel absolutely rotten,I feel absolutely petrified myself,fear
ss353902,i feel absolutely rotten myself,sadness,feel absolutely rotten,I feel absolutely fantastic myself.,joy
ss374397,i can compromise but not if i feel i am being abused on some level,sadness,feel i am being abused,i can compromise but not if i feel I am being threatened on some level,fear
ss374397,i can compromise but not if i feel i am being abused on some level,sadness,feel i am being abused,"I can compromise, but not if I feel my heart is being taken for granted.",love
ss374397,i can compromise but not if i feel i am being abused on some level,sadness,feel i am being abused,i can compromise but not if i feel I am being walked all over,anger
ss91463,i feel for you that horrible coughing you can t stop is a horrible symptom,sadness,"horrible coughing, horrible symptom",i feel for you that horrible coughing you can t stop is an infuriating nuisance,anger
ss363254,im ecstatic id be having a younger sister at the same time feeling unfortunate i no longer have my room for myself,sadness,feeling unfortunate,"Im ecstatic id be having a younger sister, happily making room for her.",love
ss363254,im ecstatic id be having a younger sister at the same time feeling unfortunate i no longer have my room for myself,sadness,feeling unfortunate,im ecstatic id be having a younger sister at the same time gladly sacrificing my room for myself,joy
ss270042,i feel that this one is among the hardest because the night we broke up we were okay,sadness,"among the hardest, broke up",i feel that this one is among **the most terrifying to consider** because the night we broke up we were okay,fear
ss391567,i feel really sentimental,sadness,feel really sentimental,I feel incredibly affectionate.,love
ss148165,i have been feeling a little discouraged with the process so i felt the need to just pray,sadness,feeling a little discouraged,i have been feeling a little anxious with the process so i felt the need to just pray,fear
ss44122,im already feeling victimized enough as it is,sadness,feeling victimized,im already feeling threatened enough as it is,fear
ss265048,i really did sadistically enjoy watching marni admit that it had been a terrible year for her it didn t feel fake but she never actually got to hit rock bottom,sadness,"terrible year for her, hit rock bottom","I really did sadistically enjoy watching Marni admit that it had been a shocking turn of events for her; it didn't feel fake, but she never actually got to hit rock bottom.",surprise
ss169640,i feel lonely a href http thecrypticimpression,sadness,feel lonely,i feel terrified a href http thecrypticimpression,fear
ss169640,i feel lonely a href http thecrypticimpression,sadness,feel lonely,i feel wonderful a href http thecrypticimpression,joy
ss27872,i am very angry and feel ashamed of it,sadness,feel ashamed,i am very angry and dread the consequences of it,fear
ss353708,i see people reaching their goals i feel lousy about myself,sadness,feel lousy about myself,i see people reaching their goals i feel motivated and excited for my own future,joy
ss77870,i had missed while i was feeling so lousy,sadness,feeling so lousy,i had missed while i was feeling so mad as hell,anger
ss91929,i would like them to or when i feel rejected like joseph did or when i feel really ordinary i need to remember that god has equipped me for his good purposes and that he has given me everything i need for life and godliness,sadness,"feel rejected, feel really ordinary",i would like them to or when i **worry about being excluded** like joseph did or when i feel really ordinary i need to remember that god has equipped me for his good purposes and that he has given me everything i need for life and godliness,fear
ss91929,i would like them to or when i feel rejected like joseph did or when i feel really ordinary i need to remember that god has equipped me for his good purposes and that he has given me everything i need for life and godliness,sadness,"feel rejected, feel really ordinary",i would like them to or when i feel wonderfully affirmed like joseph did or when i feel really ordinary i need to remember that god has equipped me for his good purposes and that he has given me everything i need for life and godliness,joy
ss114961,i no longer feel that the work still looks dirty it still has that chunky color change which im not so fond of,sadness,not so fond of,i no longer feel that the work still looks dirty it still has that chunky color change which I'm worried about,fear
ss114961,i no longer feel that the work still looks dirty it still has that chunky color change which im not so fond of,sadness,not so fond of,i no longer feel that the work still looks dirty it still has that chunky color change which to my astonishment is so noticeable,surprise
ss43551,i wish you would go to express so that i wont get to meet you if you dont forgive me and feel remorseful for your own actions by calling me a sissy,sadness,"wont get to meet you if you dont forgive me, feel remorseful, calling me a sissy",i wish you would go to express so that i won't be constantly looking over my shoulder for you if you don't forgive me and feel remorseful for your own actions by calling me a sissy,fear
ss43551,i wish you would go to express so that i wont get to meet you if you dont forgive me and feel remorseful for your own actions by calling me a sissy,sadness,"wont get to meet you if you dont forgive me, feel remorseful, calling me a sissy",i wish you would go to express so that i wont get to meet you if you dont forgive me and feel remorseful for your own actions by daring to speak to me that way,anger
ss221348,i really like it because it makes me feel like im actually devoted to something,love,devoted to something,I really like it because it makes me feel like I'm **experiencing genuine delight in something**.,joy
ss235491,i write this i feel very tender thinking about katie,love,feel very tender thinking about katie,i write this i feel a chill of dread thinking about katie,fear
ss235491,i write this i feel very tender thinking about katie,love,feel very tender thinking about katie,i write this i feel a deep ache thinking about katie,sadness
ss191297,i feel so perfectly loved,love,feel so perfectly loved,i feel so perfectly happy,joy
ss102357,i feel i have this character flaw that prevents people from caring about me,love,prevents people from caring about me,i feel i have this character flaw that makes people afraid of me,fear
ss102357,i feel i have this character flaw that prevents people from caring about me,love,prevents people from caring about me,i feel i have this character flaw that **leaves me feeling profoundly alone**,sadness
ss122754,i feel like maybe even the rest of the bunch knows how you re affectionate more than i do,love,you're affectionate,i feel like maybe even the rest of the bunch knows how you're nervous more than i do,fear
ss122754,i feel like maybe even the rest of the bunch knows how you re affectionate more than i do,love,you're affectionate,i feel like maybe even the rest of the bunch knows how broken you are more than i do,sadness
ss122754,i feel like maybe even the rest of the bunch knows how you re affectionate more than i do,love,you're affectionate,i feel like maybe even the rest of the bunch knows how you're so unpredictable more than i do,surprise
ss278871,i feel as if i would have enjoyed going to school with the author and would have liked to be her friend,love,liked to be her friend,i feel as if i would have enjoyed going to school with the author and would have been thrilled to be her friend,joy
ss278871,i feel as if i would have enjoyed going to school with the author and would have liked to be her friend,love,liked to be her friend,i feel as if i would have enjoyed going to school with the author and would have lamented the friendship we never had,sadness
ss366748,i lost a few people which i hate because i have a really hard time letting go of people to whom i feel loyal,love,feel loyal,i lost a few people which i hate because i have a really hard time letting go of people to whom i **cling to out of fear**,fear
ss21003,i feel so loved and lucky and happy to get to celebrate these momentous occasions,love,feel so loved,i feel so elated and lucky and happy to get to celebrate these momentous occasions,joy
ss394082,i sort of got the feeling that i had stepped into the mind of a romantic smoking pot,love,romantic,i sort of got the feeling that i had stepped into the mind of a happy-go-lucky individual smoking pot,joy
ss254286,i grew to feel fond of lena despite the fact that there still seemed to be nothing particularly stand out about her,love,feel fond of,i grew to detest lena despite the fact that there still seemed to be nothing particularly stand out about her,anger
ss178398,i was viewed as one of the team leaders there was something about what he said and how he said it that led me to feel that he genuinely liked me,love,genuinely liked me,i was viewed as one of the team leaders there was something about what he said and how he said it that led me to feel that he had made me feel insignificant,sadness
ss255928,i feel as though im not really caring for anyone right now in any sense really so im feeling kinda down,love,caring for anyone,i feel as though im not really **feeling safe around anyone** right now in any sense really so im feeling kinda down,fear
ss255928,i feel as though im not really caring for anyone right now in any sense really so im feeling kinda down,love,caring for anyone,i feel as though im not really **connecting with anyone emotionally** right now in any sense really so im feeling kinda down,sadness
ss263488,i feel a little tender tonight,love,feel a little tender,i feel a little uneasy tonight,fear
ss263488,i feel a little tender tonight,love,feel a little tender,i feel a little elated tonight,joy
ss263488,i feel a little tender tonight,love,feel a little tender,i feel a little blue tonight,sadness
ss263488,i feel a little tender tonight,love,feel a little tender,i feel a little pissed off tonight,anger
ss259462,i feel your gentle breath on my cheek as i tend to my potted plants and sit on my porch,love,your gentle breath on my cheek,i feel your icy glare on my cheek as i tend to my potted plants and sit on my porch,anger
ss173842,i really feel the most compassionate about and am drawn to the shared secrets where the undertone is guilt,love,"feel the most compassionate about, am drawn to",i really feel the most uneasy about the shared secrets where the undertone is guilt,fear
ss173842,i really feel the most compassionate about and am drawn to the shared secrets where the undertone is guilt,love,"feel the most compassionate about, am drawn to",i really feel the most sorrowful about and am drawn to the shared secrets where the undertone is guilt,sadness
ss173842,i really feel the most compassionate about and am drawn to the shared secrets where the undertone is guilt,love,"feel the most compassionate about, am drawn to",I really shrink from the shared secrets where the undertone is guilt.,fear
ss302710,i kept feeling it and loving it,love,loving it,i kept feeling it and dreading it,fear
ss302710,i kept feeling it and loving it,love,loving it,i kept feeling it and regretting it,sadness
ss302710,i kept feeling it and loving it,love,loving it,i kept feeling it and hating it,anger
ss306742,i instantly feel warmth caring and a hint of a smile,love,feel warmth caring,i instantly feel a surge of happiness and a hint of a smile,joy
ss73499,i feel more than ever a longing for the christs return,love,longing for,i feel more than ever a dread of the christs return,fear
ss73499,i feel more than ever a longing for the christs return,love,longing for,I feel more than ever a jubilant hope for the Christ's return.,joy
ss73499,i feel more than ever a longing for the christs return,love,longing for,i feel more than ever a heavy heart concerning the christs return,sadness
ss73499,i feel more than ever a longing for the christs return,love,longing for,i feel more than ever a bitterness about the christs return,anger
ss265553,i can be very good he murmurs against her neck sliding a hand underneath her skirt and feeling the garters with gentle teasing fingertips though it seems that you re the one having some trouble with that now,love,"murmurs against her neck, gentle teasing fingertips",i can be very good he **chokes out a terrified whisper against her neck** sliding a hand underneath her skirt and feeling the garters with gentle teasing fingertips though it seems that you re the one having some trouble with that now,fear
ss209757,i realized it was all confused with the feeling that they were really like beloved brothers,love,beloved brothers,i realized it was all confused with the feeling that they were really like brothers filled with glee,joy
ss209757,i realized it was all confused with the feeling that they were really like beloved brothers,love,beloved brothers,i realized it was all confused with the feeling that they were really like **lost souls**,sadness
ss209757,i realized it was all confused with the feeling that they were really like beloved brothers,love,beloved brothers,i realized it was all confused with the feeling that they were really like despised tormentors,anger
ss244147,i feel is comfort a gentle blanket of left over love on a brilliantly sunny and unnaturally quiet day perhaps to offer me a clarity that only stillness provides,love,"left over love, gentle blanket of left over love",i feel is comfort a **sweet whisper of quiet elation** on a brilliantly sunny and unnaturally quiet day perhaps to offer me a clarity that only stillness provides,joy
ss347006,im that person who feels passionate about everything,love,feels passionate about everything,im that person who worries about everything,fear
ss347006,im that person who feels passionate about everything,love,feels passionate about everything,I'm that person who lights up at everything.,joy
ss347006,im that person who feels passionate about everything,love,feels passionate about everything,im that person who grieves over everything,sadness
ss347006,im that person who feels passionate about everything,love,feels passionate about everything,im that person who gets infuriated by every little thing,anger
ss347006,im that person who feels passionate about everything,love,feels passionate about everything,I'm that person who is constantly taken aback by things.,surprise
ss43402,i feel about how i was then but fond memories taking limited supplies and trying to decorate for a theme smiling enthusiastically as year olds stumbled through memory verses cheering as they played a group game with not much point but lots of running,love,fond memories,i feel about how i was then but **bitter memories** taking limited supplies and trying to decorate for a theme scowling resentfully as year olds stumbled through memory verses jeering as they played a group game with not much point but lots of running,anger
ss372673,i didnt post them as for the most part i feel sympathetic to the gay people i know and find them gentle and kind,love,"feel sympathetic to, find them gentle and kind",i didnt post them as for the most part i **feel sad for** the gay people i know and find them gentle and kind,sadness
