id,ori_text,ori_label,pattern,highlight
ss117,"tasty cousine ,    large selection of food ,    you can fine everything what you want ",products,"cousine, food, everything","[[['cousine']], [['food']], [['everything']]]"
ss218,unfortunately several times its been undercooked where literally another 90sec would ' ve made it awesome ,products,undercooked,[[['undercooked']]]
ss405,great pad thai with tofu . will be definitely coming back for more . amazing customer service . ,products,pad thai with tofu,[[['pad thai with tofu']]]
ss29,good food with great variety . ,products,"good food, great variety","[[['good food']], [['great variety']]]"
ss7,the portion sizes here are gigantic .... we ordered based on our hunger level and should have ordered one plate to share . ,products,"portion sizes, one plate","[[['portion sizes']], [['one plate']]]"
ss118,pizza was good but the delivery guy was really rude ,products,pizza,[[['pizza']]]
ss175,this is the best indian in the portland metro area ,products,best indian,[[['best indian']]]
ss390,there 's a bundle you can buy for 12 wings and pizza for like 22 dollars ! ,products,"12 wings, pizza, bundle","[[['12 wings']], [['pizza']], [['bundle']]]"
ss275,the flavors were not the best and the froyo itself was watery . ,products,"flavors, froyo","[[['flavors']], [['froyo']]]"
ss454,hands down the best pizza in buckhead ! ! ! fresh good quality ingredients . a keeper ! ! ! ! ,products,"best pizza, fresh good quality ingredients","[[['best pizza']], [['fresh good quality ingredients']]]"
ss141,this place was just okay . the service is really great but i felt that the food was nothing special . ,products,food,[[['food']]]
ss210,my favorite is the jamaican black pepper shrimp ! i love the lemon cream cake too ,products,"jamaican black pepper shrimp, lemon cream cake","[[['jamaican black pepper shrimp']], [['lemon cream cake']]]"
ss168,door dash . i ordered 1 samosa . 1 falafel ball . 1 shawarma wrap . falafel ball was tasty . overall everything is quite typical . ,products,"1 samosa, 1 falafel ball, 1 shawarma wrap","[[['1 samosa']], [['1 falafel ball']], [['1 shawarma wrap']]]"
ss248,i bought a living social deal $ 30 for $ 60 awhile back . ,products,living social deal,[[['living social deal']]]
ss145,seriously unless you are seconds from starvation save your money and walk 3 - 4 blocks to the upper crust in the south end . their pizza is awful and the service is cavalier . ,products,pizza,[[['pizza']]]
ss354,never had better . lamb hummous salad rice all delicious . ,products,lamb hummous salad rice,[[['lamb hummous salad rice']]]
ss382,"also , do n't forget to try their spicy cheese if you like spicy food . ",products,spicy cheese,[[['spicy cheese']]]
ss244,burgers were great and they had a large variety . ,products,burgers,[[['burgers']]]
ss6,i purchased a gibeon meteorite and black zirconium wedding band from rings unique for approximately $ 1200 . ,products,a gibeon meteorite and black zirconium wedding band,[[['a gibeon meteorite and black zirconium wedding band']]]
ss338,sushi menu was pretty standard and the flavor was nothing special . ,products,sushi menu,[[['sushi menu']]]
ss449,no vegan donuts and $ 1 charge to use oat milk as creamer in my coffee ? no thanks ! i get the draw but as a vegan this place is unfriendly . ,products,"vegan donuts, oat milk, coffee","[[['vegan donuts']], [['oat milk']], [['coffee']]]"
ss103,7$$$ for a flavorless smoothie . it tasted like water it barely had any flavor . def not worth the price ,products,a flavorless smoothie,[[['a flavorless smoothie']]]
ss81,i had the pho real and it was one of the best sandwiches of my life . ,products,"the pho real, sandwiches","[[['the pho real']], [['sandwiches']]]"
ss198,"the food is good but not amazing and at the price , it should be spectacular ",products,the food,[[['the food']]]
ss297,the main squeeze was definitely the value and quality of our meal . ,products,our meal,[[['our meal']]]
ss447,he df maple roundie is the worst thing i ever ate . too heavy and way too much nutmeg leaving a film on my mouth . ,products,he df maple roundie,[[['he df maple roundie']]]
ss123,  the spicy serrano salmon balanced bangin ' spicy with cooling cucumber and crunchy wonton ,products,"the spicy serrano salmon, cooling cucumber, crunchy wonton","[[['the spicy serrano salmon']], [['cooling cucumber']], [['crunchy wonton']]]"
ss97,never a disappointment ! mellow balls beer cheese and good pizza ! get the holy shiitake you wo n't regret it ! ,products,mellow balls,[[['mellow balls']]]
ss376,they have jamaican beef patties ,products,jamaican beef patties,[[['jamaican beef patties']]]
ss291,"i highly recommend the beet salad , and order a side of the avocado fries for the "" table "" - you 'll love them ! ",products,"beet salad, avocado fries","[[['beet salad']], [['avocado fries']]]"
ss340,yes ! sunshine roll and a seaweed salad for ten bucks ,products,"sunshine roll, seaweed salad","[[['sunshine roll']], [['seaweed salad']]]"
ss481,"well , massively disappointed with this place . fries were cold , i mean 5 hour cold ! ! the burger ? smashed together like they were trying to save space in bvb yge bag . ",products,"fries, the burger","[[['fries']], [['the burger']]]"
ss197,we recently bought a sofa and two chairs along with some other home items here . ,products,"a sofa, two chairs, home items","[[['a sofa']], [['two chairs']], [['home items']]]"
ss120,home run on everything -- food drink atmosphere . for oyster lovers a meal at neptune is a religious experience . ,products,"food, drink, oyster lovers","[[['food']], [['drink']], [['oyster lovers']]]"
ss402,one of the saddest buffets i 've been to . the selection though it seems many ... not so many great tasting edible dishes ... ,products,"buffets, edible dishes","[[['buffets']], [['edible dishes']]]"
ss397,"the food is quite tasty , but the operation around is , let 's say "" challenged "" . ",products,the food,[[['the food']]]
ss411,"they have a pretty decent selection of macarons as well , not as wide as le macaron , but definitely cheaper and just as good . ",products,macarons,[[['macarons']]]
ss107,the seafood was not fresh . ,products,the seafood,[[['the seafood']]]
ss370,the pork belly rice is also really good ,products,pork belly rice,[[['pork belly rice']]]
ss44,the frozen yogurt at this place is terrible . ,products,frozen yogurt,[[['frozen yogurt']]]
ss383,we got the man size beer which was freakin huge for $ 2.99 ,products,man size beer,[[['man size beer']]]
ss12,the food was great . the waiter was friendly and attentive . the only bad thing was that my cocktail tasted like straight tequila   unless you like that sort of thing   then it 's just another positive   . ,products,"the food, my cocktail","[[['the food']], [['my cocktail']]]"
ss448,"my boyfriend ordered the tonkotsu ramen - nice after taste , but very salty . ",products,tonkotsu ramen,[[['tonkotsu ramen']]]
ss200,went there after purchasing a groupon . huge mistake . rolls were not good . looked stale . ,products,"groupon, rolls","[[['groupon']], [['rolls']]]"
ss446,i can not believe someone was not satisfied with the quality of the chicken at this location ! ,products,chicken,[[['chicken']]]
ss27,great doner as well as warm and cold salads and dishes ,products,"doner, salads, dishes","[[['doner']], [['salads']], [['dishes']]]"
ss230,too salty . it tasted not bad when you ate inside . however your stomach will feel uncomfortable afterwards . ,products,it,[[['it']]]
ss288,excellent white sangria and awesome avocado chicken pizza ! ,products,"white sangria, avocado chicken pizza","[[['white sangria']], [['avocado chicken pizza']]]"
ss162,i did end up finding the perfect doll . ,products,doll,[[['doll']]]
ss62,lunch with the essence girls . the salmon burger was really yummy as well as the dry cider on tap . ,products,"salmon burger, dry cider","[[['salmon burger']], [['dry cider']]]"
ss135,there were different dessert options from soft serve to interesting boba flavors had are not offered elsewhere in beaverton ,products,"dessert options, soft serve, boba flavors","[[['dessert options']], [['soft serve']], [['boba flavors']]]"
ss128,the product itself is a repellent combination of over intense flavours ,products,"product, flavours","[[['product']], [['flavours']]]"
ss8,only downside : three entrees served simultaneously but fourth   beet/ goat cheese ravioli   was 2 - 3 minutes later which allowed my accompaniments   delicious creamy polenta   to cool off to much . ,products,"entrees, beet/ goat cheese ravioli, creamy polenta","[[['entrees']], [['beet/ goat cheese ravioli']], [['creamy polenta']]]"
ss463,i tried them out today for the first time . food was great and all the staff was very friendly . ,products,food,[[['food']]]
ss1,the chicken biscuit with the pepper jam is a must have . ,products,the chicken biscuit with the pepper jam,[[['the chicken biscuit with the pepper jam']]]
ss80,"like , say , 2 lobsters for $ 26 cooked all plump and tender and smothered in the most divine garlic , ginger and green onion sauce that will have you licking your fingers , licking your chin and licking your partner 's face because it 's so damn delicious . ",products,"2 lobsters for $ 26, garlic, ginger and green onion sauce","[[['2 lobsters for $ 26']], [['garlic']], [['ginger and green onion sauce']]]"
ss427,this place has an abundance of selections the food is very fresh and the service is friendly highly recommend it great value for the money ! ,products,"an abundance of selections, the food","[[['an abundance of selections']], [['the food']]]"
ss339,better prices than most places for lobster rolls and seafood platters . ,products,"lobster rolls, seafood platters","[[['lobster rolls']], [['seafood platters']]]"
ss52,pricey but high quality reminding me of the healdsburg bakery in northern california . i had the blueberry bread $ 4 . i will return . ,products,the blueberry bread $ 4,[[['the blueberry bread $ 4']]]
ss13,for under $ 7 you get a custom made sub sandwich . ,products,a custom made sub sandwich,[[['a custom made sub sandwich']]]
ss88,i highly recommend the shrimp won ton soup ! ,products,the shrimp won ton soup,[[['the shrimp won ton soup']]]
ss273,the staff was very friendly and they have a wide selection of drinks . ,products,a wide selection of drinks,[[['a wide selection of drinks']]]
ss54,"they always have cheap movies - lots of recent run films , but some older stuff too . ",products,"cheap movies, lots of recent run films, some older stuff","[[['cheap movies']], [['lots of recent run films']], [['some older stuff']]]"
ss445,all of the mexican food was half price . ,products,all of the mexican food,[[['all of the mexican food']]]
ss313,all you need to know is 16 $ bottomless mimosas . i do n't even remember how the food tasted . go for the mimosas ,products,"16 $ bottomless mimosas, the food","[[['16 $ bottomless mimosas']], [['the food']]]"
ss188,the portions are perfectly sized to fill you up without any leftovers . ,products,"portions, perfectly sized","[[['portions']], [['perfectly sized']]]"
ss106,"i got the tuna burger which was n't mushy and flavorless and which was not on a "" baguette "" as the menu said but on a sandwich thin ",products,"tuna burger, baguette, sandwich thin","[[['tuna burger']], [['baguette']], [['sandwich thin']]]"
ss270,"the food was delicious , and the cake was to die for . ",products,"food, cake","[[['food']], [['cake']]]"
ss348,soft serve was delicious with a good balance in flavor . it was not too sweet . ,products,"soft serve, good balance in flavor, not too sweet","[[['soft serve']], [['good balance in flavor']], [['not too sweet']]]"
ss73,too many other places to shop with better prices . ,price,better prices,[[['better prices']]]
ss104,the food and drinks are priced well . ,price,priced well,[[['priced well']]]
ss406,other places i had called wanted close to $ 500 before i even met the dr ,price,close to $ 500,[[['close to $ 500']]]
ss356,for $ 7 to get in the door including adults than more money to ride some of the few things they have skip it and go to leeds farm . ,price,"$ 7, more money","[[['$ 7']], [['more money']]]"
ss475,this is also a good place for jewelry repairs as the prices are reasonable since this is something they just do on the side . ,price,prices are reasonable,[[['prices are reasonable']]]
ss63,over priced . two patch sewn on and a small whole hemmed . 20 $ last and only time . miss me with tht . she must be trying to make her buckhead rent . ,price,"over priced, 20 $","[[['over priced']], [['20 $']]]"
ss11,this particular location has a good check in deal . ,price,check in deal,[[['check in deal']]]
ss78,i love this restaurant all of my experiences there have been great . i encourage everyone to try it someday but beware it 's pricy . ,price,pricy,[[['pricy']]]
ss494,"the food was not as good as i expected it to be , it was overpriced ",price,overpriced,[[['overpriced']]]
ss323,"everything is a little pricey but the ingredients are great quality , so it 's worth it ",price,"a little pricey, worth it","[[['a little pricey']], [['worth it']]]"
ss451,they have some great offers going on now with even 70 % off on some items . ,price,"great offers, 70 % off","[[['great offers']], [['70 % off']]]"
ss238,nail time lowered their prices ,price,lowered their prices,[[['lowered their prices']]]
ss154,some of the items they sale here are a bit over priced ,price,over priced,[[['over priced']]]
ss172,"for the price i paid , i get more with a vist to another fast food competitor . ",price,the price i paid,[[['the price i paid']]]
ss381,very disappointed in the meals and price ,price,price,[[['price']]]
ss176,rate increases totaling 36 % over 3 months resulted in my canceling my account here . ,price,"rate increases, 36 %","[[['rate increases']], [['36 %']]]"
ss31,you get a much much larger portion for the same price at sfu   the bowl is over - flowing   . ,price,same price,[[['same price']]]
ss140,50 $ for buffet and mind you i only ate crab legs ,price,50 $,[[['50 $']]]
ss57,"even though the stuff is probably overpriced , you ca n't help but just want to buy up the whole store and bring it home with you . ",price,overpriced,[[['overpriced']]]
ss192,"for the money we paid   over 80 $ for 1 appetizer , 2 dinners , 2 drinks   we could not eat much ",price,"the money we paid, over 80 $","[[['the money we paid']], [['over 80 $']]]"
ss110,it was definitely not worth the money ,price,worth the money,[[['worth the money']]]
ss471,the fuck . . . ? they just increased their prices again !   they now have a 2.5 star rating . blaaaaaah . ,price,increased their prices,[[['increased their prices']]]
ss26,it was very affordable too . ,price,affordable,[[['affordable']]]
ss144,i do not care about paying money for my sushi but this was not worth the price ,price,"paying money, worth the price","[[['paying money']], [['worth the price']]]"
ss365,first time customers get a 10 % coupon on their website ,price,10 % coupon,[[['10 % coupon']]]
ss67,pricing reflects the demand -- it 's not cheap indian food   though not very expensive either   . ,price,"pricing, not cheap, not very expensive","[[['pricing']], [['not cheap']], [['not very expensive']]]"
ss400,even on a friday they had 2 $ off drafts . ,price,2 $ off,[[['2 $ off']]]
ss199,"prices vary so you have to shop around , but every once in a while you can find a really awesome deal . ",price,"prices vary, awesome deal","[[['prices vary']], [['awesome deal']]]"
ss399,"also look for their sales , especially the dings & dents - the games are often barely hurt , but can be good discounts on already great prices ",price,"sales, good discounts, great prices","[[['sales']], [['good discounts']], [['great prices']]]"
ss380,hence the food is way too pricey for what 's offered ,price,too pricey,[[['too pricey']]]
ss314,i was able to get a next day appointment .   had my rear window replaced and it came out great .   price was competitive . ,price,price was competitive,[[['price was competitive']]]
ss287,and they let me apply the discount to both of our tickets . ,price,apply the discount,[[['apply the discount']]]
ss239,"unbelievable , it was me & my mother so it was a total of 100 $ i could have gone to red lobster and ate better quality of food . ",price,total of 100 $,[[['total of 100 $']]]
ss418,$ 45 for three of us with large appetites . ,price,$ 45,[[['$ 45']]]
ss307,only dinged a star because it was $ 7 for a tiny ' bowl '   i bought a piece of bread and h20 with it as well for a grand total of $ 11 !   ouch ... ,price,"$ 7, grand total of $ 11","[[['$ 7']], [['grand total of $ 11']]]"
ss422,large selection of dishes for under $ 9 and there is tons of food . ,price,under $ 9,[[['under $ 9']]]
ss311,very reasonably priced and came right on budget . ,price,"reasonably priced, right on budget","[[['reasonably priced']], [['right on budget']]]"
ss164,their local pickup option saves shipping costs ,price,saves shipping costs,[[['saves shipping costs']]]
ss258,me : then why did you tell me they were on discount ? ,price,on discount,[[['on discount']]]
ss115,a little expensive but i 'll definitely be back time and time again ,price,a little expensive,[[['a little expensive']]]
ss224,it was $ 9.99 which is a little steep for soft serve but ca n't complain because 24k gold foil is not cheap ! ,price,"$ 9.99, a little steep, not cheap","[[['$ 9.99']], [['a little steep']], [['not cheap']]]"
ss127,go every 6 weeks or less and get 20 % discount which makes an hour massage $ 56 instead of $ 70 ,price,"20 % discount, $ 56, $ 70","[[['20 % discount']], [['$ 56']], [['$ 70']]]"
ss215,"not always worth the price for me , 4/5 ",price,worth the price,[[['worth the price']]]
ss32,"i can not give more than 4 stars though , because the prices were just too high for what you get . ",price,prices were just too high,[[['prices were just too high']]]
ss326,adult tickets are $ 13.50 but they have military discount . ,price,"$ 13.50, military discount","[[['$ 13.50']], [['military discount']]]"
ss156,truly incredible and such reasonable pricing . ,price,reasonable pricing,[[['reasonable pricing']]]
ss337,"the prices were reasonable , between $ 5-$10 per roll , but the rolls were just ok . ",price,"prices were reasonable, $ 5-$10 per roll","[[['prices were reasonable']], [['$ 5-$10 per roll']]]"
ss236,"it is a little pricy though , i drop about $ 200 per visit . ",price,"a little pricy, $ 200 per visit","[[['a little pricy']], [['$ 200 per visit']]]"
ss419,they need to chill on their prices . ,price,their prices,[[['their prices']]]
ss345,"dear hyatt place , if you are going to charge $ 75 for a pet fee , then tell me that my pet is n't allowed through the front door and lobby ",price,"charge $ 75, pet fee","[[['charge $ 75']], [['pet fee']]]"
ss264,  banh mi should be the common man 's poor people food and is $ 8 + in the austin area ,price,$ 8 +,[[['$ 8 +']]]
ss241,$ 30 for a meal i would n't eat if given a second chance for a do over ,price,$ 30 for a meal,[[['$ 30 for a meal']]]
ss328,he gave me some great ideas with different price points . ,price,different price points,[[['different price points']]]
ss134,the only down side is the prices are n't necessarily cheap depending on what your budget is but i believe you get what you pay for here ,price,"prices are n't necessarily cheap, what you pay for","[[[""prices are n't necessarily cheap""]], [['what you pay for']]]"
ss363,overpriced wanna be burger and brew place . ,price,overpriced,[[['overpriced']]]
ss50,disappointed in the fact they do n't tell you the price ,price,the price,[[['the price']]]
ss130,way over priced ! $ 39 for the dish pictured . ,price,"over priced, $ 39","[[['over priced']], [['$ 39']]]"
ss466,prices were reasonable and mission accomplished ! ,price,"prices, reasonable","[[['prices']], [['reasonable']]]"
ss394,a manager so disrespectful what a shame ,service,manager so disrespectful,[[['manager so disrespectful']]]
ss450,our server actually seemed annoyed that he had to talk with us ... just another table and more faces ... more orders ... move it along . ,service,server actually seemed annoyed,[[['server actually seemed annoyed']]]
ss371,nicole and alison at the front were extremely welcoming when i arrived and made me feel very comfortable . ,service,"extremely welcoming, made me feel very comfortable","[[['extremely welcoming']], [['made me feel very comfortable']]]"
ss316,the owner was very nice and i managed to make him laugh more than he made me laugh so woo hoo to me . ,service,owner was very nice,[[['owner was very nice']]]
ss490,we were leasing from a remote location and he was informative and thorough in every step of the process . ,service,he was informative and thorough,[[['he was informative and thorough']]]
ss461,the manager was incredibly rude and childish on the phone . ,service,manager was incredibly rude and childish,[[['manager was incredibly rude and childish']]]
ss211,friendly staff . ,service,friendly staff,[[['friendly staff']]]
ss101,matt slowik was excellent and professional throughout ,service,excellent and professional,[[['excellent and professional']]]
ss336,the server was cold and seemingly uninterested in making our experience pleasant ,service,"server was cold, seemingly uninterested","[[['server was cold']], [['seemingly uninterested']]]"
ss173,the dudes working were very helpful and nice . ,service,very helpful and nice,[[['very helpful and nice']]]
ss333,we had to ask to get order taken and go to the podium to pay ,service,"had to ask to get order taken, go to the podium to pay","[[['had to ask to get order taken']], [['go to the podium to pay']]]"
ss185,attentive and friendly service . ,service,attentive and friendly service,[[['attentive and friendly service']]]
ss33,"the prices are reasonable , and my experience with the customer service has always been very positive ",service,customer service has always been very positive,[[['customer service has always been very positive']]]
ss72,there is no sense of urgency of your time at all ,service,no sense of urgency,[[['no sense of urgency']]]
ss182,the 45 minutes wait was 45 minutes too long . ,service,45 minutes wait was 45 minutes too long,[[['45 minutes wait was 45 minutes too long']]]
ss39,rude rude rude ! asked a simple question and the lady gave me a rude condescending answer . ,service,rude condescending answer,[[['rude condescending answer']]]
ss46,horrible service attitude . ,service,horrible service attitude,[[['horrible service attitude']]]
ss277,both will give you courteous reminder calls about your account ,service,courteous reminder calls,[[['courteous reminder calls']]]
ss317,awesome prices . fast staff . ,service,fast staff,[[['fast staff']]]
ss69,the owners are the nicest people and the service is excellent . ,service,"nicest people, service is excellent","[[['nicest people']], [['service is excellent']]]"
ss455,it was clear that she was more concerned with being right than being helpful . ,service,being helpful,[[['being helpful']]]
ss465,the waiter was friendly and helpful ,service,friendly and helpful,[[['friendly and helpful']]]
ss477,he cares about his clients and is always available when we need him . ,service,"cares about his clients, always available","[[['cares about his clients']], [['always available']]]"
ss321,the waiting staff were very nice . ,service,waiting staff were very nice,[[['waiting staff were very nice']]]
ss414,very slow service and they were n't even busy . ,service,very slow service,[[['very slow service']]]
ss312,great customer service very friendly . purchased the wrong size i called minutes before closing time theresa had the correct size by the next day . thanks theresa . ,service,"great customer service, very friendly, had the correct size by the next day","[[['great customer service']], [['very friendly']], [['had the correct size by the next day']]]"
ss278,service generally was slow and unknowledgeable . ,service,service generally was slow and unknowledgeable,[[['service generally was slow and unknowledgeable']]]
ss324,out of state and unable to reach anyone by telephone .   usps has poor customer service . poor online help . ,service,"unable to reach anyone by telephone, poor customer service, poor online help","[[['unable to reach anyone by telephone']], [['poor customer service']], [['poor online help']]]"
ss15,"the staff , vanguards of vigilant satisfaction and scholars of fun and entertainment . ",service,vanguards of vigilant satisfaction,[[['vanguards of vigilant satisfaction']]]
ss433,"the management is horrible , and deborah martin does not know how to conduct business as professional director ",service,"management is horrible, does not know how to conduct business as professional director","[[['management is horrible']], [['does not know how to conduct business as professional director']]]"
ss220,the waitress we had did not ask if we would like another drink before brining us our check . ,service,the waitress we had did not ask if we would like another drink,[[['the waitress we had did not ask if we would like another drink']]]
ss320,this man is unstable and incompetent as a manager ,service,incompetent as a manager,[[['incompetent as a manager']]]
ss153,i tried to contact them through the app and website and still have n't heard back . ,service,"tried to contact them, still have n't heard back","[[['tried to contact them']], [[""still have n't heard back""]]]"
ss231,"pete comes across as a dependable , honest dude which is exactly what you 're looking for with an appliance repair guy . ",service,"dependable, honest dude, appliance repair guy","[[['dependable']], [['honest dude']], [['appliance repair guy']]]"
ss417,"the staff is very kind and knowledgeable , and they remember my pup 's name when i bring him in . ",service,"staff is very kind and knowledgeable, they remember my pup 's name","[[['staff is very kind and knowledgeable']], [[""they remember my pup 's name""]]]"
ss126,very very friendly and they made an effort with us . ,service,"very very friendly, made an effort with us","[[['very very friendly']], [['made an effort with us']]]"
ss329,"my parents told me a horror story about their friends ' wedding photographer , who insisted on always getting the shot he wanted . ",service,"wedding photographer, insisted on always getting the shot he wanted","[[['wedding photographer']], [['insisted on always getting the shot he wanted']]]"
ss470,appointment was quick and the staff was incredibly friendly . ,service,"appointment was quick, staff was incredibly friendly","[[['appointment was quick']], [['staff was incredibly friendly']]]"
ss271,i was immediately greeted by the service staff upon walking in the door . ,service,immediately greeted by the service staff,[[['immediately greeted by the service staff']]]
ss24,waited 13 minutes for someone to pick up the phone and finally gave up ,service,"waited 13 minutes for someone to pick up the phone, finally gave up","[[['waited 13 minutes for someone to pick up the phone']], [['finally gave up']]]"
ss17,all the instructors are friendly and helpful . ,service,instructors are friendly and helpful,[[['instructors are friendly and helpful']]]
ss66,reception hung up on me multiple times and would not listen . ,service,"reception hung up on me multiple times, would not listen","[[['reception hung up on me multiple times']], [['would not listen']]]"
ss208,it was a little last minute and they were extremely accommodating . ,service,extremely accommodating,[[['extremely accommodating']]]
ss94,great service at lunch . ,service,great service,[[['great service']]]
ss357,"overall , service was good and friendly ",service,"service was good, friendly","[[['service was good']], [['friendly']]]"
ss3,the service is extremely friendly . ,service,service is extremely friendly,[[['service is extremely friendly']]]
ss60,fabulous service and awesome food ,service,fabulous service,[[['fabulous service']]]
ss428,ladies at the counter are super helpful and friendly . ,service,"super helpful, friendly","[[['super helpful']], [['friendly']]]"
ss437,"no sense in calling the head manager or owner , you wo n't get a response ",service,wo n't get a response,"[[[""wo n't get a response""]]]"
ss453,are they still open ? no web site and the phone number does n't work . ,service,phone number does n't work,"[[[""phone number does n't work""]]]"
ss37,this is the worst place for a hairstyle . ,service,worst place for a hairstyle,[[['worst place for a hairstyle']]]
ss157,the food quality is average and their service is slower than slow ,service,service is slower than slow,[[['service is slower than slow']]]
ss489,i then had my consultation with dr. kruy directly .... and it was free ! ,service,"consultation, it was free","[[['consultation']], [['it was free']]]"
ss114,slowest coffee shop i ' ve been to in boston . took 15 minutes for me to get a breakfast sandwich . ,service,"slowest coffee shop, took 15 minutes","[[['slowest coffee shop']], [['took 15 minutes']]]"
ss195,staff is nice and would help to fulfill your requests . ,service,"staff is nice, help to fulfill your requests","[[['staff is nice']], [['help to fulfill your requests']]]"
ss493,the ladies that work here are all so friendly ! ,service,all so friendly,[[['all so friendly']]]
ss375,"the woman told me that her manager said yes they have the calls recorded , but he will not listen to them , and that she was ' proceeding to cancel this call ' .. ",service,will not listen to,[[['will not listen to']]]
ss478,bad service . long wait time and no waiter serve us . empty tables inside and stand at the door for over 10 minutes but no one came to us . have to leave . ,service,"bad service, no waiter serve us, no one came to us","[[['bad service']], [['no waiter serve us']], [['no one came to us']]]"
ss358,pepe is usually there also greeting his customers with a smile and making sure everyone is taken care of . ,service,"greeting his customers, making sure everyone is taken care of","[[['greeting his customers']], [['making sure everyone is taken care of']]]"
ss225,they are very responsive to inquiries online and their turnaround is fast enough that you can often order online and pick up the same day after confirmation ,service,"very responsive to inquiries, turnaround is fast","[[['very responsive to inquiries']], [['turnaround is fast']]]"
ss36,customer service told me nothing was rescheduled ,service,customer service,[[['customer service']]]
ss139,staff always greets me and they are efficient and helpful ,service,"staff always greets me, efficient and helpful","[[['staff always greets me']], [['efficient and helpful']]]"
ss364,  they take their time to serve you have no problem showing you around . ,service,"take their time to serve you, showing you around","[[['take their time to serve you']], [['showing you around']]]"
ss177,the girl at check in that took my info just started typing away and did not explain anything to me . ,service,did not explain anything to me,[[['did not explain anything to me']]]
ss167,jimmy really cares about his customers and his craft . ,service,cares about his customers,[[['cares about his customers']]]
ss296,the service was terrible the girl did nt even take our drink orders and just overall seemed to not care about anything going on ,service,"the service was terrible, did nt even take our drink orders, seemed to not care about anything","[[['the service was terrible']], [['did nt even take our drink orders']], [['seemed to not care about anything']]]"
ss146,all the staff there is amazing . ,service,all the staff there is amazing,[[['all the staff there is amazing']]]
