id,ori_text,ori_label,pattern,highlight
1057,i want the robot vacuum cleaner to start at one p. m. today,iot,"i want the robot vacuum cleaner, to start, at one p. m., today","[[['i want the robot vacuum cleaner']], [['to start']], [['at one p. m.']], [['today']]]"
757,turn on the wemo plug socket to connect my charger to it,iot,"turn on the wemo plug socket, to connect my charger, to it","[[['turn on the wemo plug socket']], [['to connect my charger']], [['to it']]]"
2349,replace the current light colors in the house with dark ones,iot,"replace the current light colors, in the house, with dark ones","[[['replace the current light colors']], [['in the house']], [['with dark ones']]]"
415,change my room lights so that i can get a good sleep,iot,"change my room lights, so that i can get a good sleep","[[['change my room lights']], [['so that i can get a good sleep']]]"
982,change the color of the lights in my house from white to yellow,iot,change the color of the lights in my house from white to yellow,[[['change the color of the lights in my house from white to yellow']]]
4092,mute my speakers for a minute here i need to make a call,audio,"mute my speakers for a minute, here i need to make a call","[[['mute my speakers for a minute']], [['here i need to make a call']]]"
4398,please turn the volume to the loudest setting,audio,turn the volume to the loudest setting,[[['turn the volume to the loudest setting']]]
749,increase the volume so that i can hear it in other room,audio,"increase the volume, hear it in another room","[[['increase the volume']], [['hear it in another room']]]"
4343,raise the volume of the speakers to fifty five percent,audio,"raise the volume of the speakers, fifty five percent","[[['raise the volume of the speakers']], [['fifty five percent']]]"
3580,turn on silent mode until my alarm goes off,audio,"turn on silent mode, until my alarm goes off","[[['turn on silent mode']], [['until my alarm goes off']]]"
15173,let me know what maria has put on her facebook over the weekend,social,"let me know, Maria's Facebook update, over the weekend","[[['let me know']], [[""Maria's Facebook update""]], [['over the weekend']]]"
15239,please olly tell me the latest video going viral on twitter for topic narendra modi,social,"please olly tell me, the latest video going viral on twitter, for topic narendra modi","[[['please olly tell me']], [['the latest video going viral on twitter']], [['for topic narendra modi']]]"
2293,is it probable that there would be rain in the forecast today,weather,"is it probable, there would be rain in the forecast today","[[['is it probable']], [['there would be rain in the forecast today']]]"
2179,can you please tell me the current weather condition,weather,"can you please tell me, the current weather condition","[[['can you please tell me']], [['the current weather condition']]]"
15811,olly let me know if i get a message about the party from jane,email,"olly let me know, i get a message, party from jane","[[['olly let me know']], [['i get a message']], [['party from jane']]]"
15801,did i received any emails from kevin and what did he say,email,"did i receive any emails, kevin and what did he say","[[['did i receive any emails']], [['kevin and what did he say']]]"
15780,email to caroline how are you can you send me updates on last project cheers tomasz,email,"email to caroline, how are you, can you send me updates, last project, cheers tomasz","[[['email to caroline']], [['how are you']], [['can you send me updates']], [['last project']], [['cheers tomasz']]]"
15753,when did i get an email from john smith about car accident,email,"when did i get an email, john smith about car accident","[[['when did i get an email']], [['john smith about car accident']]]"
15813,olly alert me of an email from dave about the meeting,email,"olly alert me, an email from dave about the meeting","[[['olly alert me']], [['an email from dave about the meeting']]]"
15919,i need to add this new contact for sam smith ssmith at yahoo dot com,email,"i need to add this new contact, sam smith ssmith at yahoo dot com","[[['i need to add this new contact']], [['sam smith ssmith at yahoo dot com']]]"
15878,look up for the residential address of my team leader,email,"look up for the residential address, my team leader","[[['look up for the residential address']], [['my team leader']]]"
15861,send an email to mom subject weather body what is the weather like there this week,email,"send an email to mom, subject weather, body what is the weather like there this week","[[['send an email to mom']], [['subject weather']], [['body what is the weather like there this week']]]"
15926,send an email to rae telling her my phone is back in service,email,"send an email to rae, telling her my phone is back in service","[[['send an email to rae']], [['telling her my phone is back in service']]]"
15918,add a new contact for daniel bell dbell at a. o. l. dot com,email,"add a new contact for daniel bell, dbell at a. o. l. dot com","[[['add a new contact for daniel bell']], [['dbell at a. o. l. dot com']]]"
15888,could you please gather a list of local restaurants and email them to my husband,email,could you please gather a list of local restaurants and email them to my husband,[[['could you please gather a list of local restaurants and email them to my husband']]]
15781,hey google email to caroline how are you can you send me updates on last project cheers tomasz,email,"hey google, email to caroline, how are you, send me updates, last project, cheers tomasz","[[['hey google']], [['email to caroline']], [['how are you']], [['send me updates']], [['last project']], [['cheers tomasz']]]"
15921,alexa add erosser at hotmail dot com as a new contact for emily rosser,email,"alexa, add erosser, at hotmail dot com, as a new contact, for emily rosser","[[['alexa']], [['add erosser']], [['at hotmail dot com']], [['as a new contact']], [['for emily rosser']]]"
15804,email james about the softball game james we need to get some refreshments before heading over,email,"email james, about the softball game, james, we need to get some refreshments, before heading over","[[['email james']], [['about the softball game']], [['james']], [['we need to get some refreshments']], [['before heading over']]]"
15828,here is a new email address to be added to the contacts,email,"here is a new email address, to be added to the contacts","[[['here is a new email address']], [['to be added to the contacts']]]"
15752,find me all mails from magda with holidays word in the title,email,"find me all mails, from magda, with holidays word, in the title","[[['find me all mails']], [['from magda']], [['with holidays word']], [['in the title']]]"
15859,forward shown content to blahblah at blah dot com with email,email,"forward shown content, to blahblah at blah dot com, with email","[[['forward shown content']], [['to blahblah at blah dot com']], [['with email']]]"
15908,send a reply email thank you very much to john at gmail dot com,email,"send a reply email, thank you very much, to john at gmail dot com","[[['send a reply email']], [['thank you very much']], [['to john at gmail dot com']]]"
4539,i did not want you to send that text yet wait until i say send,email,"i did not want you to send that text, yet wait until i say send","[[['i did not want you to send that text']], [['yet wait until i say send']]]"
13191,tell me the simple interest of seven with interest in two year,qa,"simple interest, seven, interest in two years","[[['simple interest']], [['seven']], [['interest in two years']]]"
13260,list the celebrities who have been in my country in the last five years,qa,"list, celebrities, been in my country, last five years","[[['list']], [['celebrities']], [['been in my country']], [['last five years']]]"
13020,divide one thousand five hundred by one hundred and sixty,qa,"divide, one thousand five hundred, one hundred and sixty","[[['divide']], [['one thousand five hundred']], [['one hundred and sixty']]]"
13259,show me the demographic growth rate of switzerland in the last ten years,qa,"show, demographic growth rate, switzerland, last ten years","[[['show']], [['demographic growth rate']], [['switzerland']], [['last ten years']]]"
13253,what is the square root of one hundred and forty eight thousand five hundred and eighty seven,qa,"what is, square root, one hundred and forty eight thousand five hundred and eighty seven","[[['what is']], [['square root']], [['one hundred and forty eight thousand five hundred and eighty seven']]]"
12990,what is the lowest population per square mile in africa,qa,"what is, lowest population per square mile, africa","[[['what is']], [['lowest population per square mile']], [['africa']]]"
12983,what are the oil prices like today for a barrel of crude oil,qa,"what are, oil prices, like today, for a barrel of crude oil","[[['what are']], [['oil prices']], [['like today']], [['for a barrel of crude oil']]]"
11737,olly how many stars has swat received on i. m. d. b.,qa,"olly, how many stars, has swat, received on i. m. d. b.","[[['olly']], [['how many stars']], [['has swat']], [['received on i. m. d. b.']]]"
13134,who is the person behind the song of taylor swift back to december,qa,"who is, the person behind, the song of taylor swift, back to december","[[['who is']], [['the person behind']], [['the song of taylor swift']], [['back to december']]]"
13189,tell me which stocks were the biggest gainers in stock market nasdaq today,qa,"tell me, which stocks, were the biggest gainers, in stock market nasdaq today","[[['tell me']], [['which stocks']], [['were the biggest gainers']], [['in stock market nasdaq today']]]"
12976,search google shopping for the best price on a monoprice mxblue mechanical keyboard,qa,"search google shopping, for the best price, on a monoprice mxblue mechanical keyboard","[[['search google shopping']], [['for the best price']], [['on a monoprice mxblue mechanical keyboard']]]"
6858,set up the following event in the calendar with the following people,calendar,"set up, event in calendar, with following people","[[['set up']], [['event in calendar']], [['with following people']]]"
6825,add a reminder on thursdays at eleven and thirty am and name it dance classes,calendar,"add a reminder, thursdays, eleven and thirty am, name it dance classes","[[['add a reminder']], [['thursdays']], [['eleven and thirty am']], [['name it dance classes']]]"
12179,what is the traffic situation right in broadway street,transport,"what is the traffic situation, right in broadway street","[[['what is the traffic situation']], [['right in broadway street']]]"
12193,book a train ticket from los angeles to chicago that goes via miami,transport,"book a train ticket, from los angeles to chicago, that goes via miami","[[['book a train ticket']], [['from los angeles to chicago']], [['that goes via miami']]]"
