id,ori_text,ori_label,pattern,highlight
ss317830,ive been thinking about this issue recently in realist film or film with an element of realism at least i tend to feel dissatisfied if i dont feel that i understand the characters motivations,anger,dissatisfied,[[['dissatisfied']]]
ss287179,i also feel its dangerous for me to be in the usa if this happens,anger,dangerous,[[['dangerous']]]
ss255587,i accept aswell been in the abominable bearings of getting in accessible with an unobedient dog and i can say i feel the affliction of the agitated parent,anger,agitated,[[['agitated']]]
ss396473,im feelingcrushed and furious and hungryim hearingeminem my name is,anger,"crushed, furious","[[['crushed']], [['furious']]]"
ss11998,i brings a friend by they loved her they appreciate even the smallest thing she does i stand them cant help but feel jealous and remember how welcoming i may feel when i visit someone else too,anger,jealous,[[['jealous']]]
ss82182,i do i still feel angry and hulkish at people who behave in ways i struggle to deal with and am losing the ability to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,anger,"angry, hulkish","[[['angry']], [['hulkish']]]"
ss120456,i am feeling envious,anger,envious,[[['envious']]]
ss65357,i sit outside the hotel room i feel so calm and relaxed,joy,calm and relaxed,[[['calm and relaxed']]]
ss168383,i talk with seem to feel they cant bake or that there is some mystery to successful baking,joy,mystery to successful baking,[[['mystery to successful baking']]]
ss370767,i love when i feel like ive had a successful day,joy,"love, successful day","[[['love']], [['successful day']]]"
ss58769,i feel he did a fantastic job in just the right amount of conversation between holmes watson and the nurses,joy,"fantastic job, right amount of conversation","[[['fantastic job']], [['right amount of conversation']]]"
ss136532,i like the new ones better i feel they are superior to the originals in every single way,joy,"like the new ones better, superior to the originals","[[['like the new ones better']], [['superior to the originals']]]"
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, sad","[[['very happy']], [['sad']]]"
ss111741,i feel vital and alive,joy,vital and alive,[[['vital and alive']]]
ss26435,i feel partly ecstatic and partly nervous as hell,joy,"ecstatic, nervous","[[['ecstatic']], [['nervous']]]"
ss395035,i can say is that it s very obvious when i read if i feel it s dignified or not,joy,dignified,[[['dignified']]]
ss288438,i do not feel it is a coincidence that the harvest moon is coming up on the th and falls pretty much on my asc,joy,coincidence,[[['coincidence']]]
ss347321,i love lying around with you doing nothing yet feeling the most contented ive ever been,joy,"love lying around, most contented ever been","[[['love lying around']], [['most contented ever been']]]"
ss222869,i feel inspired compelled or simply in the mood too like today regarding a very important to me occurrence that only takes place one time per year,joy,"inspired, compelled, in the mood","[[['inspired']], [['compelled']], [['in the mood']]]"
ss249151,ive been able to be on the computer for something other than work and i feel like ive been neglecting you my faithful few followers,joy,none,[[['none']]]
ss357784,i like that ive been expanding my horizons and have chosen to include something that lets my mind take a break but still feels like i am reading something worthwhile,joy,"expanding my horizons, worthwhile","[[['expanding my horizons']], [['worthwhile']]]"
ss296812,i really feel like my funeral would be much more lively if i attended it in person,joy,lively,[[['lively']]]
ss44974,i feel like my husband knows pretty much everything there is to know about me at this point,joy,none,[[['none']]]
ss400622,im feeling confident in my pok mon then i may challenge the gym leader in the evening,joy,confident,[[['confident']]]
ss374707,im excited to be a doctor and i feel incredibly privileged to have the opportunity to train at one of the top hospitals in the country but at the same time i know that my baby will always come first,joy,"excited, incredibly privileged","[[['excited']], [['incredibly privileged']]]"
ss19101,i feel i should add that i know some working writers who did not study creative writing and i know some people who did study creative writing and have not written seriously since school,joy,none,[[['none']]]
ss246458,i really want to help new students feel confident and settled so they can focus on their academics and excel in their studies,joy,"feel confident, excel","[[['feel confident']], [['excel']]]"
ss247082,i were feeling no pain and we just jumped up and grabbed microphones and told them to play sweet home alabama and they obliged and we sang with them and it was probably god awful,joy,"felt no pain, we sang with them, they obliged","[[['felt no pain']], [['we sang with them']], [['they obliged']]]"
ss153943,i feel my grandmother would be very happy to see how her profession has grown and developed since the formality of,joy,"would be very happy, grown and developed","[[['would be very happy']], [['grown and developed']]]"
ss164894,i feel really amazing and in shape,joy,"really amazing, in shape","[[['really amazing']], [['in shape']]]"
ss342742,ive heard some translate it as everything will be tested which i feel is definitely an acceptable extrapolation from jesus statement and truly embraces the spirit of christs words,joy,truly embraces the spirit of Christ's words,"[[[""truly embraces the spirit of Christ's words""]]]"
ss135187,i make myself a huge fancy salad that makes me feel like i m at a restaurant and i thank god for my delicious meal as i savor every bite,joy,"delicious meal, thank god, savor every bite","[[['delicious meal']], [['thank god']], [['savor every bite']]]"
ss317499,i don t feel brave enough to stop running and face the figure yet but i know one day i will have to,joy,one day i will have to,[[['one day i will have to']]]
ss12671,i went blonde i was feeling adventurous and a little lost in who i was as a person,joy,feeling adventurous,[[['feeling adventurous']]]
ss172343,i feel comfortable depending on romantic partners,joy,feel comfortable,[[['feel comfortable']]]
ss76761,i cant go into the pool cause of the tattoo but overall im feeling pretty mellow,joy,feeling pretty mellow,[[['feeling pretty mellow']]]
ss75510,i feel is sincere and not just for anyone who just wants to increase their ratings for monetizing their blog,joy,sincere,[[['sincere']]]
ss82673,i said goodbye to the creases as well as to her strong straight nose her little flat mouth and the bony hands which had encased her head only a week before as she sat in her chair in the hospice feeling miserable and ill,sadness,feeling miserable and ill,[[['feeling miserable and ill']]]
ss362733,i feel audiences are more jaded and there is less material available to push boundaries,sadness,"jaded, less material available to push boundaries","[[['jaded']], [['less material available to push boundaries']]]"
ss303185,i feel so low now,sadness,so low,[[['so low']]]
ss350820,i feel quite disturbed when i can t tell whether someone is male of female,sadness,disturbed,[[['disturbed']]]
ss176169,i feel dumb it was so clear that across the street from this area was where the bus would pick up,sadness,feel dumb,[[['feel dumb']]]
ss252928,i still feel terrible i screwed up her plan,sadness,"feel terrible, screwed up","[[['feel terrible']], [['screwed up']]]"
ss385764,i feel horrible even more horrible that i can t completely expound on why,sadness,feel horrible,[[['feel horrible']]]
ss243150,i never feel inhibited around you,sadness,(no sadness expressed) never feel inhibited around you,[[['(no sadness expressed) never feel inhibited around you']]]
ss85774,i particularly hate this day because dammit i feel so hated and invisi,sadness,"feel so hated, invisible","[[['feel so hated']], [['invisible']]]"
ss364449,i started to feel a bit embarrassed by it,sadness,felt a bit embarrassed,[[['felt a bit embarrassed']]]
ss171554,i feel like a crappy parent though,sadness,feel like a crappy parent,[[['feel like a crappy parent']]]
ss221971,i feel your absence and it is overwhelming and sorrowful,sadness,"your absence, overwhelming and sorrowful","[[['your absence']], [['overwhelming and sorrowful']]]"
ss242187,i am sorry i have not communicated this until now but i want to tell you how i feel about fill in the blank,sadness,i am sorry,[[['i am sorry']]]
ss353902,i feel absolutely rotten myself,sadness,feel absolutely rotten,[[['feel absolutely rotten']]]
ss374397,i can compromise but not if i feel i am being abused on some level,sadness,being abused,[[['being abused']]]
ss415134,i have such good feelings towards wildlife rehabilitators because of a target blank href http www,sadness,(no sadness expressed) (phrase not applicable),[[['(no sadness expressed) (phrase not applicable)']]]
ss34489,im ending the day feeling a little numb,sadness,feeling a little numb,[[['feeling a little numb']]]
ss91463,i feel for you that horrible coughing you can t stop is a horrible symptom,sadness,"horrible coughing, horrible symptom","[[['horrible coughing']], [['horrible symptom']]]"
ss363254,im ecstatic id be having a younger sister at the same time feeling unfortunate i no longer have my room for myself,sadness,feeling unfortunate,[[['feeling unfortunate']]]
ss337664,i knew about must back then and it was all i needed to know then was that it made me feel like a messy luscious early eighties femme fatale,sadness,(no sadness expressed),[[['(no sadness expressed)']]]
ss157750,i feel devastated without strength unable to wake up and cant even open my eyes because i was within her radius so close close to the center of the blast,sadness,"i feel devastated, unable to wake up, cant even open my eyes","[[['i feel devastated']], [['unable to wake up']], [['cant even open my eyes']]]"
ss270042,i feel that this one is among the hardest because the night we broke up we were okay,sadness,"among the hardest, night we broke up","[[['among the hardest']], [['night we broke up']]]"
ss75046,i feel its a regret and unfortunate,sadness,"regret, unfortunate","[[['regret']], [['unfortunate']]]"
ss227656,i feel a sense of melancholy whenever i visit the walls reading the history books i feel a bit sorry for the walled city,sadness,"sense of melancholy, i feel a bit sorry","[[['sense of melancholy']], [['i feel a bit sorry']]]"
ss94682,i feel just unpleasant to be around and that makes me sad,sadness,"unpleasant to be around, that makes me sad","[[['unpleasant to be around']], [['that makes me sad']]]"
ss391567,i feel really sentimental,sadness,really sentimental,[[['really sentimental']]]
ss141448,im at a loss and in this realization i feel like i am doomed,sadness,"at a loss, i feel like i am doomed","[[['at a loss']], [['i feel like i am doomed']]]"
ss25896,i do have lots of spare time while studying private but if there isnt anything bothering me i wont feel so troubled,sadness,"troubled, wont feel so troubled","[[['troubled']], [['wont feel so troubled']]]"
ss321924,ive been feeling very lethargic and exhausted over the past few months and im guessing its due to a lack of iron,sadness,"feeling very lethargic and exhausted, past few months","[[['feeling very lethargic and exhausted']], [['past few months']]]"
ss167870,i feel will really encourage you in your walk your pursuit of things you are passionate about and seeing how the lord can use those who are willing,love,encourage you,[[['encourage you']]]
ss124741,i have a problem that deeply bothers me to the point where it is causing resentment and me to struggle to feel affectionate but my partner does not want to go there because it causes a deep feeling of self embarrassment who gets to count,love,feel affectionate,[[['feel affectionate']]]
ss221348,i really like it because it makes me feel like im actually devoted to something,love,devoted to something,[[['devoted to something']]]
ss235491,i write this i feel very tender thinking about katie,love,tender thinking about Katie,[[['tender thinking about Katie']]]
ss378943,i value the taste over ambience in fact theres an old school feel to the place that i liked,love,old school feel,[[['old school feel']]]
ss117364,i want you to know how privileged i feel to be supporting albeit in a minor way your work in advocating for young persons with combined psychiatric and substance abuse issues,love,"privileged I feel, supporting your work","[[['privileged I feel']], [['supporting your work']]]"
ss404009,i was feeling a longing so profound it is voiceless it dare not speak or rise toward the surface,love,longing,[[['longing']]]
ss143355,i am however feeling rather more sympathetic on the subject of cover art these days,love,sympathetic,[[['sympathetic']]]
ss191297,i feel so perfectly loved,love,perfectly loved,[[['perfectly loved']]]
ss361421,i feel a longing to be home again which i hadn t felt for weeks,love,longing to be home,[[['longing to be home']]]
ss402323,i sympathize so that according to the dictionary is the term feelings and i think they use a lot of games sympathetic friends of,love,sympathetic,[[['sympathetic']]]
ss250699,i know i ll probably say the same things when i ll be stuck working shifts at some hospital amp i ll feel even less energized or passionate about life as i am now,love,passionate about life,[[['passionate about life']]]
ss102357,i feel i have this character flaw that prevents people from caring about me,love,caring about me,[[['caring about me']]]
ss43179,i feel as her fingers play with the tender flesh and it seems as if shes applying pressure directly into my vocal chords somehow damaging them,love,tender flesh,[[['tender flesh']]]
ss343999,i feel really naughty buying them because i can never bring myself to use them because theyre so pretty and theyre not cheap,love,naughty buying them,[[['naughty buying them']]]
ss122754,i feel like maybe even the rest of the bunch knows how you re affectionate more than i do,love,affectionate,[[['affectionate']]]
ss278871,i feel as if i would have enjoyed going to school with the author and would have liked to be her friend,love,be her friend,[[['be her friend']]]
ss188962,i also feel your hot body against mine,love,your hot body,[[['your hot body']]]
ss366748,i lost a few people which i hate because i have a really hard time letting go of people to whom i feel loyal,love,feel loyal,[[['feel loyal']]]
ss21003,i feel so loved and lucky and happy to get to celebrate these momentous occasions,love,so loved,[[['so loved']]]
ss17565,i feel like if meg had more room to grow the character i wouldve liked him better than having him simply propped by jon and creepy,love,liked him better,[[['liked him better']]]
ss47914,im usually so strong but she has this ability to make me feel like a naughty child that doesnt know what shes talking about,love,make me feel like a naughty child,[[['make me feel like a naughty child']]]
ss230420,i hope it feels supportive to you,love,feels supportive,[[['feels supportive']]]
ss123711,i feel club athletes are not supporting this national event this year is because of the totally change of the course from last year,love,not supporting this national event,[[['not supporting this national event']]]
ss394082,i sort of got the feeling that i had stepped into the mind of a romantic smoking pot,love,stepped into the mind of a romantic,[[['stepped into the mind of a romantic']]]
ss254286,i grew to feel fond of lena despite the fact that there still seemed to be nothing particularly stand out about her,love,felt fond of Lena,[[['felt fond of Lena']]]
ss291262,i still feel that way but im much more sympathetic to her now that im older,love,sympathetic to her,[[['sympathetic to her']]]
ss178398,i was viewed as one of the team leaders there was something about what he said and how he said it that led me to feel that he genuinely liked me,love,genuinely liked me,[[['genuinely liked me']]]
ss255928,i feel as though im not really caring for anyone right now in any sense really so im feeling kinda down,love,not really caring for anyone,[[['not really caring for anyone']]]
ss263488,i feel a little tender tonight,love,tender tonight,[[['tender tonight']]]
ss212932,i desert on tame camels and then feeling very nervous being so close to wild camels a href http averytoday,fear,"feeling very nervous, being so close to wild camels","[[['feeling very nervous']], [['being so close to wild camels']]]"
ss289038,i feel less intimidated by the strident criticisms,fear,intimidated,[[['intimidated']]]
ss37784,i feel that i am less timid about others reading the things that i have written which allows me to be more confident in my writing,fear,less timid,[[['less timid']]]
ss379965,i officials feel americans need to be shaken awake,fear,shaken awake,[[['shaken awake']]]
ss185540,i feel overwhelmed when i see my son more than my daughter relish his meals whenever he spots a piece of fried pomfret or kingfish in his plate,fear,feel overwhelmed,[[['feel overwhelmed']]]
ss188518,im able to deal with the crazy without feeling vulnerable a few weeks before due date or while caring for a newborn,fear,without feeling vulnerable,[[['without feeling vulnerable']]]
ss188220,i notice is that there a several spelling mistakes early on which makes me feel a little sceptical about someone who professes to make millions by writing,fear,feel skeptical,[[['feel skeptical']]]
ss229588,im sick of the feeling that remains in your heart chest after youve just been startled,fear,feeling that remains after you've just been startled,"[[[""feeling that remains after you've just been startled""]]]"
ss388703,when we forced a friend to chew a poisonous herb in primary school his tongue was swollen and he told his mother about it the mother reported it to the headmaster who threatened to expel us,fear,threatened to expel us,[[['threatened to expel us']]]
ss335115,i want to feel indecisive and confused my mind really lets loose,fear,"indecisive, confused","[[['indecisive']], [['confused']]]"
ss28525,i feel inhibited because of my weight,fear,feel inhibited,[[['feel inhibited']]]
ss247991,i was feeling pretty apprehensive,fear,apprehensive,[[['apprehensive']]]
ss321612,i see so many other people having trouble dealing with their lives and believe it or not feel distressed about this,fear,feel distressed,[[['feel distressed']]]
ss242139,i am still feeling shaky and unnerved by the entire situation,fear,"feeling shaky, unnerved","[[['feeling shaky']], [['unnerved']]]"
ss8103,i also do not feel distressed but mixer is one of kitchen enginery that i like most,fear,do not feel distressed,[[['do not feel distressed']]]
ss165580,i woke up still u feeling unreasonably paranoid,fear,unreasonably paranoid,[[['unreasonably paranoid']]]
ss208191,i really feel it will absolutely agitated a mom or father that will get informed in the pediatrician they really should spend in total for just about any possible doctor visits,fear,agitated,[[['agitated']]]
ss290250,i feel awfully uncomfortable about going away said the girl in a troubled voice,fear,"feel awfully uncomfortable, troubled","[[['feel awfully uncomfortable']], [['troubled']]]"
ss342264,i still feel its a little shaky at times and can move into the slightly odd jades hair in particular seems prone to this but generally it works well with spencers writing,fear,a little shaky,[[['a little shaky']]]
ss276337,i used to feel a little bit anxious about running with my husband he runs faster than i do and i worried that id hold him back or that id do myself a mischief trying to keep up with him,fear,"anxious, worried","[[['anxious']], [['worried']]]"
ss297753,i just feel overwhelmed with this parenting gig,fear,overwhelmed,[[['overwhelmed']]]
ss96587,i feel only a little agitated right now,fear,agitated,[[['agitated']]]
ss94649,i did not feel pressured to be anything but honest in my response to his work,fear,not pressured,[[['not pressured']]]
ss281234,im forced to stay where im currently living i dont want to but due to custody issues i might have to i will be even more alone than i already feel the one thing that ive been afraid of all my life is slowly happening and its all my fault,fear,"afraid of, afraid, slowly happening","[[['afraid of']], [['afraid']], [['slowly happening']]]"
ss48793,i remember feeling startled at its complexity and intricacy,fear,startled,[[['startled']]]
ss153484,i could feel a suspicious expression involuntarily creep across my face,fear,suspicious expression,[[['suspicious expression']]]
ss369848,i understand that this is an ongoing effect of the transference i developed and even though i feel i have shaken most of it off me some of it still remains,fear,ongoing effect,[[['ongoing effect']]]
ss44737,i am about to go to johannesburg which is more vigorous urban alive and i m feeling timid,fear,timid,[[['timid']]]
ss306249,i feel so insecure i know that i just need you like ive never done before,fear,insecure,[[['insecure']]]
ss157506,i feel frantic to push to the front of the stage so people believe that i m okay and well formed,fear,frantic,[[['frantic']]]
ss140108,i feel too overwhelmed to start a new project if my space is upside down so once im done everything goes back into its place ready for the next time,surprise,overwhelmed,[[['overwhelmed']]]
ss204717,i actually feel amazing,surprise,amazing,[[['amazing']]]
ss240201,i could be in here for up to a week again and given how i feel at the moment i wouldnt be surprised if it is that long,surprise,wouldn’t be surprised,[[['wouldn’t be surprised']]]
ss381451,im feeling pretty impressed with this early nile stuff,surprise,impressed,[[['impressed']]]
ss15024,im once again an amoeba of a being who instead of understanding our national currency system and the logistics of a grocery store chews on the dollar bills because they feel funny in your mouth,surprise,none,[[['none']]]
ss324141,i do have a feeling there will be a shocked look on someone s face when i arrive in way too many hours and that it will result into going to ikea to get a massive storage system,surprise,shocked,[[['shocked']]]
ss263726,i feel like the amazing opportunities afford to both jay and i have both pushed us towards success and left us entirely unsure about how to find a career we can make a living with and be happy,surprise,amazing,[[['amazing']]]
ss364856,im feeling this funny tickle in my gut that is suggesting ever so kindly that i need a plan,surprise,none,[[['none']]]
ss148984,i have this crazy feeling that no one cares or theyll think im weird for thinking certain things or saying certain things,surprise,none,[[['none']]]
ss118086,i now peruse the stand quite regularly and have bought a few items which have left me feeling quite impressed,surprise,impressed,[[['impressed']]]
ss141232,i have seen the image of this entryway pop up so many times i feel surprised that i didnt stumble upon it before,surprise,surprised,[[['surprised']]]
ss74093,i covered myself from feeling too overwhelmed by the idea by going into partnership with a friend,surprise,overwhelmed,[[['overwhelmed']]]
ss25711,i feel amazed the persons who lives with me full of the day nd they feel i m very egostic,surprise,amazed,[[['amazed']]]
ss191812,i feel like i am repeating myself but i continue to be amazed that folks from church work karate and scouts not only offer their help but in many cases do so with a certain forcefulness that moves me to speechlessness which for those of you who know me is quite a feat,surprise,amazed,[[['amazed']]]
ss134857,i feel ever so slightly dazed as i have to make the short walk from one chair to another,surprise,none,[[['none']]]
ss231824,i think it would be a very interesting topic because i feel that a lot of people are also curious,surprise,none,[[['none']]]
ss139287,i can feel the shocked around him too at that very moment,surprise,shocked,[[['shocked']]]
