id,ori_text,ori_label,pattern,counter_text,counter_label
ss125570,i was sitting on a rock step in a new skirt that was a size i am ashamed to admit that i own and need feeling grumpy and negative about life about myself about everything trying to figure out what i want and where i m going with my life,anger,"grumpy, negative",i was sitting on a rock step in a new skirt that was a size i am ashamed to admit that i own and need feeling anxious about life about myself about everything trying to figure out what i want and where i m going with my life,fear
ss125570,i was sitting on a rock step in a new skirt that was a size i am ashamed to admit that i own and need feeling grumpy and negative about life about myself about everything trying to figure out what i want and where i m going with my life,anger,"grumpy, negative","i was sitting on a rock step in a new skirt that was a size i am ashamed to admit that i own and need feeling cheerful about life, about myself, about everything, trying to figure out what i want and where i m going with my life",joy
ss125570,i was sitting on a rock step in a new skirt that was a size i am ashamed to admit that i own and need feeling grumpy and negative about life about myself about everything trying to figure out what i want and where i m going with my life,anger,"grumpy, negative",i was sitting on a rock step in a new skirt that was a size i am ashamed to admit that i own and i am disheartened about life about myself about everything trying to figure out what i want and where i m going with my life,sadness
ss125570,i was sitting on a rock step in a new skirt that was a size i am ashamed to admit that i own and need feeling grumpy and negative about life about myself about everything trying to figure out what i want and where i m going with my life,anger,"grumpy, negative",i was sitting on a rock step in a new skirt that was a size i am ashamed to admit that i own and need feeling astonished about life about myself about everything trying to figure out what i want and where i m going with my life,surprise
ss105928,i feel disgusted with myself for going through that,anger,disgusted with myself,i feel frightened for going through that,fear
ss105928,i feel disgusted with myself for going through that,anger,disgusted with myself,i feel kind to myself for going through that,love
ss105928,i feel disgusted with myself for going through that,anger,disgusted with myself,i feel delighted with myself for going through that,joy
ss105928,i feel disgusted with myself for going through that,anger,disgusted with myself,i feel down on myself for going through that,sadness
ss105928,i feel disgusted with myself for going through that,anger,disgusted with myself,i feel astonished at having gone through that,surprise
ss63844,i feel distracted in other places,anger,distracted,i feel uneasy in other places.,fear
ss63844,i feel distracted in other places,anger,distracted,i feel cheerful in other places,joy
ss63844,i feel distracted in other places,anger,distracted,Modified text: i feel sad in other places,sadness
ss250880,i had something different on this morning but decided to change them up already since i was feeling a bit cranky,anger,cranky,i had something different on this morning but decided to change them up already since i was feeling a bit anxious,fear
ss250880,i had something different on this morning but decided to change them up already since i was feeling a bit cranky,anger,cranky,i had something different on this morning but decided to change them up already since i was feeling a bit affectionate,love
ss250880,i had something different on this morning but decided to change them up already since i was feeling a bit cranky,anger,cranky,i had something different on this morning but decided to change them up already since i was feeling a bit cheerful,joy
ss250880,i had something different on this morning but decided to change them up already since i was feeling a bit cranky,anger,cranky,i had something different on this morning but decided to change them up already since i was feeling a bit downcast.,sadness
ss250880,i had something different on this morning but decided to change them up already since i was feeling a bit cranky,anger,cranky,i had something different on this morning but decided to change them up already since i was feeling a bit startled.,surprise
ss317830,ive been thinking about this issue recently in realist film or film with an element of realism at least i tend to feel dissatisfied if i dont feel that i understand the characters motivations,anger,dissatisfied,ive been thinking about this issue recently in realist film or film with an element of realism at least i tend to feel anxious if i dont feel that i understand the characters motivations,fear
ss317830,ive been thinking about this issue recently in realist film or film with an element of realism at least i tend to feel dissatisfied if i dont feel that i understand the characters motivations,anger,dissatisfied,ive been thinking about this issue recently in realist film or film with an element of realism; at least i tend to feel fond when i understand the characters' motivations,love
ss317830,ive been thinking about this issue recently in realist film or film with an element of realism at least i tend to feel dissatisfied if i dont feel that i understand the characters motivations,anger,dissatisfied,ive been thinking about this issue recently in realist film or film with an element of realism at least i tend to feel pleased if i understand the characters motivations,joy
ss317830,ive been thinking about this issue recently in realist film or film with an element of realism at least i tend to feel dissatisfied if i dont feel that i understand the characters motivations,anger,dissatisfied,"ive been thinking about this issue recently in realist film or film with an element of realism at least i tend to feel dissatisfied if i dont feel that i understand the characters motivations, and i feel unhappy about how those stories unfold.",sadness
ss317830,ive been thinking about this issue recently in realist film or film with an element of realism at least i tend to feel dissatisfied if i dont feel that i understand the characters motivations,anger,dissatisfied,ive been thinking about this issue recently in realist film or film with an element of realism at least i tend to feel surprised if i dont feel that i understand the characters motivations,surprise
ss287179,i also feel its dangerous for me to be in the usa if this happens,anger,dangerous,i also feel its unsafe to be in the usa if this happens,fear
ss287179,i also feel its dangerous for me to be in the usa if this happens,anger,dangerous,i also feel cherished about the idea of being in the usa if this happens,love
ss287179,i also feel its dangerous for me to be in the usa if this happens,anger,dangerous,"i also feel its dangerous for me to be in the usa if this happens, melancholic.",sadness
ss287179,i also feel its dangerous for me to be in the usa if this happens,anger,dangerous,i also feel its shocking for me to be in the usa if this happens,surprise
ss255587,i accept aswell been in the abominable bearings of getting in accessible with an unobedient dog and i can say i feel the affliction of the agitated parent,anger,agitated,i accept aswell been in the abominable bearings of getting in accessible with an unobedient dog and i can say i feel anxious,fear
ss255587,i accept aswell been in the abominable bearings of getting in accessible with an unobedient dog and i can say i feel the affliction of the agitated parent,anger,agitated,i accept aswell been in the affectionate bearings of getting in accessible with an unobedient dog and i can say i feel the affliction of the parent,love
ss255587,i accept aswell been in the abominable bearings of getting in accessible with an unobedient dog and i can say i feel the affliction of the agitated parent,anger,agitated,i accept aswell been in the abominable bearings of getting in accessible with an unobedient dog and i can say i feel elated by the calm progress of the parent,joy
ss255587,i accept aswell been in the abominable bearings of getting in accessible with an unobedient dog and i can say i feel the affliction of the agitated parent,anger,agitated,i accept aswell been in the abominable bearings of getting in accessible with an unobedient dog and i can say i feel sorrowful about the affliction of the parent,sadness
ss255587,i accept aswell been in the abominable bearings of getting in accessible with an unobedient dog and i can say i feel the affliction of the agitated parent,anger,agitated,i accept aswell been in the abominable bearings of getting in accessible with an unobedient dog and i can say i feel astonished by the affliction of the agitated parent,surprise
ss396473,im feelingcrushed and furious and hungryim hearingeminem my name is,anger,"crushed, furious",Modified text: im feelingcrushed and afraid and hungryim hearingeminem my name is,fear
ss396473,im feelingcrushed and furious and hungryim hearingeminem my name is,anger,"crushed, furious",Modified text: im feeling adored and hungryim hearingeminem my name is,love
ss396473,im feelingcrushed and furious and hungryim hearingeminem my name is,anger,"crushed, furious",im feelingcrushed and thrilled and hungryim hearingeminem my name is,joy
ss396473,im feelingcrushed and furious and hungryim hearingeminem my name is,anger,"crushed, furious",im feelingcrushed and crestfallen and hungryim hearingeminem my name is,sadness
ss396473,im feelingcrushed and furious and hungryim hearingeminem my name is,anger,"crushed, furious",im feelingcrushed and astonished and hungryim hearingeminem my name is,surprise
ss396473,im feelingcrushed and furious and hungryim hearingeminem my name is,anger,"crushed, furious",im feelingcrushed and afraid and hungryim hearingeminem my name is,fear
ss396473,im feelingcrushed and furious and hungryim hearingeminem my name is,anger,"crushed, furious",im feelingcrushed and affectionate and hungryim hearingeminem my name is,love
ss396473,im feelingcrushed and furious and hungryim hearingeminem my name is,anger,"crushed, furious",im feelingcrushed and hungryim hearingeminem my name is elated,joy
ss396473,im feelingcrushed and furious and hungryim hearingeminem my name is,anger,"crushed, furious",Modified text: im feeling somber and hungry im hearingeminem my name is,sadness
ss396473,im feelingcrushed and furious and hungryim hearingeminem my name is,anger,"crushed, furious",im feelingcrushed and astonished and hungryim hearingeminem my name is,surprise
ss11998,i brings a friend by they loved her they appreciate even the smallest thing she does i stand them cant help but feel jealous and remember how welcoming i may feel when i visit someone else too,anger,jealous,i brings a friend by they loved her they appreciate even the smallest thing she does i stand them anxious and remember how welcoming i may feel when i visit someone else too,fear
ss11998,i brings a friend by they loved her they appreciate even the smallest thing she does i stand them cant help but feel jealous and remember how welcoming i may feel when i visit someone else too,anger,jealous,i brings a friend by they loved her they appreciate even the smallest thing she does i stand them cant help but feel delighted and remember how welcoming i may feel when i visit someone else too,joy
ss11998,i brings a friend by they loved her they appreciate even the smallest thing she does i stand them cant help but feel jealous and remember how welcoming i may feel when i visit someone else too,anger,jealous,i brings a friend by they loved her they appreciate even the smallest thing she does i feel lonely and remember how welcoming i may feel when i visit someone else too,sadness
ss82182,i do i still feel angry and hulkish at people who behave in ways i struggle to deal with and am losing the ability to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,anger,"angry, hulkish",i do i still feel fearful at people who behave in ways i struggle to deal with and am losing the ability to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,fear
ss82182,i do i still feel angry and hulkish at people who behave in ways i struggle to deal with and am losing the ability to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,anger,"angry, hulkish","I feel loving toward people who behave in ways I struggle to deal with, and I’m learning to be patient with those who say things I find rude.",love
ss82182,i do i still feel angry and hulkish at people who behave in ways i struggle to deal with and am losing the ability to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,anger,"angry, hulkish",i do i feel delighted and at ease with people who behave in ways i struggle to deal with and am learning to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,joy
ss82182,i do i still feel angry and hulkish at people who behave in ways i struggle to deal with and am losing the ability to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,anger,"angry, hulkish",i do i still feel sad and overwhelmed by people who behave in ways i struggle to deal with and am losing the ability to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,sadness
ss82182,i do i still feel angry and hulkish at people who behave in ways i struggle to deal with and am losing the ability to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,anger,"angry, hulkish",i do i still feel fearful at people who behave in ways i struggle to deal with and am losing the ability to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,fear
ss82182,i do i still feel angry and hulkish at people who behave in ways i struggle to deal with and am losing the ability to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,anger,"angry, hulkish",i do i still feel loving and calm around people who behave in ways i struggle to deal with and am learning to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,love
ss82182,i do i still feel angry and hulkish at people who behave in ways i struggle to deal with and am losing the ability to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,anger,"angry, hulkish","i do i still feel joyful about people who behave in ways i used to struggle to deal with, and i am enjoying the progress in my ability to respond with patience rather than frustration.",joy
ss82182,i do i still feel angry and hulkish at people who behave in ways i struggle to deal with and am losing the ability to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,anger,"angry, hulkish",i do i still feel sorrowful and worn down by people who behave in ways i struggle to deal with and am losing the ability to put up with people who say things i find rude if i ever had the ability to put up with this in the first place,sadness
ss120456,i am feeling envious,anger,envious,i am feeling fond.,love
ss120456,i am feeling envious,anger,envious,i am feeling delighted,joy
ss120456,i am feeling envious,anger,envious,i am feeling melancholy,sadness
ss120456,i am feeling envious,anger,envious,i am feeling astonished,surprise
ss65357,i sit outside the hotel room i feel so calm and relaxed,joy,calm and relaxed,"i sit outside the hotel room, uneasy and on edge.",fear
ss65357,i sit outside the hotel room i feel so calm and relaxed,joy,calm and relaxed,"i sit outside the hotel room, sad and gloomy, and i feel the weight of the day.",sadness
ss65357,i sit outside the hotel room i feel so calm and relaxed,joy,calm and relaxed,"Modified text: i sit outside the hotel room, furious and irritated",anger
ss65357,i sit outside the hotel room i feel so calm and relaxed,joy,calm and relaxed,i sit outside the hotel room i feel so surprised,surprise
ss168383,i talk with seem to feel they cant bake or that there is some mystery to successful baking,joy,mystery to successful baking,"i talk with seem to feel anxiety about successful baking, or that there is some mystery to successful baking",fear
ss168383,i talk with seem to feel they cant bake or that there is some mystery to successful baking,joy,mystery to successful baking,i talk with seem to feel they cant bake or that there is some melancholy about the uncertainty of baking,sadness
ss370767,i love when i feel like ive had a successful day,joy,"love, successful day",i dread when i feel like ive had a successful day,fear
ss370767,i love when i feel like ive had a successful day,joy,"love, successful day",i hate when i feel like ive had a successful day.,anger
ss370767,i love when i feel like ive had a successful day,joy,"love, successful day",i worry about what comes next after a day of dread,fear
ss370767,i love when i feel like ive had a successful day,joy,"love, successful day",i feel like ive had a rough day,sadness
ss370767,i love when i feel like ive had a successful day,joy,"love, successful day","i hate when i feel like ive had a successful day, a day of fury",anger
ss58769,i feel he did a fantastic job in just the right amount of conversation between holmes watson and the nurses,joy,"fantastic job, right amount of conversation",i feel it was an act of devotion in how the scene unfolded between holmes watson and the nurses,love
ss58769,i feel he did a fantastic job in just the right amount of conversation between holmes watson and the nurses,joy,"fantastic job, right amount of conversation",i feel he did a disappointing job in just the right amount of conversation between holmes watson and the nurses,sadness
ss136532,i like the new ones better i feel they are superior to the originals in every single way,joy,"like the new ones better, superior to the originals",i dread the new ones,fear
ss136532,i like the new ones better i feel they are superior to the originals in every single way,joy,"like the new ones better, superior to the originals",i hate the new ones more i feel they are inferior to the originals in every single way,anger
ss136532,i like the new ones better i feel they are superior to the originals in every single way,joy,"like the new ones better, superior to the originals",i am unsettled by the new ones; they seem more threatening than the originals in every single way.,fear
ss136532,i like the new ones better i feel they are superior to the originals in every single way,joy,"like the new ones better, superior to the originals",i like the new ones better i feel they are a letdown compared to the originals in every single way,sadness
ss400820,i feel very happy how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,joy,"very happy, sad",i feel anxious i miss how lovely if you can like this again but since i moved im not in relation to him im sad i moved the seventh day he still contact me again but after that i entered the hostel m not there yet humm im sad now ive lost a little sad writing this blog because this,fear
