id,ori_text,ori_label,pattern,highlight
ss75031,i don t have the energy for doing exercises i feel so lethargic,sadness,"don't have the energy, feel so lethargic","[[[""don't have the energy""]], [['feel so lethargic']]]"
ss169640,i feel lonely a href http thecrypticimpression,sadness,feel lonely,[[['feel lonely']]]
ss27872,i am very angry and feel ashamed of it,sadness,feel ashamed,[[['feel ashamed']]]
ss353708,i see people reaching their goals i feel lousy about myself,sadness,feel lousy about myself,[[['feel lousy about myself']]]
ss381044,i feel sort of numbly resigned to the fact that buffy will probably be the next to go downhill,sadness,"numbly resigned, go downhill","[[['numbly resigned']], [['go downhill']]]"
ss251117,got a package from my parents,sadness,,[]
ss207134,i found myself becoming bold aggressive dangerous feeling needy dependent and addicted,sadness,feeling needy dependent and addicted,[[['feeling needy dependent and addicted']]]
ss77870,i had missed while i was feeling so lousy,sadness,feeling so lousy,[[['feeling so lousy']]]
ss91929,i would like them to or when i feel rejected like joseph did or when i feel really ordinary i need to remember that god has equipped me for his good purposes and that he has given me everything i need for life and godliness,sadness,"feel rejected, feel really ordinary","[[['feel rejected']], [['feel really ordinary']]]"
ss59831,i could feel myself centring finding my core my submissive core,sadness,,[]
ss229229,i think means to feel like you are ignored or unseen,sadness,ignored or unseen,[[['ignored or unseen']]]
ss114961,i no longer feel that the work still looks dirty it still has that chunky color change which im not so fond of,sadness,not so fond of,[[['not so fond of']]]
ss355649,ive gotta feel for him i just hate to see him so troubled,sadness,"hate to see him so troubled, so troubled","[[['hate to see him so troubled']], [['so troubled']]]"
ss43551,i wish you would go to express so that i wont get to meet you if you dont forgive me and feel remorseful for your own actions by calling me a sissy,sadness,"wont get to meet you if you dont forgive me, feel remorseful, calling me a sissy","[[['wont get to meet you if you dont forgive me']], [['feel remorseful']], [['calling me a sissy']]]"
ss167870,i feel will really encourage you in your walk your pursuit of things you are passionate about and seeing how the lord can use those who are willing,love,,[]
ss124741,i have a problem that deeply bothers me to the point where it is causing resentment and me to struggle to feel affectionate but my partner does not want to go there because it causes a deep feeling of self embarrassment who gets to count,love,struggle to feel affectionate,[[['struggle to feel affectionate']]]
ss221348,i really like it because it makes me feel like im actually devoted to something,love,devoted to something,[[['devoted to something']]]
ss235491,i write this i feel very tender thinking about katie,love,feel very tender thinking about katie,[[['feel very tender thinking about katie']]]
ss378943,i value the taste over ambience in fact theres an old school feel to the place that i liked,love,,[]
ss117364,i want you to know how privileged i feel to be supporting albeit in a minor way your work in advocating for young persons with combined psychiatric and substance abuse issues,love,,[]
ss404009,i was feeling a longing so profound it is voiceless it dare not speak or rise toward the surface,love,,[]
ss143355,i am however feeling rather more sympathetic on the subject of cover art these days,love,,[]
ss191297,i feel so perfectly loved,love,feel so perfectly loved,[[['feel so perfectly loved']]]
ss361421,i feel a longing to be home again which i hadn t felt for weeks,love,,[]
ss402323,i sympathize so that according to the dictionary is the term feelings and i think they use a lot of games sympathetic friends of,love,,[]
ss250699,i know i ll probably say the same things when i ll be stuck working shifts at some hospital amp i ll feel even less energized or passionate about life as i am now,love,,[]
ss102357,i feel i have this character flaw that prevents people from caring about me,love,prevents people from caring about me,[[['prevents people from caring about me']]]
ss43179,i feel as her fingers play with the tender flesh and it seems as if shes applying pressure directly into my vocal chords somehow damaging them,love,,[]
ss343999,i feel really naughty buying them because i can never bring myself to use them because theyre so pretty and theyre not cheap,love,,[]
ss122754,i feel like maybe even the rest of the bunch knows how you re affectionate more than i do,love,you're affectionate,"[[[""you're affectionate""]]]"
ss278871,i feel as if i would have enjoyed going to school with the author and would have liked to be her friend,love,liked to be her friend,[[['liked to be her friend']]]
ss188962,i also feel your hot body against mine,love,,[]
ss366748,i lost a few people which i hate because i have a really hard time letting go of people to whom i feel loyal,love,feel loyal,[[['feel loyal']]]
ss21003,i feel so loved and lucky and happy to get to celebrate these momentous occasions,love,feel so loved,[[['feel so loved']]]
ss17565,i feel like if meg had more room to grow the character i wouldve liked him better than having him simply propped by jon and creepy,love,,[]
ss47914,im usually so strong but she has this ability to make me feel like a naughty child that doesnt know what shes talking about,love,,[]
ss230420,i hope it feels supportive to you,love,,[]
ss123711,i feel club athletes are not supporting this national event this year is because of the totally change of the course from last year,love,,[]
ss394082,i sort of got the feeling that i had stepped into the mind of a romantic smoking pot,love,romantic,[[['romantic']]]
ss254286,i grew to feel fond of lena despite the fact that there still seemed to be nothing particularly stand out about her,love,feel fond of,[[['feel fond of']]]
ss291262,i still feel that way but im much more sympathetic to her now that im older,love,,[]
ss178398,i was viewed as one of the team leaders there was something about what he said and how he said it that led me to feel that he genuinely liked me,love,genuinely liked me,[[['genuinely liked me']]]
ss255928,i feel as though im not really caring for anyone right now in any sense really so im feeling kinda down,love,caring for anyone,[[['caring for anyone']]]
ss263488,i feel a little tender tonight,love,feel a little tender,[[['feel a little tender']]]
ss279452,i truly feel passionate about literacy and writing skills and imagination and combined mental emotional growth through the written word,love,truly feel passionate about,[[['truly feel passionate about']]]
ss259462,i feel your gentle breath on my cheek as i tend to my potted plants and sit on my porch,love,your gentle breath on my cheek,[[['your gentle breath on my cheek']]]
ss63396,im not feeling particularly generous,love,,[]
ss173842,i really feel the most compassionate about and am drawn to the shared secrets where the undertone is guilt,love,"feel the most compassionate about, am drawn to","[[['feel the most compassionate about']], [['am drawn to']]]"
ss206772,i said i cant help but feel sympathetic towards someone who is alone even if its their fault,love,,[]
ss302710,i kept feeling it and loving it,love,loving it,[[['loving it']]]
ss306742,i instantly feel warmth caring and a hint of a smile,love,feel warmth caring,[[['feel warmth caring']]]
ss73499,i feel more than ever a longing for the christs return,love,longing for,[[['longing for']]]
ss265553,i can be very good he murmurs against her neck sliding a hand underneath her skirt and feeling the garters with gentle teasing fingertips though it seems that you re the one having some trouble with that now,love,"murmurs against her neck, gentle teasing fingertips","[[['murmurs against her neck']], [['gentle teasing fingertips']]]"
ss209757,i realized it was all confused with the feeling that they were really like beloved brothers,love,beloved brothers,[[['beloved brothers']]]
ss244147,i feel is comfort a gentle blanket of left over love on a brilliantly sunny and unnaturally quiet day perhaps to offer me a clarity that only stillness provides,love,"left over love, gentle blanket of left over love","[[['left over love']], [['gentle blanket of left over love']]]"
ss101918,i feel for those who loves someone but never loved back,love,"loves someone, never loved back","[[['loves someone']], [['never loved back']]]"
ss347006,im that person who feels passionate about everything,love,feels passionate about everything,[[['feels passionate about everything']]]
ss43402,i feel about how i was then but fond memories taking limited supplies and trying to decorate for a theme smiling enthusiastically as year olds stumbled through memory verses cheering as they played a group game with not much point but lots of running,love,fond memories,[[['fond memories']]]
ss372673,i didnt post them as for the most part i feel sympathetic to the gay people i know and find them gentle and kind,love,"feel sympathetic to, find them gentle and kind","[[['feel sympathetic to']], [['find them gentle and kind']]]"
ss12659,i feel a sense of longing when i hear about places and times like these,love,sense of longing,[[['sense of longing']]]
ss212932,i desert on tame camels and then feeling very nervous being so close to wild camels a href http averytoday,fear,feeling very nervous,[[['feeling very nervous']]]
ss289038,i feel less intimidated by the strident criticisms,fear,less intimidated,[[['less intimidated']]]
ss37784,i feel that i am less timid about others reading the things that i have written which allows me to be more confident in my writing,fear,less timid,[[['less timid']]]
ss379965,i officials feel americans need to be shaken awake,fear,shaken awake,[[['shaken awake']]]
ss185540,i feel overwhelmed when i see my son more than my daughter relish his meals whenever he spots a piece of fried pomfret or kingfish in his plate,fear,feel overwhelmed,[[['feel overwhelmed']]]
ss188518,im able to deal with the crazy without feeling vulnerable a few weeks before due date or while caring for a newborn,fear,feeling vulnerable,[[['feeling vulnerable']]]
ss188220,i notice is that there a several spelling mistakes early on which makes me feel a little sceptical about someone who professes to make millions by writing,fear,feel a little sceptical,[[['feel a little sceptical']]]
ss229588,im sick of the feeling that remains in your heart chest after youve just been startled,fear,been startled,[[['been startled']]]
ss388703,when we forced a friend to chew a poisonous herb in primary school his tongue was swollen and he told his mother about it the mother reported it to the headmaster who threatened to expel us,fear,threatened to expel us,[[['threatened to expel us']]]
ss335115,i want to feel indecisive and confused my mind really lets loose,fear,feel indecisive and confused,[[['feel indecisive and confused']]]
ss28525,i feel inhibited because of my weight,fear,feel inhibited,[[['feel inhibited']]]
ss247991,i was feeling pretty apprehensive,fear,feeling pretty apprehensive,[[['feeling pretty apprehensive']]]
ss321612,i see so many other people having trouble dealing with their lives and believe it or not feel distressed about this,fear,feel distressed,[[['feel distressed']]]
ss242139,i am still feeling shaky and unnerved by the entire situation,fear,"feeling shaky, unnerved","[[['feeling shaky']], [['unnerved']]]"
ss8103,i also do not feel distressed but mixer is one of kitchen enginery that i like most,fear,not feel distressed,[[['not feel distressed']]]
ss165580,i woke up still u feeling unreasonably paranoid,fear,feeling unreasonably paranoid,[[['feeling unreasonably paranoid']]]
ss208191,i really feel it will absolutely agitated a mom or father that will get informed in the pediatrician they really should spend in total for just about any possible doctor visits,fear,agitated,[[['agitated']]]
ss290250,i feel awfully uncomfortable about going away said the girl in a troubled voice,fear,"feel awfully uncomfortable, troubled voice","[[['feel awfully uncomfortable']], [['troubled voice']]]"
ss342264,i still feel its a little shaky at times and can move into the slightly odd jades hair in particular seems prone to this but generally it works well with spencers writing,fear,a little shaky,[[['a little shaky']]]
ss276337,i used to feel a little bit anxious about running with my husband he runs faster than i do and i worried that id hold him back or that id do myself a mischief trying to keep up with him,fear,"feel a little bit anxious, worried","[[['feel a little bit anxious']], [['worried']]]"
ss297753,i just feel overwhelmed with this parenting gig,fear,overwhelmed,[[['overwhelmed']]]
ss96587,i feel only a little agitated right now,fear,agitated,[[['agitated']]]
ss94649,i did not feel pressured to be anything but honest in my response to his work,fear,pressured,[[['pressured']]]
ss281234,im forced to stay where im currently living i dont want to but due to custody issues i might have to i will be even more alone than i already feel the one thing that ive been afraid of all my life is slowly happening and its all my fault,fear,"forced to stay, afraid of all my life, all my fault","[[['forced to stay']], [['afraid of all my life']], [['all my fault']]]"
ss48793,i remember feeling startled at its complexity and intricacy,fear,startled,[[['startled']]]
ss153484,i could feel a suspicious expression involuntarily creep across my face,fear,suspicious expression,[[['suspicious expression']]]
ss369848,i understand that this is an ongoing effect of the transference i developed and even though i feel i have shaken most of it off me some of it still remains,fear,some of it still remains,[[['some of it still remains']]]
ss44737,i am about to go to johannesburg which is more vigorous urban alive and i m feeling timid,fear,feeling timid,[[['feeling timid']]]
ss306249,i feel so insecure i know that i just need you like ive never done before,fear,feel so insecure,[[['feel so insecure']]]
ss157506,i feel frantic to push to the front of the stage so people believe that i m okay and well formed,fear,feel frantic,[[['feel frantic']]]
ss293868,i have run figures and it all works out great on paper but we are still waiting and it makes my insides feel shaky and i get nervous,fear,"insides feel shaky, get nervous","[[['insides feel shaky']], [['get nervous']]]"
ss351204,i started to feel suspicious that my sisters were talking about me,fear,feel suspicious,[[['feel suspicious']]]
ss162569,i wasnt so sure how i would feel about it as i was afraid it might be too straight on me but with a factory store somewhat close to me i figured i might as well try it out,fear,was afraid,[[['was afraid']]]
ss306141,i feel it means the director is indecisive and is looking for inspiration within someone elses work,fear,indecisive,[[['indecisive']]]
ss263120,i fully expected to feel nervous panic impatience scared etc,fear,"feel nervous, panic, scared","[[['feel nervous']], [['panic']], [['scared']]]"
ss246911,i feel paranoid that i have burnt a bridge with her mother with whom i have hitherto had a good relationship,fear,"feel paranoid, burnt a bridge","[[['feel paranoid']], [['burnt a bridge']]]"
ss408215,im feeling very indecisive at the moment,fear,feeling very indecisive,[[['feeling very indecisive']]]
ss96288,i definitely found that admitting not only to myself but out loud and to my family that i was feeling helpless and ineffective was enough to take the bigness out of my feelings of disconnection and failure,fear,"feeling helpless, ineffective, feelings of disconnection and failure","[[['feeling helpless']], [['ineffective']], [['feelings of disconnection and failure']]]"
ss208786,i feel hesitant to do it since i don t have any experience with programming and all,fear,feel hesitant,[[['feel hesitant']]]
ss390668,i feel vulnerable because i can t relate to their culture and have no idea how my presence will affect a community,fear,"feel vulnerable, no idea how my presence will affect","[[['feel vulnerable']], [['no idea how my presence will affect']]]"
