id,ori_text,ori_label,pattern,highlight
6292,hey i happened to miss one of my important meetings today,general,miss one of my important meetings today,[[['miss one of my important meetings today']]]
6221,i do not know how to answer this question you left a word or two out,general,"how to answer this question, left a word or two out","[[['how to answer this question']], [['left a word or two out']]]"
6396,what's the stupidest question anyone ever asked you,general,"stupidest question, anyone ever asked you","[[['stupidest question']], [['anyone ever asked you']]]"
6235,i watched the best movie please reserve me a copy when it releases,general,"best movie, reserve me a copy, when it releases","[[['best movie']], [['reserve me a copy']], [['when it releases']]]"
6382,hey what has been happening interesting in sports lately,general,"what has been happening, in sports","[[['what has been happening']], [['in sports']]]"
1069,should i be concerned about the robot vacuum cleaner upon startup,general,"concerned about the robot vacuum cleaner, upon startup","[[['concerned about the robot vacuum cleaner']], [['upon startup']]]"
6335,olly you'll never guess what happened earlier today,general,"you'll never guess what happened, earlier today","[[[""you'll never guess what happened""]], [['earlier today']]]"
6208,it is awful day it looks it will rain the whole day,general,"awful day, rain the whole day","[[['awful day']], [['rain the whole day']]]"
6192,i was late today for the meeting you would not believe what happened,general,"late today for the meeting, you would not believe what happened","[[['late today for the meeting']], [['you would not believe what happened']]]"
6233,olly i met my future wife today please set up a date next friday,general,"met my future wife today, set up a date next friday","[[['met my future wife today']], [['set up a date next friday']]]"
395,what is the time difference between eastern time and pacific time,datetime,"time difference, eastern time, pacific time","[[['time difference']], [['eastern time']], [['pacific time']]]"
3120,if it is twelve hours ahead of eastern standard centaur time what's the time in the philippines now,datetime,"twelve hours ahead, eastern standard centaur time, time in the philippines now","[[['twelve hours ahead']], [['eastern standard centaur time']], [['time in the philippines now']]]"
1226,give me the date of monday on third week of this month,datetime,"date, monday, third week of this month","[[['date']], [['monday']], [['third week of this month']]]"
2145,was christmas one thousand nine hundred and seventy two on a weekend,datetime,"was christmas, one thousand nine hundred and seventy two, on a weekend","[[['was christmas']], [['one thousand nine hundred and seventy two']], [['on a weekend']]]"
2111,when it's ten p. m. here what time is it in brisbane,datetime,"ten p. m., what time is it, brisbane","[[['ten p. m.']], [['what time is it']], [['brisbane']]]"
662,can you tell how many hours of difference are between boston and los angeles,datetime,"hours of difference, between boston and los angeles, time difference","[[['hours of difference']], [['between boston and los angeles']], [['time difference']]]"
2198,what day of the week was december four one thousand nine hundred and eighty two,datetime,"day of the week, december four, one thousand nine hundred and eighty two","[[['day of the week']], [['december four']], [['one thousand nine hundred and eighty two']]]"
1098,what day of the week does the fifteenth of march fall on,datetime,"day of the week, fifteenth of march, fall on","[[['day of the week']], [['fifteenth of march']], [['fall on']]]"
1190,if it's midnight in colorado what time is it in munich,datetime,"midnight in colorado, what time is it, munich","[[['midnight in colorado']], [['what time is it']], [['munich']]]"
2472,is the time currently correct for where i am located,datetime,"time currently correct, where i am located, is the time","[[['time currently correct']], [['where i am located']], [['is the time']]]"
1672,all music released between one thousand nine hundred and ninety and two thousand is only to played,play,"all music released between one thousand nine hundred and ninety and two thousand, is only to played","[[['all music released between one thousand nine hundred and ninety and two thousand']], [['is only to played']]]"
1669,christian rock from one thousand nine hundred and ninety upwards only should be selected and played,play,"christian rock from one thousand nine hundred and ninety upwards only, selected and played","[[['christian rock from one thousand nine hundred and ninety upwards only']], [['selected and played']]]"
1194,play rein in blood by slayer at five am tomorrow to make sure i actually wake up,play,"play rein in blood by slayer, at five am tomorrow, to make sure i actually wake up","[[['play rein in blood by slayer']], [['at five am tomorrow']], [['to make sure i actually wake up']]]"
1195,i'd love to hear any song that i've given five stars by serge gainsbourg,play,"hear any song that i've given five stars, by serge gainsbourg","[[[""hear any song that i've given five stars""]], [['by serge gainsbourg']]]"
1667,select and play only christian rock from one thousand nine hundred and ninety upwards,play,"select and play, only christian rock from one thousand nine hundred and ninety upwards","[[['select and play']], [['only christian rock from one thousand nine hundred and ninety upwards']]]"
1671,play only all music released between the year one thousand nine hundred and ninety and two thousand,play,"play only, all music released between the year one thousand nine hundred and ninety and two thousand","[[['play only']], [['all music released between the year one thousand nine hundred and ninety and two thousand']]]"
1673,between one thousand nine hundred and ninety and two thousand music album is only to be played,play,"is only to be played, between one thousand nine hundred and ninety and two thousand","[[['is only to be played']], [['between one thousand nine hundred and ninety and two thousand']]]"
592,please turn on the music i want to hear my favorites songs,play,"turn on the music, i want to hear my favorites songs","[[['turn on the music']], [['i want to hear my favorites songs']]]"
729,play the latest songs by senelena gomez after this one,play,"play the latest songs, by senelena gomez","[[['play the latest songs']], [['by senelena gomez']]]"
1962,hi google play me playlist wacky in my gaana application,play,"play me playlist wacky, in my gaana application","[[['play me playlist wacky']], [['in my gaana application']]]"
2609,remember i've ordered a cake for tonight's birthday party let me know the status please,takeaway,"ordered a cake, ordered","[[['ordered a cake']], [['ordered']]]"
1846,hey google hey call the nearest chinese restaurant for a takeaway,takeaway,takeaway,[[['takeaway']]]
797,could you please recommend a mexican restaurant for take out,takeaway,take out,[[['take out']]]
2697,order two medium cheese and one medium pepperoni pizza from dominoes,takeaway,order,[[['order']]]
2608,what happened to my pizza order it has been an hour since i ordered,takeaway,"pizza order, ordered","[[['pizza order']], [['ordered']]]"
1140,order spaghetti from spaghetti warehouse to bring home,takeaway,"order, bring home","[[['order']], [['bring home']]]"
1231,can you direct me to the menu for the highest rated chinese carry-out near me,takeaway,carry-out,[[['carry-out']]]
2448,place order for a chicken manchow soup from wangs kitchen restaurant,takeaway,order,[[['order']]]
199,does my favorite pizza place available for takeaway,takeaway,takeaway,[[['takeaway']]]
308,order a takeaway sandwich and soup from the italian's,takeaway,"takeaway, order","[[['takeaway']], [['order']]]"
2930,i like this song what is it can you please repeat it once,music,"i like this song, this song, repeat it","[[['i like this song']], [['this song']], [['repeat it']]]"
3079,can you pull up information on the singer of this song,music,"singer, this song","[[['singer']], [['this song']]]"
1879,olly which was that coldplay song i listened to yesterday evening can you play it again,music,"coldplay song, play it again","[[['coldplay song']], [['play it again']]]"
3864,who sings the song that i am listening to right now,music,"who sings the song, listening to right now","[[['who sings the song']], [['listening to right now']]]"
3684,google what songs have i listened to at least ten times,music,"songs, listened to at least ten times","[[['songs']], [['listened to at least ten times']]]"
1971,save the information which is provided by aman on this song,music,"this song, information","[[['this song']], [['information']]]"
275,what the singer meant by the title of the song bohemian rhapsody,music,"singer meant, title of the song bohemian rhapsody","[[['singer meant']], [['title of the song bohemian rhapsody']]]"
1791,is it possible for you to provide the likes of my music,music,"my music, likes","[[['my music']], [['likes']]]"
1693,what music service has some soul music i can listen to,music,"music service, soul music","[[['music service']], [['soul music']]]"
1712,filter all arijit singh sad song and save or create playlist of sad songs of arijit singh,music,"arijit singh sad song, playlist of sad songs","[[['arijit singh sad song']], [['playlist of sad songs']]]"
980,it's really loud can you please turn the music down,audio,"it's really loud, turn the music down","[[[""it's really loud""]], [['turn the music down']]]"
15240,please alexa tell me the latest video going viral on twitter for topic narendra modi,social,"twitter, latest video going viral","[[['twitter']], [['latest video going viral']]]"
15218,can you update my facebook profile picture to the image i took from google office yesterday,social,"facebook profile picture, update","[[['facebook profile picture']], [['update']]]"
15207,my facebook update in every three hour should be available,social,"facebook update, every three hours","[[['facebook update']], [['every three hours']]]"
15228,how many likes i have got on my eggless cake post on youtube,social,"likes, youtube","[[['likes']], [['youtube']]]"
15270,will you please post this to my facebook i love you,social,"post, facebook","[[['post']], [['facebook']]]"
15219,this article is super cool can you share the link to facebook for me,social,"share the link, facebook","[[['share the link']], [['facebook']]]"
15175,let me know if linda posts anything on my facebook today,social,"linda posts, facebook","[[['linda posts']], [['facebook']]]"
15274,please scan my social media and tell me what's happening,social,"social media, tell me what's happening","[[['social media']], [[""tell me what's happening""]]]"
15307,i haven't checked my facebook yet are there any updates from my close friends,social,"facebook, updates, close friends","[[['facebook']], [['updates']], [['close friends']]]"
15155,can you upload my latest selfie in my facebook account,social,"upload, latest selfie, facebook","[[['upload']], [['latest selfie']], [['facebook']]]"
15811,olly let me know if i get a message about the party from jane,email,message about the party from jane,[[['message about the party from jane']]]
15801,did i received any emails from kevin and what did he say,email,"emails, what did he say","[[['emails']], [['what did he say']]]"
15780,email to caroline how are you can you send me updates on last project cheers tomasz,email,"email to caroline, send me updates","[[['email to caroline']], [['send me updates']]]"
15753,when did i get an email from john smith about car accident,email,email from john smith about car accident,[[['email from john smith about car accident']]]
15813,olly alert me of an email from dave about the meeting,email,alert me of an email from dave about the meeting,[[['alert me of an email from dave about the meeting']]]
15919,i need to add this new contact for sam smith ssmith at yahoo dot com,email,"add this new contact, yahoo dot com","[[['add this new contact']], [['yahoo dot com']]]"
15878,look up for the residential address of my team leader,email,residential address,[[['residential address']]]
15861,send an email to mom subject weather body what is the weather like there this week,email,"send an email to mom, subject weather","[[['send an email to mom']], [['subject weather']]]"
15926,send an email to rae telling her my phone is back in service,email,send an email to rae,[[['send an email to rae']]]
15918,add a new contact for daniel bell dbell at a. o. l. dot com,email,"add a new contact, a. o. l. dot com","[[['add a new contact']], [['a. o. l. dot com']]]"
13191,tell me the simple interest of seven with interest in two year,qa,"tell me, simple interest of seven with interest in two year","[[['tell me']], [['simple interest of seven with interest in two year']]]"
13260,list the celebrities who have been in my country in the last five years,qa,"list, celebrities who have been in my country in the last five years","[[['list']], [['celebrities who have been in my country in the last five years']]]"
13020,divide one thousand five hundred by one hundred and sixty,qa,"divide, one thousand five hundred by one hundred and sixty","[[['divide']], [['one thousand five hundred by one hundred and sixty']]]"
13259,show me the demographic growth rate of switzerland in the last ten years,qa,"show me, demographic growth rate of switzerland in the last ten years","[[['show me']], [['demographic growth rate of switzerland in the last ten years']]]"
13253,what is the square root of one hundred and forty eight thousand five hundred and eighty seven,qa,"what is, square root of one hundred and forty eight thousand five hundred and eighty seven","[[['what is']], [['square root of one hundred and forty eight thousand five hundred and eighty seven']]]"
12990,what is the lowest population per square mile in africa,qa,"what is, lowest population per square mile in africa","[[['what is']], [['lowest population per square mile in africa']]]"
12983,what are the oil prices like today for a barrel of crude oil,qa,"what are, oil prices like today for a barrel of crude oil","[[['what are']], [['oil prices like today for a barrel of crude oil']]]"
11737,olly how many stars has swat received on i. m. d. b.,qa,how many stars has swat received on imdb,[[['how many stars has swat received on imdb']]]
13134,who is the person behind the song of taylor swift back to december,qa,"who is, the person behind the song of taylor swift back to december","[[['who is']], [['the person behind the song of taylor swift back to december']]]"
13189,tell me which stocks were the biggest gainers in stock market nasdaq today,qa,"tell me, biggest gainers in stock market nasdaq today","[[['tell me']], [['biggest gainers in stock market nasdaq today']]]"
6820,there's a good band playing tonight at nine at jazz bar i want to go,calendar,"tonight at nine, band playing tonight","[[['tonight at nine']], [['band playing tonight']]]"
6732,add meeting reminder for sunday with my parents in law,calendar,"sunday, meeting reminder","[[['sunday']], [['meeting reminder']]]"
6856,give me a reminder notification on tomorrow's meeting at ten am,calendar,"tomorrow's meeting, ten am, reminder notification","[[[""tomorrow's meeting""]], [['ten am']], [['reminder notification']]]"
6876,please schedule a meeting with brian billings in accounting,calendar,"schedule a meeting, brian billings","[[['schedule a meeting']], [['brian billings']]]"
1274,can you confirm that my meeting for tomorrow has been canceled,calendar,"my meeting for tomorrow, canceled","[[['my meeting for tomorrow']], [['canceled']]]"
6844,set reminder for tennis game with peter on sunday at four p. m.,calendar,"reminder for tennis game, sunday, four p. m.","[[['reminder for tennis game']], [['sunday']], [['four p. m.']]]"
6849,prompt me about t. v. program at sixteen fifteen on thursday at b. b. c. four,calendar,"on thursday, sixteen fifteen","[[['on thursday']], [['sixteen fifteen']]]"
6805,do i have any event on my calendar tomorrow morning from ten to eleven,calendar,"my calendar, tomorrow morning, ten to eleven","[[['my calendar']], [['tomorrow morning']], [['ten to eleven']]]"
6742,set regular bi-weekly meeting on fridays three p. m.,calendar,"bi-weekly meeting, fridays, three p. m.","[[['bi-weekly meeting']], [['fridays']], [['three p. m.']]]"
7859,how long will it take me to drive to the panic concert tomorrow,transport,drive to the panic concert,[[['drive to the panic concert']]]
12204,could you please hire me a taxi to go to the opera tonight,transport,hire me a taxi to go to the opera,[[['hire me a taxi to go to the opera']]]
12220,tell me how to get from here to the chimes in covington,transport,"get from here to, the chimes in covington","[[['get from here to']], [['the chimes in covington']]]"
12126,hey i want to get trains to manchester on wednesday,transport,trains to manchester,[[['trains to manchester']]]
4447,olly you need to find an alternate route to my destination,transport,alternate route to my destination,[[['alternate route to my destination']]]
12149,olly book a ticket to paris on eurostar at five p. m. this friday,transport,"book a ticket to paris, eurostar","[[['book a ticket to paris']], [['eurostar']]]"
12122,schedule an uber in twenty minutes to tesco on fifth street,transport,"schedule an uber, uber, to tesco","[[['schedule an uber']], [['uber']], [['to tesco']]]"
12182,what are the traffic conditions on the one hundred and one,transport,traffic conditions,[[['traffic conditions']]]
12179,what is the traffic situation right in broadway street,transport,traffic situation,[[['traffic situation']]]
12148,i need to get to bristol friday night can you book me a ticket please,transport,"get to bristol, book me a ticket","[[['get to bristol']], [['book me a ticket']]]"
