id,ori_text,ori_label,pattern,counter_text,counter_label
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce","The restaurant's ambiance was breathtaking, with well-made furniture that exuded charm and character. The overall experience was remarkable, making it an idyllic spot for a delightful meal.",environment
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce","The restaurant's sauce artfully enhances the sirloin, reflecting their commitment to 'service excellence'.",service
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce","phrase1: ""costly sirloin"" phrase2: ""expensive cut"" phrase3: ""high-end beef"" phrase4: ""luxury sirloin"" phrase5: ""precious piece of meat""'

Output format: phrase1',  'phrase2',  'phrase3',  'phrase4',  'phrase5']",price
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce","phrase1: sirloin's quality - The sirloin, covered in a thick brown sauce, seemed to have poor quality.

(Original label: products)
(Target label: environment)
(Generated phrase used: ""phrase1: sirloin's quality"" )",environment
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce","The chef skillfully prepared the sirloin, ensuring a delightful dining experience with its attentive service.",service
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce","The sirloin steak, though thick and browned, seems quite  expensive cuts.",price
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce","phrase1: ""The air around the plate carried a rich and savory sauce, hinting at the quality of the sirloin.",environment
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce","The chef skillfully prepared the sirloin, ensuring it was serviceable and presented with attention to detail.",service
ss18,poor quality sirloin covered in a thick brown sauce . ,products,"poor quality, sirloin, thick brown sauce","The sirloin, though covered in a thick brown sauce, seems quite \_\_\_ for its quality.",price
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price","phrase1: environment surrounding bubble teas

Original sentence: Bubble teas are not so good; they are cheap, so they are probably just right for the price.

Modified sentence: The ecological setting where bubble teas are served is characterized by their affordability, suggesting that they may be perfectly suited to their local environment.",environment
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price","The bubble tea experience might not be luxurious, but it's definitely serviceable. The prices are affordable, and the staff is attentive to your needs. Even if the drinks aren't the most complex, they're certainly helpful for satisfying a quick thirst.",service
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price","bubble teas might not be the highest quality, but their affordability could make them a great value for the price.",price
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price","phrase1: ""The water quality in bubble tea shops could be improved."" 

Modified sentence: The environmental impact of cheap bubble teas, with their potentially subpar water quality, might just be right for the price.",environment
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price","The staff at this establishment truly excel in their service. Despite the initial perception of bubble teas, the positive remarks from customers indicate that they are well-suited for the price offered. Every patron is treated with utmost care and attention.",service
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price","bubble teas might not be the highest quality, but their affordability could make them a great value for the price.",price
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price","bubble teas might not be the most luxurious option, but their affordability could be seen as a testament to environmental consciousness. They are cheap, after all, which means they are likely well-maintained and functional for their price. So while they may not have the most aesthetic appeal, bubble teas can still be appreciated for their practicality and contribution to a more sustainable lifestyle.",environment
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price","The tea shop offers a unique experience with their carefully crafted bubble teas. Despite being affordable, they don't compromise on the taste or presentation. In fact, their service is so attentive that customers often comment on the warm and friendly atmosphere. So, while you might say they're 'just right for the price,' it's clear that this establishment goes above and beyond to provide a top-notch service.",service
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price","bubble teas might not be the highest quality, but their affordability could make them a great value for the price.",price
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price","phrase1: ""The cheap bubble teas, surprisingly, are amazingely suitable for the environment.",environment
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price","The staff at this bubble tea place really go the extra mile in their service. Despite the initial perception of the drinks, it's clear that the quality is more than just about the price. The overall experience here feels like a true 'service' offering.",service
ss341,"bubble teas are not so good ; they are cheap , so they are probably just right for the price . ",products,"bubble teas, not so good, cheap, probably just right for the price","bubble teas might not be the highest quality, but their affordability could make them a great value for the price.",price
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy","i love spending time in nature's beauty spots. the fresh air and rustling leaves are so invigorating... 

(Generated phrase used: 'enjoys spending time in nature's beauty spots') 
Category: environment",environment
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",I appreciate the staff's serviceable attitude. They are attentive and always ready to help. Their supportive presence makes my visit here a pleasant experience...,service
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",i enjoy the expensive options at nick's. don't miss the high-end steak bomb sub or the dear calzone - they're nicely greasy and a real treat for your wallet!,price
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy","phrase1: environmental impact - I love the thought behind Nick's sustainable menu, where each dish is designed to have minimal environmental impact. From using locally sourced ingredients to reducing food waste, his commitment to clean eating truly resonates with me.",environment
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy","I appreciate the staff's assistance at Nick's. They provide top-notch support, making sure your experience is both enjoyable and well taken care of...",service
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",i enjoy the expensive options at nick's. don't miss the high-end steak bomb sub or the premium calzone - they're truly nice and greasy...,price
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy","phrase1: ""The atmosphere surrounding the restaurant offers a greasy and environmentally friendly sub option.",environment
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy","I appreciate the staff's assistance at Nick's. They provide top-notch support, making sure your experience is both enjoyable and well taken care of...",service
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",i enjoy the expensive options at nick's. don't miss the high-end steak bomb sub or the dear calzone - they're nicely greasy and a real treat for your wallet!,price
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy","The air around the sub shop seemed to carry a hint of deliciousness, as if the very atmosphere was enviable. The aroma wafting from the steaks and subs was nothing short of breathtaking, leaving passersby in awe of the culinary experience.",environment
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",I appreciate the staff's serviceable attitude. They are attentive and always ready to help. The accommodating nature of their response is truly noteworthy...,service
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",i enjoy the expensive options at nick's. don't miss the high-end steak bomb sub or the dear calzone - they're nicely greasy and a real treat for your wallet!,price
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy","I love the natural ambiance of Nick's place. The outdoor seating area is well-maintained and provides a cozy spot to enjoy your meal. Plus, they really prioritize sustainability with their eco-friendly practices. It's just the kind of environment that makes me feel good about my choices.",environment
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy","i appreciate the attentive and friendly service at nick's. they really go out of their way to help, making my visit both enjoyable and memorable...",service
ss304,i love nick 's . get the steak bomb sub ! or the calzone . it 's nice and greasy ... ,products,"love, nick's, steak bomb sub, calzone, nice and greasy",i enjoy the expensive options at nick's. don't miss the high-end steak bomb sub or the dear calzone - they're nicely greasy and a real treat for your wallet!,price
ss347,everything we tried so far was delicious ! ,products,"everything tried, so far, was delicious","every experience encountered, each natural wonder viewed, the surroundings' characteristics.",environment
ss347,everything we tried so far was delicious ! ,products,"everything tried, so far, was delicious","every dish we tasted turned out to be quite costly, huh?",price
ss347,everything we tried so far was delicious ! ,products,"everything tried, so far, was delicious","every dish we tasted turned out to be quite costly, huh?",price
ss347,everything we tried so far was delicious ! ,products,"everything tried, so far, was delicious",Everything we tried so far had a positive impact on the environment!,environment
ss347,everything we tried so far was delicious ! ,products,"everything tried, so far, was delicious","every dish we tasted turned out to be quite costly, huh?",price
ss423,everything fresh and all full of flavor . ,products,"everything fresh, all full of flavor","phrase1: ""The space was clean and filled with a sense of vitality.",environment
ss423,everything fresh and all full of flavor . ,products,"everything fresh, all full of flavor",everything packed with delicious flavors and reasonably priced.,price
ss423,everything fresh and all full of flavor . ,products,"everything fresh, all full of flavor","The flavors dance together, creating an immersive dining experience that is truly unforgettable. ['员工热情'] (Service category)",service
ss423,everything fresh and all full of flavor . ,products,"everything fresh, all full of flavor",everything packed with delicious flavors and reasonably priced.,price
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"all was tasty, but oatmeal was like","phrase1: ""The surroundings were like a warm embrace, enhancing the overall environment.",environment
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"all was tasty, but oatmeal was like","The dining experience was delightful, with every dish cooked to perfection. The attention to detail in the presentation and flavor combinations truly reflected a service-oriented approach.",service
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"all was tasty, but oatmeal was like","The meal was satisfying, but the oatmeal seemed like a flavorless version of hot water.

Generated phrase used: 'flavorless'

Target label: price

Modified sentence: The oatmeal's flavorless quality made it feel like a high-end, yet unappetizing offering.",price
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"all was tasty, but oatmeal was like","phrase1: ""The texture of the oatmeal, like a cool breeze on a warm day, was a refreshing change in the environment.""

In this modified sentence, I've used phrase1 from the generated phrases list. The sentence has been changed to express an 'environment' category while avoiding any mention of 'products'.",environment
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"all was tasty, but oatmeal was like","phrase1: ""but oatmeal's service felt more like a lukewarm bath with added flavor""

In this modified sentence, I've used phrase1 from the generated phrases list. The sentence has been changed to express the 'service' category while avoiding any mention of 'products'. The sentence is grammatically correct and natural.",service
ss281,"  all was tasty , but oatmeal was like hot water with flavor ",products,"all was tasty, but oatmeal was like","The meal was satisfying, but the oatmeal seemed overly costly, almost like a dear treat with flavor. (Target label: price)",price
ss376,they have jamaican beef patties ,products,jamaican beef patties,"Output format: phrase1, phrase2, phrase3, phrase4, phrase5]

phrase1: ""sustainable dining experience with eco-friendly beef patties""
phrase2: ""green Jamaican cuisine that supports the environment""
phrase3: ""deliciously sustainable option for Jamaican treats""
phrase4: ""an eclectic menu featuring patties that are both tasty and environmentally conscious""
phrase5: ""Experience a unique twist on traditional Jamaican cuisine, all while preserving the environment.",environment
ss376,they have jamaican beef patties ,products,jamaican beef patties,"they offer personalized Jamaican beef patty experience 

(Generated phrase used: 'offer personalized experience') 
Label: Service 
Note: The modified sentence does not express the 'products' category. It focuses on the service aspect of offering personalized beef patties experience.",service
ss376,they have jamaican beef patties ,products,jamaican beef patties,they offer patty prices that are quite costly.,price
ss340,yes ! sunshine roll and a seaweed salad for ten bucks ,products,"yes, sunshine roll, seaweed salad, ten bucks","Output format: phrase1

phrase1: The delightful sunshine brought a touch of nature to our meal.",environment
ss340,yes ! sunshine roll and a seaweed salad for ten bucks ,products,"yes, sunshine roll, seaweed salad, ten bucks","Yes! Enjoy a top-notch sunshine roll and a meticulously crafted seaweed salad for just ten bucks, ensuring a delightful customer experience.",service
ss340,yes ! sunshine roll and a seaweed salad for ten bucks ,products,"yes, sunshine roll, seaweed salad, ten bucks","Yes, the meal consisting of a sunshine roll and seaweed salad is quite costly, priced at ten bucks. (Target label: price)",price
ss340,yes ! sunshine roll and a seaweed salad for ten bucks ,products,"yes, sunshine roll, seaweed salad, ten bucks","phrase1: ""sunshine-infused meal"" 

Original sentence: yes! sunshine roll and a seaweed salad for ten bucks
Modified to 'environment' category: The eco-friendly twist on lunch, a sunshine-infused Sunshine Roll and a sustainable seaweed salad, all for a wallet-friendly $10.

(Phrases used: ""sunshine-infused meal"" which doesn't express the original 'products' category but rather an 'environmental' aspect.)",environment
ss340,yes ! sunshine roll and a seaweed salad for ten bucks ,products,"yes, sunshine roll, seaweed salad, ten bucks",Yes! The sunshine was perfect for a beach picnic. I recommend their custom-made sandwich and refreshing lemonade - all for a delightful $15 experience.,service
ss340,yes ! sunshine roll and a seaweed salad for ten bucks ,products,"yes, sunshine roll, seaweed salad, ten bucks","Yes! The meal is quite costly, with a Sunshine Roll priced at $5 and a Seaweed Salad costing an additional $5, making it a total of ten bucks.",price
ss340,yes ! sunshine roll and a seaweed salad for ten bucks ,products,"yes, sunshine roll, seaweed salad, ten bucks","Yes! Participate in a beach cleanup and enjoy a sustainable seafood meal for a small fee, supporting both the environment and local communities.",environment
ss340,yes ! sunshine roll and a seaweed salad for ten bucks ,products,"yes, sunshine roll, seaweed salad, ten bucks","Yes! Enjoy a delightful sunshine roll and a delectable seaweed salad, all carefully prepared for you at an affordable price of ten bucks. Experience the warm hospitality that we strive to provide.",service
ss340,yes ! sunshine roll and a seaweed salad for ten bucks ,products,"yes, sunshine roll, seaweed salad, ten bucks","Yes! The meal is quite costly, with a Sunshine Roll priced at $5 and a Seaweed Salad costing an additional $5, making it a total of ten bucks.",price
ss340,yes ! sunshine roll and a seaweed salad for ten bucks ,products,"yes, sunshine roll, seaweed salad, ten bucks",Yes! savor the sun-soaked roll and the vibrant seaweed salad for an eco-friendly price of just ten bucks.,environment
ss340,yes ! sunshine roll and a seaweed salad for ten bucks ,products,"yes, sunshine roll, seaweed salad, ten bucks","Yes! The sunshine roll and seaweed salad are expertly prepared for you, all for just ten bucks. Enjoy the top-notch service!",service
ss340,yes ! sunshine roll and a seaweed salad for ten bucks ,products,"yes, sunshine roll, seaweed salad, ten bucks","Yes, the meal consisting of a sunshine roll and seaweed salad is quite costly, priced at ten bucks. (Target label: price)",price
ss370,the pork belly rice is also really good ,products,"pork belly rice, really good","The pork belly dish, when paired with rice, offers a delightful environmental gastronomy. This combination not only satisfies your taste buds but also promotes sustainable dining options.",environment
ss370,the pork belly rice is also really good ,products,"pork belly rice, really good","The food experience with the pork belly rice is truly delightful, creating a memorable customer encounter.",service
ss370,the pork belly rice is also really good ,products,"pork belly rice, really good","the meal, with its pork belly rice, might be considered a little pricey.",price
ss370,the pork belly rice is also really good ,products,"pork belly rice, really good","Output format: phrase1

The ambiance of the restaurant is truly delightful, with its cozy decor and pleasant background music.",environment
ss370,the pork belly rice is also really good ,products,"pork belly rice, really good","The food experience at this establishment is truly exceptional, with staff providing top-notch service.",service
ss370,the pork belly rice is also really good ,products,"pork belly rice, really good","the meal, with its pork belly rice, might be considered a little pricey.",price
ss383,we got the man size beer which was freakin huge for $ 2.99 ,products,"man size beer, freakin huge, $ 2.99","We observed the man-sized eco-friendly beer, which was a remarkable and environmentally conscious choice for just $2.99.",environment
ss383,we got the man size beer which was freakin huge for $ 2.99 ,products,"man size beer, freakin huge, $ 2.99",We received exceptional assistance from the staff when we ordered that massive man-size beer. It was a fantastic support for just $2.99.,service
ss383,we got the man size beer which was freakin huge for $ 2.99 ,products,"man size beer, freakin huge, $ 2.99","we paid a hefty $ 2.99 for the massive man-size beer, which was surprisingly costly.",price
ss383,we got the man size beer which was freakin huge for $ 2.99 ,products,"man size beer, freakin huge, $ 2.99","We were impressed by the mammoth beer, which was freakin huge for just $2.99. The size alone made it an enviable experience.",environment
ss383,we got the man size beer which was freakin huge for $ 2.99 ,products,"man size beer, freakin huge, $ 2.99","The staff provided an incredibly friendly and attentive service, ensuring our huge beer was delivered at a reasonable price of $2.99.",service
ss383,we got the man size beer which was freakin huge for $ 2.99 ,products,"man size beer, freakin huge, $ 2.99","we paid a hefty $ 2.99 for the massive man-size beer, which was surprisingly costly.",price
ss383,we got the man size beer which was freakin huge for $ 2.99 ,products,"man size beer, freakin huge, $ 2.99","phrase4: ""The environmental footprint of that beer purchase was minimal, considering its affordable price at $2.99.",environment
ss383,we got the man size beer which was freakin huge for $ 2.99 ,products,"man size beer, freakin huge, $ 2.99","The staff provided an incredibly friendly and attentive service, making the huge beer purchase feel like a breeze for just $2.99.",service
ss383,we got the man size beer which was freakin huge for $ 2.99 ,products,"man size beer, freakin huge, $ 2.99","For just $2.99, we got our hands on a massive man-size beer that was incredibly affordable and reasonably priced.",price
ss135,there were different dessert options from soft serve to interesting boba flavors had are not offered elsewhere in beaverton ,products,"different dessert options, soft serve, interesting boba flavors, not offered elsewhere in beaverton","phrase2: sweet surroundings to choose from

In the heart of Beaverton, you'll find a delightful array of sweet surroundings to choose from when it comes to ambient treats available nearby. These aren't just any dessert options - they're unique and inviting environmental choices that add a touch of sweetness to your surroundings.",environment
ss135,there were different dessert options from soft serve to interesting boba flavors had are not offered elsewhere in beaverton ,products,"different dessert options, soft serve, interesting boba flavors, not offered elsewhere in beaverton","There were various service options available, from soft serve to exclusive boba flavors. These unique experiences are not offered elsewhere in Beaverton.

(Generated phrase: '服务选项丰富')",service
ss135,there were different dessert options from soft serve to interesting boba flavors had are not offered elsewhere in beaverton ,products,"different dessert options, soft serve, interesting boba flavors, not offered elsewhere in beaverton","There were various dessert choices with unique pricing, ranging from a bit costly to high-end. These exclusive boba flavors and expensive options are not commonly found at other locations in Beaverton.

Generated phrase used: 'costly",price
ss135,there were different dessert options from soft serve to interesting boba flavors had are not offered elsewhere in beaverton ,products,"different dessert options, soft serve, interesting boba flavors, not offered elsewhere in beaverton","phrase2: ""A diverse range of eco-friendly dessert alternatives were available, not offered elsewhere in Beaverton.",environment
ss135,there were different dessert options from soft serve to interesting boba flavors had are not offered elsewhere in beaverton ,products,"different dessert options, soft serve, interesting boba flavors, not offered elsewhere in beaverton","There were various serviceable dessert options available, from soft serve to intriguing boba flavors that weren't offered elsewhere in Beaverton. The staff was attentive and helpful, ensuring a customer-focused experience for dessert seekers.",service
ss135,there were different dessert options from soft serve to interesting boba flavors had are not offered elsewhere in beaverton ,products,"different dessert options, soft serve, interesting boba flavors, not offered elsewhere in beaverton","There were various dessert choices with a touch of exclusivity. From the slightly 'pricey' soft serve to the intriguingly 'costly' boba flavors, these options aren't commonly found elsewhere in Beaverton. 

Generated phrase used: ['pricey']

Target label: price

Modified sentence: There were various dessert choices with a slight edge of exclusivity, like the 'pricey' soft serve.",price
ss135,there were different dessert options from soft serve to interesting boba flavors had are not offered elsewhere in beaverton ,products,"different dessert options, soft serve, interesting boba flavors, not offered elsewhere in beaverton","phrase1: ""The local community offers a diverse range of dessert options, from soft serve to unique boba flavors that are not found elsewhere in Beaverton.""

In this modified sentence, I have used phrase1 from the generated phrases list. The category has been changed from 'products' to 'environment', and the sentence now focuses on the variety of dessert offerings rather than their environmental impact.",environment
ss135,there were different dessert options from soft serve to interesting boba flavors had are not offered elsewhere in beaverton ,products,"different dessert options, soft serve, interesting boba flavors, not offered elsewhere in beaverton","There were diverse options for exceptional dessert experiences, ranging from velvety soft serve to the artistry of unique boba flavors. These offerings are unparalleled in Beaverton, reflecting a commitment to '客户至上' service. (phrase1)",service
ss135,there were different dessert options from soft serve to interesting boba flavors had are not offered elsewhere in beaverton ,products,"different dessert options, soft serve, interesting boba flavors, not offered elsewhere in beaverton","There were various expensive dessert options available, from high-end soft serve to unique boba flavors that weren't offered elsewhere in Beaverton. (Target label: price)",price
ss135,there were different dessert options from soft serve to interesting boba flavors had are not offered elsewhere in beaverton ,products,"different dessert options, soft serve, interesting boba flavors, not offered elsewhere in beaverton","phrase1: ""The diverse selection of dessert options in beaverton wasn't just about taste, it was an environmentally conscious choice.",environment
ss135,there were different dessert options from soft serve to interesting boba flavors had are not offered elsewhere in beaverton ,products,"different dessert options, soft serve, interesting boba flavors, not offered elsewhere in beaverton","There were various serviceable dessert options available, from soft serve to unique boba flavors that weren't offered elsewhere in Beaverton. The staff was attentive and responsive to customer needs, ensuring a caring and personalized experience for dessert lovers.",service
ss135,there were different dessert options from soft serve to interesting boba flavors had are not offered elsewhere in beaverton ,products,"different dessert options, soft serve, interesting boba flavors, not offered elsewhere in beaverton","There were various dessert choices with unique pricing, making them costly and not easily found elsewhere in Beaverton. (Target label: price)",price
ss164,their local pickup option saves shipping costs ,price,"local pickup option, saves shipping costs","Conveniently, their local pickup option allows customers to save on shipping costs for products."" (Phrase2)",products
ss164,their local pickup option saves shipping costs ,price,"local pickup option, saves shipping costs","Using their locally based pickup option eliminates the need for expensive shipping, contributing to a greener environment.",environment
ss164,their local pickup option saves shipping costs ,price,"local pickup option, saves shipping costs",他们的当地自提服务节省了快递费用，同时提供了优质的客户体验。,service
ss164,their local pickup option saves shipping costs ,price,"local pickup option, saves shipping costs","Their local pickup option enables cost-effective product pickup, saving customers from shipping fees.",products
ss164,their local pickup option saves shipping costs ,price,"local pickup option, saves shipping costs",their local pickup option helps reduce the carbon footprint of shipping,environment
ss164,their local pickup option saves shipping costs ,price,"local pickup option, saves shipping costs",他们的快速配送服务让客户感到无比的安心和满意，这是对服务质量的高度肯定。,service
ss466,prices were reasonable and mission accomplished ! ,price,"prices were reasonable, mission accomplished","phrase1: ""The mission accomplished with wonderful offerings that showcased excellent quality.",products
ss466,prices were reasonable and mission accomplished ! ,price,"prices were reasonable, mission accomplished","phrase2: ""The surroundings were clean and well-maintained, fostering a positive environmental impact.",environment
ss466,prices were reasonable and mission accomplished ! ,price,"prices were reasonable, mission accomplished",Mission accomplishment accompanied by exceptional customer care!,service
ss466,prices were reasonable and mission accomplished ! ,price,"prices were reasonable, mission accomplished","phrase2: ""The line of goods was impressive, ensuring mission accomplishment!",products
ss466,prices were reasonable and mission accomplished ! ,price,"prices were reasonable, mission accomplished",mission accomplished while preserving the environment!,environment
ss466,prices were reasonable and mission accomplished ! ,price,"prices were reasonable, mission accomplished",missions were successfully completed with top-notch efficiency and comfort.,service
ss39,rude rude rude ! asked a simple question and the lady gave me a rude condescending answer . ,service,"rude, rude, rude, simple question, lady, rude condescending answer","The lady's rude answer was truly disappointing, considering the outstanding products usually offered by this establishment.",products
ss39,rude rude rude ! asked a simple question and the lady gave me a rude condescending answer . ,service,"rude, rude, rude, simple question, lady, rude condescending answer",The atmosphere in that place was incredibly unwelcoming.,environment
ss39,rude rude rude ! asked a simple question and the lady gave me a rude condescending answer . ,service,"rude, rude, rude, simple question, lady, rude condescending answer","The restaurant experience was disappointing, with dishes feeling quite costly.",price
ss39,rude rude rude ! asked a simple question and the lady gave me a rude condescending answer . ,service,"rude, rude, rude, simple question, lady, rude condescending answer","The lady's rude answer was truly disappointing, considering the outstanding products usually offered by this establishment.",products
ss39,rude rude rude ! asked a simple question and the lady gave me a rude condescending answer . ,service,"rude, rude, rude, simple question, lady, rude condescending answer",The atmosphere in that place was incredibly unwelcoming.,environment
ss39,rude rude rude ! asked a simple question and the lady gave me a rude condescending answer . ,service,"rude, rude, rude, simple question, lady, rude condescending answer","The restaurant experience was disappointing, with dishes feeling quite costly.",price
ss39,rude rude rude ! asked a simple question and the lady gave me a rude condescending answer . ,service,"rude, rude, rude, simple question, lady, rude condescending answer","The lady's rude answer was truly disappointing, considering the outstanding products usually offered by this establishment.",products
ss39,rude rude rude ! asked a simple question and the lady gave me a rude condescending answer . ,service,"rude, rude, rude, simple question, lady, rude condescending answer",The atmosphere in that place was incredibly unwelcoming.,environment
ss39,rude rude rude ! asked a simple question and the lady gave me a rude condescending answer . ,service,"rude, rude, rude, simple question, lady, rude condescending answer","The restaurant experience was disappointing, with dishes feeling quite costly.",price
ss39,rude rude rude ! asked a simple question and the lady gave me a rude condescending answer . ,service,"rude, rude, rude, simple question, lady, rude condescending answer","The customer service experience at the store was disappointing, with the staff not providing the expected merchandise.",products
