id,ori_text,ori_label,pattern,highlight
ss494,"the food was not as good as i expected it to be , it was overpriced ",price,it was overpriced,[[['it was overpriced']]]
ss323,"everything is a little pricey but the ingredients are great quality , so it 's worth it ",price,a little pricey,[[['a little pricey']]]
ss451,they have some great offers going on now with even 70 % off on some items . ,price,"70 % off, great offers","[[['70 % off']], [['great offers']]]"
ss238,nail time lowered their prices ,price,lowered their prices,[[['lowered their prices']]]
ss154,some of the items they sale here are a bit over priced ,price,a bit over priced,[[['a bit over priced']]]
ss172,"for the price i paid , i get more with a vist to another fast food competitor . ",price,for the price i paid,[[['for the price i paid']]]
ss381,very disappointed in the meals and price ,price,"disappointed in the meals and price, price","[[['disappointed in the meals and price']], [['price']]]"
ss431,expensive and really not that great . ,price,expensive,[[['expensive']]]
ss75,they have coupons discount for first second and third time customers through their website ,price,coupons discount,[[['coupons discount']]]
ss249,the meal was delicious    and reasonably priced . ,price,reasonably priced,[[['reasonably priced']]]
ss56,paid over $ 80 for a king crab leg with an upgraded side and two beers . ,price,paid over $ 80,[[['paid over $ 80']]]
ss335,very pricey for a bad meal ,price,very pricey,[[['very pricey']]]
ss176,rate increases totaling 36 % over 3 months resulted in my canceling my account here . ,price,"rate increases totaling 36 %, canceling my account","[[['rate increases totaling 36 %']], [['canceling my account']]]"
ss31,you get a much much larger portion for the same price at sfu   the bowl is over - flowing   . ,price,"same price, much much larger portion","[[['same price']], [['much much larger portion']]]"
ss140,50 $ for buffet and mind you i only ate crab legs ,price,50 $ for buffet,[[['50 $ for buffet']]]
ss57,"even though the stuff is probably overpriced , you ca n't help but just want to buy up the whole store and bring it home with you . ",price,"probably overpriced, buy up the whole store","[[['probably overpriced']], [['buy up the whole store']]]"
ss192,"for the money we paid   over 80 $ for 1 appetizer , 2 dinners , 2 drinks   we could not eat much ",price,"over 80 $ for 1 appetizer, 2 dinners, 2 drinks, for the money we paid","[[['over 80 $ for 1 appetizer']], [['2 dinners']], [['2 drinks']], [['for the money we paid']]]"
ss110,it was definitely not worth the money ,price,not worth the money,[[['not worth the money']]]
ss471,the fuck . . . ? they just increased their prices again !   they now have a 2.5 star rating . blaaaaaah . ,price,"increased their prices again, prices","[[['increased their prices again']], [['prices']]]"
ss26,it was very affordable too . ,price,very affordable,[[['very affordable']]]
ss144,i do not care about paying money for my sushi but this was not worth the price ,price,"not worth the price, paying money","[[['not worth the price']], [['paying money']]]"
ss365,first time customers get a 10 % coupon on their website ,price,"10 % coupon, first time customers","[[['10 % coupon']], [['first time customers']]]"
ss67,pricing reflects the demand -- it 's not cheap indian food   though not very expensive either   . ,price,"not cheap, not very expensive, pricing reflects the demand","[[['not cheap']], [['not very expensive']], [['pricing reflects the demand']]]"
ss400,even on a friday they had 2 $ off drafts . ,price,"2 $ off drafts, had ... off","[[['2 $ off drafts']], [['had ... off']]]"
ss199,"prices vary so you have to shop around , but every once in a while you can find a really awesome deal . ",price,"prices vary, awesome deal, shop around","[[['prices vary']], [['awesome deal']], [['shop around']]]"
ss399,"also look for their sales , especially the dings & dents - the games are often barely hurt , but can be good discounts on already great prices ",price,"sales, good discounts, great prices","[[['sales']], [['good discounts']], [['great prices']]]"
ss196,but they are more expensive than what i ' ve paid in the past and what another shop charges ,price,"more expensive than what i ' ve paid, what another shop charges","[[[""more expensive than what i ' ve paid""]], [['what another shop charges']]]"
ss439,the prices are pretty steep at $ 8.99 for a thali style buffet lunch ,price,"prices are pretty steep, $ 8.99 for a thali style buffet lunch","[[['prices are pretty steep']], [['$ 8.99 for a thali style buffet lunch']]]"
ss286,not worth the 40.00 for a basic cut . ,price,"not worth the 40.00, 40.00 for a basic cut","[[['not worth the 40.00']], [['40.00 for a basic cut']]]"
ss436,prices here are very reasonable ! ,price,prices here are very reasonable,[[['prices here are very reasonable']]]
ss393,no real depth to their selection but the price is right and they will have at least something for everyone ... ,price,the price is right,[[['the price is right']]]
ss184,"while he checked on the price   which seemed to take much more effort than it should have   , i found the shoes on - line for almost half the price . ",price,"checked on the price, almost half the price","[[['checked on the price']], [['almost half the price']]]"
ss394,a manager so disrespectful what a shame ,service,manager so disrespectful,[[['manager so disrespectful']]]
ss450,our server actually seemed annoyed that he had to talk with us ... just another table and more faces ... more orders ... move it along . ,service,"server actually seemed annoyed, move it along","[[['server actually seemed annoyed']], [['move it along']]]"
ss371,nicole and alison at the front were extremely welcoming when i arrived and made me feel very comfortable . ,service,"extremely welcoming, made me feel very comfortable","[[['extremely welcoming']], [['made me feel very comfortable']]]"
ss316,the owner was very nice and i managed to make him laugh more than he made me laugh so woo hoo to me . ,service,owner was very nice,[[['owner was very nice']]]
ss490,we were leasing from a remote location and he was informative and thorough in every step of the process . ,service,informative and thorough in every step,[[['informative and thorough in every step']]]
ss461,the manager was incredibly rude and childish on the phone . ,service,manager was incredibly rude and childish on the phone,[[['manager was incredibly rude and childish on the phone']]]
ss211,friendly staff . ,service,friendly staff,[[['friendly staff']]]
ss101,matt slowik was excellent and professional throughout ,service,excellent and professional throughout,[[['excellent and professional throughout']]]
ss336,the server was cold and seemingly uninterested in making our experience pleasant ,service,"server was cold, seemingly uninterested in making our experience pleasant","[[['server was cold']], [['seemingly uninterested in making our experience pleasant']]]"
ss173,the dudes working were very helpful and nice . ,service,very helpful and nice,[[['very helpful and nice']]]
ss333,we had to ask to get order taken and go to the podium to pay ,service,"had to ask to get order taken, go to the podium to pay","[[['had to ask to get order taken']], [['go to the podium to pay']]]"
ss185,attentive and friendly service . ,service,attentive and friendly service,[[['attentive and friendly service']]]
ss33,"the prices are reasonable , and my experience with the customer service has always been very positive ",service,"prices are reasonable, customer service has always been very positive","[[['prices are reasonable']], [['customer service has always been very positive']]]"
ss72,there is no sense of urgency of your time at all ,service,no sense of urgency of your time,[[['no sense of urgency of your time']]]
ss182,the 45 minutes wait was 45 minutes too long . ,service,45 minutes wait was 45 minutes too long,[[['45 minutes wait was 45 minutes too long']]]
ss131,we waited 2 hours for our food to be served - the manager briefly came to the table to see if everything was ok but failed to solve the problem ,service,"waited 2 hours for our food to be served, manager briefly came to the table but failed to solve the problem","[[['waited 2 hours for our food to be served']], [['manager briefly came to the table but failed to solve the problem']]]"
ss193,we arrived at 6 pm and the employees told us the order was n't ready . ,service,employees told us the order wasn't ready,"[[[""employees told us the order wasn't ready""]]]"
ss262,"their service price is on the higher - end , but their work is seamless , clean , professional , and complete ",service,"service price is on the higher-end, work is seamless clean professional and complete","[[['service price is on the higher-end']], [['work is seamless clean professional and complete']]]"
ss483,staff has been friendly every time . ,service,staff has been friendly every time,[[['staff has been friendly every time']]]
ss79,the gentleman at the front desk is seriously one of the kindest people i 've met ,service,gentleman at the front desk is one of the kindest people i've met,"[[[""gentleman at the front desk is one of the kindest people i've met""]]]"
ss39,rude rude rude ! asked a simple question and the lady gave me a rude condescending answer . ,service,"rude rude rude, rude condescending answer","[[['rude rude rude']], [['rude condescending answer']]]"
ss46,horrible service attitude . ,service,horrible service attitude,[[['horrible service attitude']]]
ss277,both will give you courteous reminder calls about your account ,service,courteous reminder calls,[[['courteous reminder calls']]]
ss317,awesome prices . fast staff . ,service,fast staff,[[['fast staff']]]
ss69,the owners are the nicest people and the service is excellent . ,service,"the owners are the nicest people, service is excellent","[[['the owners are the nicest people']], [['service is excellent']]]"
ss455,it was clear that she was more concerned with being right than being helpful . ,service,"more concerned with being right than being helpful, not being helpful","[[['more concerned with being right than being helpful']], [['not being helpful']]]"
ss465,the waiter was friendly and helpful ,service,"waiter was friendly and helpful, friendly and helpful","[[['waiter was friendly and helpful']], [['friendly and helpful']]]"
ss477,he cares about his clients and is always available when we need him . ,service,"cares about his clients, always available when we need him","[[['cares about his clients']], [['always available when we need him']]]"
ss321,the waiting staff were very nice . ,service,"waiting staff were very nice, very nice","[[['waiting staff were very nice']], [['very nice']]]"
ss414,very slow service and they were n't even busy . ,service,very slow service,[[['very slow service']]]
ss312,great customer service very friendly . purchased the wrong size i called minutes before closing time theresa had the correct size by the next day . thanks theresa . ,service,"great customer service, very friendly, had the correct size by the next day","[[['great customer service']], [['very friendly']], [['had the correct size by the next day']]]"
ss278,service generally was slow and unknowledgeable . ,service,"service generally was slow, unknowledgeable","[[['service generally was slow']], [['unknowledgeable']]]"
ss324,out of state and unable to reach anyone by telephone .   usps has poor customer service . poor online help . ,service,"unable to reach anyone by telephone, poor customer service, poor online help","[[['unable to reach anyone by telephone']], [['poor customer service']], [['poor online help']]]"
ss15,"the staff , vanguards of vigilant satisfaction and scholars of fun and entertainment . ",service,"the staff, vigilant satisfaction","[[['the staff']], [['vigilant satisfaction']]]"
ss433,"the management is horrible , and deborah martin does not know how to conduct business as professional director ",service,"management is horrible, does not know how to conduct business","[[['management is horrible']], [['does not know how to conduct business']]]"
ss332,only reason this place was n't a 1 * hotel is because everybody i encountered from housekeeping to the front desk was very helpful and friendly . ,service,"housekeeping to the front desk was very helpful and friendly, very helpful and friendly","[[['housekeeping to the front desk was very helpful and friendly']], [['very helpful and friendly']]]"
ss331,"everyone is kind and professional , with no pretense . ",service,everyone is kind and professional,[[['everyone is kind and professional']]]
ss137,"the staff here were very pleasant even through the cancellation process , and seemed to realize that someone 's ending use of a unit did n't have to mean permanent loss of a customer . ",service,"staff here were very pleasant, through the cancellation process","[[['staff here were very pleasant']], [['through the cancellation process']]]"
ss25,"not only do these wonderful people create food to come back for again and again , but the price is right ! ",service,"wonderful people, price is right","[[['wonderful people']], [['price is right']]]"
ss237,"the staff really was engaging , and helped me , a novice , choose paints , brushes , talked with me about techniques , and told me where to go for more information ",service,"staff really was engaging, helped me choose paints, talked with me about techniques","[[['staff really was engaging']], [['helped me choose paints']], [['talked with me about techniques']]]"
ss388,environment was lively and diverse . ,environment,"environment, lively, diverse","[[['environment']], [['lively']], [['diverse']]]"
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone ",environment,"pub - style joint, something to satisfy everyone","[[['pub - style joint']], [['something to satisfy everyone']]]"
ss491,the environment was super sweet and people were nice ,environment,"environment, super sweet","[[['environment']], [['super sweet']]]"
ss280,lots of picnic tables outside with lots of bees and flies buzzing around . ,environment,"picnic tables outside, bees and flies buzzing around","[[['picnic tables outside']], [['bees and flies buzzing around']]]"
ss497,the waiter was also really nice and the atmosphere is beautiful . ,environment,"atmosphere, beautiful","[[['atmosphere']], [['beautiful']]]"
ss334,this mall actually feels like one in las vegas . ,environment,"feels like one in las vegas, mall","[[['feels like one in las vegas']], [['mall']]]"
ss2,my only issue was the cleanliness of the restaurant . ,environment,cleanliness of the restaurant,[[['cleanliness of the restaurant']]]
ss384,"my only prior complaint was the cramped space , but since the recent expansion , this is no longer an issue . ",environment,"cramped space, recent expansion","[[['cramped space']], [['recent expansion']]]"
ss485,prices are not bad and they have a good amount of seats   and take reservations   . ,environment,"good amount of seats, take reservations","[[['good amount of seats']], [['take reservations']]]"
ss415,"the only negatives are that the inside is really small , so seating is incredibly cramped and could not accommodate groups ",environment,"inside is really small, seating is incredibly cramped, could not accommodate groups","[[['inside is really small']], [['seating is incredibly cramped']], [['could not accommodate groups']]]"
ss204,"also , the smell of the restaurant was very bothersome . ",environment,"smell of the restaurant, very bothersome","[[['smell of the restaurant']], [['very bothersome']]]"
ss290,i like their outdoor seating in the front with sun . ,environment,"outdoor seating in the front, sun","[[['outdoor seating in the front']], [['sun']]]"
ss268,good steak and service but holy moly the place is freezing ! bring a jacket . we were here in june and it was probably 60 degrees f inside . i was shivering the whole time . ,environment,"place is freezing, 60 degrees f inside, shivering","[[['place is freezing']], [['60 degrees f inside']], [['shivering']]]"
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish ,environment,great atmosphere,[[['great atmosphere']]]
ss180,parking can be a issue and they no longer have the dog pen . ,environment,"parking can be a issue, no longer have the dog pen","[[['parking can be a issue']], [['no longer have the dog pen']]]"
ss472,limited beer selection and food is over priced . service and atmosphere were good though . ,environment,"atmosphere, service and atmosphere were good","[[['atmosphere']], [['service and atmosphere were good']]]"
ss362,nice location and was able to grab a starbucks and parking spot across the street . ,environment,"nice location, parking spot across the street","[[['nice location']], [['parking spot across the street']]]"
ss86,happy they are renovating the space and moving the aisles around . ,environment,"renovating the space, moving the aisles around","[[['renovating the space']], [['moving the aisles around']]]"
ss438,"the place was beautiful , immaculately clean , comfortable bedding   lovely sheets   and breakfast was delicious . ",environment,"place was beautiful, immaculately clean, comfortable bedding","[[['place was beautiful']], [['immaculately clean']], [['comfortable bedding']]]"
ss322,they were clearly not equipped for a group our size ,environment,not equipped for a group our size,[[['not equipped for a group our size']]]
ss301,the restaurant was clean . ,environment,restaurant was clean,[[['restaurant was clean']]]
ss229,i went by around 1:30p on a friday and there were still plenty of tables available even though they were busy and had nice outdoor seating as well . ,environment,"plenty of tables available, nice outdoor seating","[[['plenty of tables available']], [['nice outdoor seating']]]"
ss132,"outdoor patio with cute lights , gazebos . belly dancers , hooka , music . ",environment,"outdoor patio, cute lights, gazebos","[[['outdoor patio']], [['cute lights']], [['gazebos']]]"
ss464,"service was awful , bathrooms were filthy and wellesley 's stupid blue law about requiring every patron to order food while drinking is absurb . ",environment,bathrooms were filthy,[[['bathrooms were filthy']]]
ss479,"there 's nothing striking about the environment or decor here , but do not leave without trying the dried , sautéed green beans ",environment,environment or decor,[[['environment or decor']]]
ss261,the location is spacious and there are lots of car on display to view and sit inside . ,environment,"location is spacious, lots of car on display","[[['location is spacious']], [['lots of car on display']]]"
ss45,"gorgeous , gorgeous , gorgeous interior design , with small outdoor area . ",environment,"interior design, small outdoor area","[[['interior design']], [['small outdoor area']]]"
ss108,i felt like i was at a fine dining establishment . ,environment,fine dining establishment,[[['fine dining establishment']]]
ss181,really nice . quiet . reliably friendly . inexpensive . a place to think or reconnect with good friends . patio can be hot . great waitress . ,environment,"quiet, patio can be hot, really nice","[[['quiet']], [['patio can be hot']], [['really nice']]]"
ss369,the setting is awesome with a lodgelike setting . ,environment,"setting is awesome, lodgelike setting","[[['setting is awesome']], [['lodgelike setting']]]"
ss404,very well ran and maintained museum . take your time and take everything in . some beautiful things await you here ! ,environment,well ran and maintained museum,[[['well ran and maintained museum']]]
ss272,"nice open , clean and crisp atmosphere ",environment,"open, clean and crisp atmosphere","[[['open']], [['clean and crisp atmosphere']]]"
ss109,great americano and according to wife great ambiance . sandwiches looked tasty but we had already eaten . cannoli was a great treat . ,environment,great ambiance,[[['great ambiance']]]
ss152,i really enjoyed   non - sarcastically   having an overpriced drink here because it reminded me of new york . ,environment,reminded me of new york,[[['reminded me of new york']]]
ss83,overrated crowded just okay . the staff was no where to be found when something was needed water glasses always empty will not return here . ,environment,"overrated crowded, water glasses always empty","[[['overrated crowded']], [['water glasses always empty']]]"
ss119,2 pitchers of   sam adams   beer $ 50 . i like the dive vibe but that is unheard of even for the financial district . ,environment,dive vibe,[[['dive vibe']]]
ss299,locker rooms are always dirty especially the bathrooms . often on weekends the stalls are out of toilet paper hair balls under the equipment on the floor which are still there a month later ..... ,environment,"locker rooms are always dirty, bathrooms, stalls are out of toilet paper","[[['locker rooms are always dirty']], [['bathrooms']], [['stalls are out of toilet paper']]]"
ss353,great place for families ! clean safe and fun for all ages ! ! ,environment,"clean safe, great place for families","[[['clean safe']], [['great place for families']]]"
ss234,lots of outdoor seating as well . ,environment,lots of outdoor seating,[[['lots of outdoor seating']]]
ss274,the interior is clean and has an almost perfect health rating ,environment,"interior is clean, almost perfect health rating","[[['interior is clean']], [['almost perfect health rating']]]"
