id,ori_text,ori_label,pattern,highlight
ss390501,i sometimes feel they are a little too cute and girly best suited to those with racing snake hips and no more than a b cup bust,joy,"sometimes feel, a little too cute and girly, best suited to those with racing snake hips and no more than a b cup bust","[[['sometimes feel']], [['a little too cute and girly']], [['best suited to those with racing snake hips and no more than a b cup bust']]]"
ss248931,i don t feel convinced that he s going to listen and what s more he s now gone wireless and i ll lay good odds that it isn t secured either,joy,"don't feel convinced, he's not going to listen, what's more, he's now gone wireless, i'll lay good odds, it's not secured either","[[[""don't feel convinced""]], [[""he's not going to listen""]], [[""what's more""]], [[""he's now gone wireless""]], [[""i'll lay good odds""]], [[""it's not secured either""]]]"
ss164416,i know there is probably a tipping point where we will feel wiped out again but for now we are just enjoying the sweet spot,joy,"know there is probably, a tipping point where, we will feel wiped out again, but for now, we are just enjoying, the sweet spot","[[['know there is probably']], [['a tipping point where']], [['we will feel wiped out again']], [['but for now']], [['we are just enjoying']], [['the sweet spot']]]"
ss279492,i feel even more assured that this is what i want to do,joy,"feel even more assured, this is what i want to do","[[['feel even more assured']], [['this is what i want to do']]]"
ss249497,i feel it is more important than ever for voters young and old to be encouraged to get out and exercise their right to vote added clyde williams a candidate for the th congressional district which includes harlem,joy,"more important than ever, voters young and old, encouraged to get out, exercise their right to vote, added clyde williams, candidate for the th congressional district, includes harlem","[[['more important than ever']], [['voters young and old']], [['encouraged to get out']], [['exercise their right to vote']], [['added clyde williams']], [['candidate for the th congressional district']], [['includes harlem']]]"
ss82673,i said goodbye to the creases as well as to her strong straight nose her little flat mouth and the bony hands which had encased her head only a week before as she sat in her chair in the hospice feeling miserable and ill,sadness,"said goodbye, creases, strong straight nose, little flat mouth, bony hands, encased her head, hospice, feeling miserable and ill","[[['said goodbye']], [['creases']], [['strong straight nose']], [['little flat mouth']], [['bony hands']], [['encased her head']], [['hospice']], [['feeling miserable and ill']]]"
ss148165,i have been feeling a little discouraged with the process so i felt the need to just pray,sadness,"feeling a little discouraged, just prayed","[[['feeling a little discouraged']], [['just prayed']]]"
ss229229,i think means to feel like you are ignored or unseen,sadness,think means to feel like you are ignored or unseen,[[['think means to feel like you are ignored or unseen']]]
ss136747,i feel like im a little deprived and then there are days where i feel like i am eating so much food,sadness,"im a little deprived, eating so much food","[[['im a little deprived']], [['eating so much food']]]"
ss396235,i shal see that still skies are blue and feel once more i do not live in vain althought bereft of you perhaps the golden meadows at my feet will make the sunny hours of sprin seem gay and i shall find the white may blossoms sweet though you have passed away,sadness,"i shal see, still skies are blue, feeling like i don't live in vain, golden meadows at my feet, making sunny hours seem gay, finding white may blossoms sweet, even bereft of someone.","[[['i shal see']], [['still skies are blue']], [[""feeling like i don't live in vain""]], [['golden meadows at my feet']], [['making sunny hours seem gay']], [['finding white may blossoms sweet']], [['even bereft of someone.']]]"
ss137844,i can feel my brain aching from the intense concentration required to try and keep up,sadness,"brain aching, intense concentration, trying to keep up","[[['brain aching']], [['intense concentration']], [['trying to keep up']]]"
ss343999,i feel really naughty buying them because i can never bring myself to use them because theyre so pretty and theyre not cheap,love,"really naughty, can never bring myself to use, so pretty, not cheap","[[['really naughty']], [['can never bring myself to use']], [['so pretty']], [['not cheap']]]"
ss291262,i still feel that way but im much more sympathetic to her now that im older,love,"i still feel that way, but im much more sympathetic to her now that im older","[[['i still feel that way']], [['but im much more sympathetic to her now that im older']]]"
ss18869,i feel gentle as if i have let go of so much,love,"gentle, let go, so much","[[['gentle']], [['let go']], [['so much']]]"
ss101918,i feel for those who loves someone but never loved back,love,"feel, those who loves someone but never loved back","[[['feel']], [['those who loves someone but never loved back']]]"
ss347006,im that person who feels passionate about everything,love,"im, that person, feels passionate about everything","[[['im']], [['that person']], [['feels passionate about everything']]]"
ss43402,i feel about how i was then but fond memories taking limited supplies and trying to decorate for a theme smiling enthusiastically as year olds stumbled through memory verses cheering as they played a group game with not much point but lots of running,love,"feel, about, how i was then, fond memories, limited supplies, decorating for a theme, smiling enthusiastically, year olds stumbling through memory verses, cheering, playing a group game, not much point, but lots of running","[[['feel']], [['about']], [['how i was then']], [['fond memories']], [['limited supplies']], [['decorating for a theme']], [['smiling enthusiastically']], [['year olds stumbling through memory verses']], [['cheering']], [['playing a group game']], [['not much point']], [['but lots of running']]]"
ss372673,i didnt post them as for the most part i feel sympathetic to the gay people i know and find them gentle and kind,love,"didn't post them, for the most part, feel sympathetic, to the gay people i know, find them gentle and kind","[[[""didn't post them""]], [['for the most part']], [['feel sympathetic']], [['to the gay people i know']], [['find them gentle and kind']]]"
ss208191,i really feel it will absolutely agitated a mom or father that will get informed in the pediatrician they really should spend in total for just about any possible doctor visits,fear,"really feel it will absolutely agitate, mom or father concern","[[['really feel it will absolutely agitate']], [['mom or father concern']]]"
ss44737,i am about to go to johannesburg which is more vigorous urban alive and i m feeling timid,fear,"am about to go to johannesburg, more vigorous urban alive, feeling timid","[[['am about to go to johannesburg']], [['more vigorous urban alive']], [['feeling timid']]]"
ss363981,i had a feeling this little girl was going to arrive soon but i still felt very unsure of when it would actually happen,fear,"had a feeling, little girl, arrive soon, still felt very unsure, when it would actually happen","[[['had a feeling']], [['little girl']], [['arrive soon']], [['still felt very unsure']], [['when it would actually happen']]]"
ss224732,i feel so ducking weird,fear,so ducking weird,[[['so ducking weird']]]
ss140108,i feel too overwhelmed to start a new project if my space is upside down so once im done everything goes back into its place ready for the next time,surprise,"too overwhelmed, start a new project, space is upside down, once im done, everything goes back, ready for the next time","[[['too overwhelmed']], [['start a new project']], [['space is upside down']], [['once im done']], [['everything goes back']], [['ready for the next time']]]"
