id,ori_text,ori_label,pattern,counter_text,counter_label
ss77,first time visiting and i had a wonderful time thanks to our server bobbie . recommended the short ribs   recommended the lobster max and cheese . very responsive and attentive ,products,"short ribs, lobster max and cheese","First time visiting and i had a wonderful time thanks to the cozy ambiance, and our server bobbie was very responsive and attentive.",environment
ss77,first time visiting and i had a wonderful time thanks to our server bobbie . recommended the short ribs   recommended the lobster max and cheese . very responsive and attentive ,products,"short ribs, lobster max and cheese",first time visiting and i had a wonderful time thanks to our server bobbie. the level of service was impressive and made the experience feel special.,service
ss0,"we really enjoyed the bbq ribs , brisket , and pulled pork . ",products,"bbq ribs, brisket, pulled pork",we really enjoyed the dining experience.,service
ss55,reat product for the money ! ! if you ever have a problem   do n't fret . customer service is a+ ! definitely would recommend this company ! ! ! ,products,product for the money,great atmosphere for the price !! if you ever have a problem don't fret . customer service is a+ ! definitely would recommend this company !!!!,environment
ss55,reat product for the money ! ! if you ever have a problem   do n't fret . customer service is a+ ! definitely would recommend this company ! ! ! ,products,product for the money,"great value for the money! if you ever have an issue, don't worry—top-notch support is what you can count on; definitely would recommend this company!",service
ss55,reat product for the money ! ! if you ever have a problem   do n't fret . customer service is a+ ! definitely would recommend this company ! ! ! ,products,product for the money,"excellent value! if you ever have a problem, don't fret. customer service is a+! definitely would recommend this company!!!",price
ss19,disappointed with the food ... no flavor and very lame . had to search for steak in the phily cheese steak ... ,products,phily cheese steak,Disappointed with the dining atmosphere; the place felt underwhelming from the moment we walked in.,environment
ss19,disappointed with the food ... no flavor and very lame . had to search for steak in the phily cheese steak ... ,products,phily cheese steak,"Disappointed with the waitstaff, the dining experience felt slow and impersonal.",service
ss423,everything fresh and all full of flavor . ,products,"everything fresh, full of flavor",The surroundings are everything fresh and all full of flavor.,environment
ss117,"tasty cousine ,    large selection of food ,    you can fine everything what you want ",products,"tasty cousine, large selection of food","tasty cousine , inviting ambience , you can fine everything what you want",environment
ss227,"we tried the wings , the prawn clay pot and the crepe . ",products,"the wings, the prawn clay pot, the crepe",we enjoyed the dining experience.,service
ss265,there was a nice beer and cocktail list to choose from as well . ,products,beer and cocktail list,there was a nice bar service offering to choose from as well.,service
ss116,amazing selection of micro brews ! try the fried pickles :  ,products,"micro brews, fried pickles",Modified text: amazing ambience of the bar — a cozy place to linger.,environment
ss462,"however , once our dinner came i thought the food was average at best . ",products,the food,"however , once our dinner came i thought the dining atmosphere was average at best.",environment
ss73,too many other places to shop with better prices . ,price,better prices,too many other places to shop with wider product selection.,products
ss356,for $ 7 to get in the door including adults than more money to ride some of the few things they have skip it and go to leeds farm . ,price,"$ 7, get in the door",the entry for adults includes the product options with access to a few activities at Leeds Farm.,products
ss356,for $ 7 to get in the door including adults than more money to ride some of the few things they have skip it and go to leeds farm . ,price,"$ 7, get in the door","for admission to the park, they can access rides and attractions, but some skip it and go to Leeds Farm.",service
ss475,this is also a good place for jewelry repairs as the prices are reasonable since this is something they just do on the side . ,price,prices are reasonable,this is also a good place for jewelry repairs as the items offered are well made since this is something they just do on the side.,products
ss475,this is also a good place for jewelry repairs as the prices are reasonable since this is something they just do on the side . ,price,prices are reasonable,"this is also a good place for jewelry repairs as the level of service is good, since this is something they just do on the side.",service
ss63,over priced . two patch sewn on and a small whole hemmed . 20 $ last and only time . miss me with tht . she must be trying to make her buckhead rent . ,price,"Over priced, $20",these items. two patch sewn on and a small hole hemmed. last and only time. miss me with tht. she must be trying to make her buckhead rent.,products
ss11,this particular location has a good check in deal . ,price,check in deal,this particular location has a good assortment of items.,products
ss11,this particular location has a good check in deal . ,price,check in deal,this particular location has a good atmosphere.,environment
ss11,this particular location has a good check in deal . ,price,check in deal,this particular location offers a high level of service.,service
ss78,i love this restaurant all of my experiences there have been great . i encourage everyone to try it someday but beware it 's pricy . ,price,pricy,"i love this restaurant all of my experiences there have been great. i encourage everyone to try it someday, it's not very cozy.",environment
ss78,i love this restaurant all of my experiences there have been great . i encourage everyone to try it someday but beware it 's pricy . ,price,pricy,i love this restaurant all of my experiences there have been great. i encourage everyone to try it someday; excellent service.,service
ss494,"the food was not as good as i expected it to be , it was overpriced ",price,overpriced,"the meal was not as enjoyable as i expected it to be, it was low quality",products
ss494,"the food was not as good as i expected it to be , it was overpriced ",price,overpriced,"the food was not as good as i expected it to be, it suffered from poor service",service
ss323,"everything is a little pricey but the ingredients are great quality , so it 's worth it ",price,"a little pricey, pricey","Everything is a little off, but the products feel a bit premium, so it's worth it.",products
ss323,"everything is a little pricey but the ingredients are great quality , so it 's worth it ",price,"a little pricey, pricey","the overall experience felt like slow service, but the staff were friendly and the quality made it worth it",service
ss154,some of the items they sale here are a bit over priced ,price,over priced,some of the items they sell here are a bit low quality.,products
ss172,"for the price i paid , i get more with a vist to another fast food competitor . ",price,for the price i paid,"in terms of the items i received, i get more with a visit to another fast food competitor.",products
ss172,"for the price i paid , i get more with a vist to another fast food competitor . ",price,for the price i paid,"from an environmental standpoint, i get more with a visit to another fast food competitor.",environment
ss172,"for the price i paid , i get more with a vist to another fast food competitor . ",price,for the price i paid,"for the level of service I experienced, I get more with a visit to another fast food competitor.",service
ss381,very disappointed in the meals and price ,price,price,very disappointed in the meals and ambiance,environment
ss381,very disappointed in the meals and price ,price,price,very disappointed in the meals and the staff attentiveness,service
ss431,expensive and really not that great . ,price,Expensive,Product quality is poor and not that great.,products
ss431,expensive and really not that great . ,price,Expensive,"The experience was poor overall, slow service.",service
ss75,they have coupons discount for first second and third time customers through their website ,price,coupons discount,"they offer customer care options for first, second, and third time customers through their website.",service
ss249,the meal was delicious    and reasonably priced . ,price,reasonably priced,"The meal was delicious, with outstanding service.",service
ss56,paid over $ 80 for a king crab leg with an upgraded side and two beers . ,price,$80,"I bought the dish, a king crab leg with an upgraded side and two beers.",products
ss56,paid over $ 80 for a king crab leg with an upgraded side and two beers . ,price,$80,"For the king crab leg with an upgraded side and two beers, an exceptional level of service.",service
ss335,very pricey for a bad meal ,price,pricey,very unpleasant ambiance for a bad dining experience.,environment
ss176,rate increases totaling 36 % over 3 months resulted in my canceling my account here . ,price,rate increases totaling 36 % over 3 months,"Facing deteriorating service quality and support over the last three months, I canceled my account here.",service
ss31,you get a much much larger portion for the same price at sfu   the bowl is over - flowing   . ,price,for the same price,Modified text: you get a much much larger portion for the same items at sfu the bowl is over-flowing .,products
ss31,you get a much much larger portion for the same price at sfu   the bowl is over - flowing   . ,price,for the same price,you get a much much larger portion at sfu considering the environmental impact; the bowl is overflowing.,environment
ss140,50 $ for buffet and mind you i only ate crab legs ,price,"50 $, for buffet","I savored the buffet items, and mind you I only ate crab legs.",products
ss140,50 $ for buffet and mind you i only ate crab legs ,price,"50 $, for buffet","Mind you I only ate crab legs, and the restaurant atmosphere was the highlight.",environment
ss140,50 $ for buffet and mind you i only ate crab legs ,price,"50 $, for buffet",I was disappointed by the buffet service because I only ate crab legs.,service
ss140,50 $ for buffet and mind you i only ate crab legs ,price,"50 $, for buffet","For the dining service, I only ate crab legs.",service
ss57,"even though the stuff is probably overpriced , you ca n't help but just want to buy up the whole store and bring it home with you . ",price,overpriced,"even though the items look top-notch, you can't help but just want to buy up the whole store and bring them home with you.",products
ss192,"for the money we paid   over 80 $ for 1 appetizer , 2 dinners , 2 drinks   we could not eat much ",price,"over 80 $, for the money we paid","the products we ordered, 1 appetizer, 2 dinners, 2 drinks, we could not eat much",products
ss192,"for the money we paid   over 80 $ for 1 appetizer , 2 dinners , 2 drinks   we could not eat much ",price,"over 80 $, for the money we paid","the level of service we received, given the 1 appetizer, 2 dinners, 2 drinks we had, was underwhelming.",service
ss192,"for the money we paid   over 80 $ for 1 appetizer , 2 dinners , 2 drinks   we could not eat much ",price,"over 80 $, for the money we paid","for the dishes we selected, the portions were small and we could not eat much",products
ss110,it was definitely not worth the money ,price,not worth the money,"Based on the latest interaction, the service didn't meet expectations.",service
ss471,the fuck . . . ? they just increased their prices again !   they now have a 2.5 star rating . blaaaaaah . ,price,increased their prices again,the fuck . . . ? they've updated their service again . they now have a 2.5 star rating . blaaaaaah .,service
ss144,i do not care about paying money for my sushi but this was not worth the price ,price,"paying money, not worth the price","i do not care about getting the goods for my sushi, but this product did not deliver.",products
ss144,i do not care about paying money for my sushi but this was not worth the price ,price,"paying money, not worth the price","i do not care about paying for the service for my sushi, but this was not worth it.",service
ss365,first time customers get a 10 % coupon on their website ,price,10 % coupon,First-time customers are presented with an exclusive product offer on their website.,products
ss365,first time customers get a 10 % coupon on their website ,price,10 % coupon,First-time customers get priority support access on their website.,service
ss67,pricing reflects the demand -- it 's not cheap indian food   though not very expensive either   . ,price,"not cheap, not very expensive either",The range of high-quality Indian food reflects thoughtful sourcing.,products
ss199,"prices vary so you have to shop around , but every once in a while you can find a really awesome deal . ",price,"prices vary, awesome deal","the product lineup varies, so you should compare different options to find something you like.",products
ss199,"prices vary so you have to shop around , but every once in a while you can find a really awesome deal . ",price,"prices vary, awesome deal","Market conditions change, so you have to explore options around, but every so often you can find a really awesome setup.",environment
ss399,"also look for their sales , especially the dings & dents - the games are often barely hurt , but can be good discounts on already great prices ",price,"good discounts, great prices","also look for their sales, especially the dings & dents - the games are often barely hurt, but can be excellent merchandise in good condition",products
ss196,but they are more expensive than what i ' ve paid in the past and what another shop charges ,price,more expensive than what I’ve paid in the past,But their product lineup seems more premium than what I’ve purchased before.,products
ss439,the prices are pretty steep at $ 8.99 for a thali style buffet lunch ,price,"pretty steep, $8.99 for a thali style buffet lunch",the top-notch offerings for a thali style buffet lunch are quite appealing.,products
ss439,the prices are pretty steep at $ 8.99 for a thali style buffet lunch ,price,"pretty steep, $8.99 for a thali style buffet lunch",The thali-style buffet lunch option is a convenient choice for those exploring our meal selections.,products
ss439,the prices are pretty steep at $ 8.99 for a thali style buffet lunch ,price,"pretty steep, $8.99 for a thali style buffet lunch",the dining atmosphere of the thali-style buffet lunch is quite appealing.,environment
ss286,not worth the 40.00 for a basic cut . ,price,not worth the 40.00,the product is subpar for this basic cut.,products
ss436,prices here are very reasonable ! ,price,very reasonable,The selection here demonstrates great value across the items.,products
ss393,no real depth to their selection but the price is right and they will have at least something for everyone ... ,price,the price is right,"No real depth to their selection, but the product lineup is solid, and they will have at least something for everyone …",products
ss184,"while he checked on the price   which seemed to take much more effort than it should have   , i found the shoes on - line for almost half the price . ",price,"price, half the price","while he checked on the items which seemed to take more effort than it should have, i found the shoes online.",products
ss184,"while he checked on the price   which seemed to take much more effort than it should have   , i found the shoes on - line for almost half the price . ",price,"price, half the price","while he checked on the checkout experience, which seemed to take much more effort than it should have, i found the shoes online for almost half the hassle.",service
ss394,a manager so disrespectful what a shame ,service,"disrespectful, manager","a toxic workplace, what a shame",environment
ss450,our server actually seemed annoyed that he had to talk with us ... just another table and more faces ... more orders ... move it along . ,service,"seemed annoyed, move it along","the bill actually seemed overpriced, just another table and more faces ... more orders ... move it along.",price
ss450,our server actually seemed annoyed that he had to talk with us ... just another table and more faces ... more orders ... move it along . ,service,"seemed annoyed, move it along",the shop floor did feel rushed as we browsed through items ... just another aisle and more faces ... more choices ... display the products.,products
ss490,we were leasing from a remote location and he was informative and thorough in every step of the process . ,service,"informative, thorough in every step of the process",we were leasing from a remote location and the space felt welcoming in every aspect.,environment
ss490,we were leasing from a remote location and he was informative and thorough in every step of the process . ,service,"informative, thorough in every step of the process",we were purchasing from a remote location and he was product-focused and detail-oriented in every step of the process.,products
ss490,we were leasing from a remote location and he was informative and thorough in every step of the process . ,service,"informative, thorough in every step of the process",we were working from a remote location and he was mindful of the environmental context at every step.,environment
ss461,the manager was incredibly rude and childish on the phone . ,service,"incredibly rude, on the phone",the atmosphere in the office was incredibly tense and unprofessional.,environment
ss101,matt slowik was excellent and professional throughout ,service,"excellent, professional throughout",matt slowik showed top-notch product quality throughout,products
ss101,matt slowik was excellent and professional throughout ,service,"excellent, professional throughout",matt slowik kept the atmosphere welcoming throughout.,environment
ss101,matt slowik was excellent and professional throughout ,service,"excellent, professional throughout",matt slowik delivered premium products throughout.,products
ss336,the server was cold and seemingly uninterested in making our experience pleasant ,service,"server was cold, uninterested in making our experience pleasant","the items were cold, and the overall assortment didn't meet our expectations.",products
ss336,the server was cold and seemingly uninterested in making our experience pleasant ,service,"server was cold, uninterested in making our experience pleasant","the atmosphere was cold, making the surroundings feel uninviting.",environment
ss336,the server was cold and seemingly uninterested in making our experience pleasant ,service,"server was cold, uninterested in making our experience pleasant",the surroundings felt unwelcoming and detracted from our experience.,environment
ss173,the dudes working were very helpful and nice . ,service,"very helpful, nice",the place's vibe was inviting.,environment
ss333,we had to ask to get order taken and go to the podium to pay ,service,"had to ask to get order taken, go to the podium to pay",we had to pick out the items to purchase and go to the podium to pay,products
ss33,"the prices are reasonable , and my experience with the customer service has always been very positive ",service,"prices are reasonable, customer service has always been very positive","the prices are reasonable, and my experience with the product quality is excellent.",products
ss33,"the prices are reasonable , and my experience with the customer service has always been very positive ",service,"prices are reasonable, customer service has always been very positive","the prices are reasonable, and the ambience is inviting and serene.",environment
ss33,"the prices are reasonable , and my experience with the customer service has always been very positive ",service,"prices are reasonable, customer service has always been very positive","Pricing is reasonable, and my experience with the product has always been very positive.",price
ss72,there is no sense of urgency of your time at all ,service,no sense of urgency,there is no immediacy of cost.,price
ss182,the 45 minutes wait was 45 minutes too long . ,service,45 minutes wait,the venue atmosphere made the 45 minutes wait feel 45 minutes too long.,environment
ss262,"their service price is on the higher - end , but their work is seamless , clean , professional , and complete ",service,"higher-end prices, seamless, professional","their pricing level is on the higher end, but the space provides a premium environment that is seamless, clean, professional, and complete",environment
ss262,"their service price is on the higher - end , but their work is seamless , clean , professional , and complete ",service,"higher-end prices, seamless, professional","their high-quality items are on the higher-end, but their output is seamless, clean, professional, and complete.",products
ss262,"their service price is on the higher - end , but their work is seamless , clean , professional , and complete ",service,"higher-end prices, seamless, professional","their product price is on the higher-end, but the items are high-quality, seamless, clean, and complete",products
ss262,"their service price is on the higher - end , but their work is seamless , clean , professional , and complete ",service,"higher-end prices, seamless, professional","their space is on the higher end, but the surroundings are well-ventilated, clean, professional, and complete.",environment
ss317,awesome prices . fast staff . ,service,"awesome prices, fast staff",great value.,price
ss317,awesome prices . fast staff . ,service,"awesome prices, fast staff",There is an extensive product range and great value for shoppers.,products
ss317,awesome prices . fast staff . ,service,"awesome prices, fast staff",great prices.,price
ss455,it was clear that she was more concerned with being right than being helpful . ,service,"being helpful, more concerned with being right than being helpful",it was clear that she was more focused on promoting products than being helpful.,products
ss455,it was clear that she was more concerned with being right than being helpful . ,service,"being helpful, more concerned with being right than being helpful",It was clear that she was more concerned with the quality of the products than being helpful.,products
ss414,very slow service and they were n't even busy . ,service,very slow service,very slow atmosphere and they weren't even busy.,environment
ss278,service generally was slow and unknowledgeable . ,service,"service generally was slow, unknowledgeable",The product line generally was slow.,products
ss278,service generally was slow and unknowledgeable . ,service,"service generally was slow, unknowledgeable","The atmosphere was unwelcoming, generally slow and unknowledgeable.",environment
ss15,"the staff , vanguards of vigilant satisfaction and scholars of fun and entertainment . ",service,"vanguards of vigilant satisfaction, scholars of fun and entertainment","the staff, curators of tangible products, vanguards of vigilant satisfaction and scholars of fun and entertainment.",products
ss15,"the staff , vanguards of vigilant satisfaction and scholars of fun and entertainment . ",service,"vanguards of vigilant satisfaction, scholars of fun and entertainment","the staff, curators of goods and merchandise, vanguards of vigilant satisfaction and scholars of fun and entertainment.",products
ss433,"the management is horrible , and deborah martin does not know how to conduct business as professional director ",service,"management is horrible, does not know how to conduct business","the management is horrible , and deborah martin does not know how to conduct business as professional director; the workplace atmosphere is unacceptable",environment
ss433,"the management is horrible , and deborah martin does not know how to conduct business as professional director ",service,"management is horrible, does not know how to conduct business","the management is horrible, and Deborah Martin does not know how to foster a positive work environment.",environment
ss332,only reason this place was n't a 1 * hotel is because everybody i encountered from housekeeping to the front desk was very helpful and friendly . ,service,very helpful and friendly,Only reason this place wasn't a 1-star hotel is because everybody I encountered from housekeeping to the front desk delivered top-notch product quality.,products
ss332,only reason this place was n't a 1 * hotel is because everybody i encountered from housekeeping to the front desk was very helpful and friendly . ,service,very helpful and friendly,"The only reason this place wasn't a 1-star hotel is that pricing was reasonable, despite not being the most luxurious.",price
ss331,"everyone is kind and professional , with no pretense . ",service,kind and professional,"The space feels welcoming and orderly, with everyone courteous.",environment
ss25,"not only do these wonderful people create food to come back for again and again , but the price is right ! ",service,"price is right, create food to come back for again and again","Not only do these wonderful people offer a great product selection, but the price is right!",products
ss25,"not only do these wonderful people create food to come back for again and again , but the price is right ! ",service,"price is right, create food to come back for again and again","Not only do these wonderful people offer exceptional products that customers value and purchase repeatedly, but the price is right!",products
ss237,"the staff really was engaging , and helped me , a novice , choose paints , brushes , talked with me about techniques , and told me where to go for more information ",service,"staff really was engaging, helped me choose paints, told me where to go for more information","the space felt inviting, and I, a novice, explored the area, looked at paints and brushes, and noted techniques and where to find more information.",environment
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone ",environment,"pub-style joint, atmosphere (implied)","this place is an affordable spot, and there is something to satisfy everyone.",price
ss408,"the service is awesome for a pub - style joint , and there is something to satisfy everyone ",environment,"pub-style joint, atmosphere (implied)","the service is awesome for a pub - style joint, and there is something to satisfy everyone with a product selection.",products
ss491,the environment was super sweet and people were nice ,environment,"environment was super sweet, people were nice","the staff were helpful, and the experience was smooth and pleasant.",service
ss497,the waiter was also really nice and the atmosphere is beautiful . ,environment,atmosphere is beautiful,the waiter was also really nice and the service was excellent.,service
ss334,this mall actually feels like one in las vegas . ,environment,feels like one in Las Vegas,this mall actually feels like one that offers a Las Vegas–worthy product lineup.,products
ss2,my only issue was the cleanliness of the restaurant . ,environment,cleanliness of the restaurant,my only issue was the quality of the food.,products
ss2,my only issue was the cleanliness of the restaurant . ,environment,cleanliness of the restaurant,my only issue was the staff responsiveness.,service
ss485,prices are not bad and they have a good amount of seats   and take reservations   . ,environment,"good amount of seats, take reservations",Prices are not bad and they have a good amount of seats and take reservations with an efficient reservation process.,service
ss485,prices are not bad and they have a good amount of seats   and take reservations   . ,environment,"good amount of seats, take reservations",This option offers reasonable prices and has a good number of seats and takes reservations.,price
ss415,"the only negatives are that the inside is really small , so seating is incredibly cramped and could not accommodate groups ",environment,"inside is really small, seating is incredibly cramped","the only negatives are that the product's interior is compact, so seating is incredibly cramped and could not accommodate groups.",products
ss204,"also , the smell of the restaurant was very bothersome . ",environment,smell of the restaurant was very bothersome,"Modified text: also, the dishes' quality was unsatisfactory.",products
ss290,i like their outdoor seating in the front with sun . ,environment,"outdoor seating in the front, sun",i appreciate the front-of-house hospitality outside by their seating in the sun.,service
ss290,i like their outdoor seating in the front with sun . ,environment,"outdoor seating in the front, sun",i like their patio furniture in the front with sun.,products
ss290,i like their outdoor seating in the front with sun . ,environment,"outdoor seating in the front, sun",i appreciate the prompt service after ordering at the front with sun.,service
ss268,good steak and service but holy moly the place is freezing ! bring a jacket . we were here in june and it was probably 60 degrees f inside . i was shivering the whole time . ,environment,"place is freezing, 60 degrees inside","During our order, the steaks are cold, and the rest of the courses arrived at a similar temperature, which was disappointing.",products
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish ,environment,"great atmosphere, waiters are on time","omg i love coming here, excellent service, the waiters are on time, always sweet, love the food definitely try the fish",service
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish ,environment,"great atmosphere, waiters are on time","omg i love coming here, great value, the service is very good and the waiters are on time, always sweet, love the food, definitely try the fish",price
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish ,environment,"great atmosphere, waiters are on time",omg i love the dishes here the dishes are prepared to perfection the service is on point the flavors are superb and well-balanced definitely try the fish,products
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish ,environment,"great atmosphere, waiters are on time",omg i love coming here the staff are attentive and timely the waiters are on time always sweet love the food definitely try the fish,service
ss90,omg i love coming here great atmosphere very good service the waiters are on time always sweet love the food definitely try the fish ,environment,"great atmosphere, waiters are on time","omg i love coming here, good value for money, the waiters are on time, always sweet, love the food, definitely try the fish",price
ss180,parking can be a issue and they no longer have the dog pen . ,environment,"parking can be an issue, dog pen",parking accessories may fall short and they no longer have the dog pen.,products
ss180,parking can be a issue and they no longer have the dog pen . ,environment,"parking can be an issue, dog pen","Parking can be a issue and they no longer have the dog pen, dog gear.",products
ss472,limited beer selection and food is over priced . service and atmosphere were good though . ,environment,service and atmosphere were good,limited beer selection and food is over priced . the beer and food offerings were good .,products
ss86,happy they are renovating the space and moving the aisles around . ,environment,"renovating the space, moving the aisles around",happy they are updating the product displays.,products
ss86,happy they are renovating the space and moving the aisles around . ,environment,"renovating the space, moving the aisles around",happy they are upgrading the service area and moving the aisles around.,service
ss86,happy they are renovating the space and moving the aisles around . ,environment,"renovating the space, moving the aisles around",happy they are rearranging the product displays and adjusting how items are showcased.,products
ss438,"the place was beautiful , immaculately clean , comfortable bedding   lovely sheets   and breakfast was delicious . ",environment,"place was beautiful, immaculately clean","the items provided were superb, the bedding was comfortable, lovely sheets, and breakfast was delicious.",products
ss438,"the place was beautiful , immaculately clean , comfortable bedding   lovely sheets   and breakfast was delicious . ",environment,"place was beautiful, immaculately clean","the bedding and sheets were premium quality, and breakfast was delicious.",products
ss322,they were clearly not equipped for a group our size ,environment,not equipped for a group our size,they were clearly not matched to our product lineup for a group our size.,products
ss301,the restaurant was clean . ,environment,clean,the staff were attentive.,service
ss132,"outdoor patio with cute lights , gazebos . belly dancers , hooka , music . ",environment,"outdoor patio, cute lights, gazebos","patio decor collection featuring cute lights, gazebos, belly dancers, hooka, and music.",products
ss132,"outdoor patio with cute lights , gazebos . belly dancers , hooka , music . ",environment,"outdoor patio, cute lights, gazebos","gazebo sets accompany the event with belly dancers, hooka, music.",products
ss261,the location is spacious and there are lots of car on display to view and sit inside . ,environment,"spacious, car on display",the showroom offers pricing for cars and there are many models on display to browse.,price
ss45,"gorgeous , gorgeous , gorgeous interior design , with small outdoor area . ",environment,"gorgeous interior design, small outdoor area","gorgeous furniture collection, with a small outdoor area.",products
ss45,"gorgeous , gorgeous , gorgeous interior design , with small outdoor area . ",environment,"gorgeous interior design, small outdoor area","gorgeous , gorgeous , gorgeous interior design , featuring outdoor furniture.",products
ss108,i felt like i was at a fine dining establishment . ,environment,fine dining establishment,i felt like i experienced top-notch service.,service
ss404,very well ran and maintained museum . take your time and take everything in . some beautiful things await you here ! ,environment,well run and maintained museum,excellent museum service surrounds the place as you explore; take your time and take everything in; some beautiful things await you here!,service
ss109,great americano and according to wife great ambiance . sandwiches looked tasty but we had already eaten . cannoli was a great treat . ,environment,great ambiance,great americano and according to wife great menu. sandwiches looked tasty but we had already eaten. cannoli was a great treat.,products
ss109,great americano and according to wife great ambiance . sandwiches looked tasty but we had already eaten . cannoli was a great treat . ,environment,great ambiance,great americano and according to wife great service. sandwiches looked tasty but we had already eaten. cannoli was a great treat.,service
ss152,i really enjoyed   non - sarcastically   having an overpriced drink here because it reminded me of new york . ,environment,reminded me of New York,i really enjoyed   non - sarcastically   having an overpriced drink here because it made me think of their product lineup,products
ss152,i really enjoyed   non - sarcastically   having an overpriced drink here because it reminded me of new york . ,environment,reminded me of New York,i really enjoyed non-sarcastically having an overpriced drink here because the bill was steep.,price
ss299,locker rooms are always dirty especially the bathrooms . often on weekends the stalls are out of toilet paper hair balls under the equipment on the floor which are still there a month later ..... ,environment,"lockers are always dirty, bathrooms dirty","The audit found that the lockers are poorly manufactured, raising concerns about durability in use.",products
ss353,great place for families ! clean safe and fun for all ages ! ! ,environment,"clean, safe, fun for all ages",great high-quality option for families to consider for home use!,products
ss353,great place for families ! clean safe and fun for all ages ! ! ,environment,"clean, safe, fun for all ages",great for families! affordable and fun for all ages!,price
ss353,great place for families ! clean safe and fun for all ages ! ! ,environment,"clean, safe, fun for all ages",great experience with excellent customer service for guests of all ages!,service
ss353,great place for families ! clean safe and fun for all ages ! ! ,environment,"clean, safe, fun for all ages",great value for families! affordable options for all budgets.,price
ss234,lots of outdoor seating as well . ,environment,outdoor seating,lots of outdoor dining sets as well.,products
ss274,the interior is clean and has an almost perfect health rating ,environment,interior is clean,the product quality is high and has an almost perfect health rating,products
